qs_2026 Rank,qs_Previous Rank,qs_Institution Name,qs_Country/Territory,qs_Region,qs_Size,qs_Focus,qs_Research,qs_Status,qs_AR SCORE,qs_AR RANK,qs_ER SCORE,qs_ER RANK,qs_FSR SCORE,qs_FSR RANK,qs_CPF SCORE,qs_CPF RANK,qs_IFR SCORE,qs_IFR RANK,qs_ISR SCORE,qs_ISR RANK,qs_ISD SCORE,qs_ISD RANK,qs_IRN SCORE,qs_IRN RANK,qs_EO SCORE,qs_EO RANK,qs_SUS SCORE,qs_SUS RANK,qs_Overall SCORE,qs_2026_rank_original,qs_2026_rank,qs_2026_rank_display,qs_overall_score,qs_overall_score_available,qs_university_key,the_Rank,the_Name,the_Country,the_Student Population,the_Students to Staff Ratio,the_International Students,the_Female to Male Ratio,the_Overall Score,the_Teaching,the_Research Environment,the_Research Quality,the_Industry Impact,the_International Outlook,the_Year,the_rank,the_female_to_male_ratio_clean,the_female_to_male_ratio_original,the_university_key,match_type,match_similarity,country_match,qs_Institution Name_original,the_Name_original,qs_university_key_clean,the_university_key_clean
,,University of Messina,Italy,Europe,L,FC,VH,Public,12.6,,2.9,,18.6,,55.5,323.0,1.4,,17.8,767.0,23.9,706.0,78.6,375.0,1.6,,61.5,,-,741-750,741.0,741-750,,False,university of messina,538.0,University of Messina,Italy,14308.0,22.7,0.06,"2 days, 15:37:00",45.508,35.6,28.1,71.8,64.3,36.6,2026.0,538.0,63.0,"2 days, 15:37:00",university of messina,exact_name_country,100.0,True,University of Messina,University of Messina,university of messina,university of messina
,,University of Pecs,Hungary,Europe,L,FC,HI,Public,20.1,613.0,20.1,653.0,52.3,357.0,5.0,,12.8,,77.3,240.0,79.5,211.0,42.4,,12.8,,53.7,,-,741-750,741.0,741-750,,False,university of pecs,1187.0,University of Pécs,Hungary,15829.0,15.2,0.24,"2 days, 12:40:00",32.2874999999999,32.4,18.7,38.3,40.6,55.9,2026.0,1187.0,60.0,"2 days, 12:40:00",university of p cs,exact_name_country,100.0,True,University of Pecs,University of Pécs,university of pecs,university of pecs
,,Victoria University,Australia,Oceania,L,CO,HI,Public,9.2,,10.1,,3.4,,48.7,381.0,23.6,667.0,74.6,256.0,77.1,225.0,48.9,,9.7,,59.3,,-,741-750,741.0,741-750,,False,victoria university,597.0,Victoria University,Australia,14540.0,29.4,0.25,"2 days, 11:41:00",43.8669999999999,22.9,24.7,74.5,55.9,71.5,2026.0,597.0,59.0,"2 days, 11:41:00",victoria university,exact_name_country,100.0,True,Victoria University,Victoria University,victoria university,victoria university
,,Vytautas Magnus University,Lithuania,Europe,M,FO,VH,Public,14.0,,19.9,658.0,44.2,447.0,5.0,,46.8,455.0,70.8,270.0,73.5,244.0,62.8,653.0,26.8,611.0,47.0,,-,741-750,741.0,741-750,,False,vytautas magnus university,1467.0,Vytautas Magnus University,Lithuania,8381.0,10.6,0.19,"2 days, 23:29:00",27.8629999999999,23.7,12.9,36.9,21.2,69.5,2026.0,1467.0,71.0,"2 days, 23:29:00",vytautas magnus university,exact_name_country,100.0,True,Vytautas Magnus University,Vytautas Magnus University,vytautas magnus university,vytautas magnus university
,,University of Oregon,United States of America,Americas,L,CO,VH,Public,23.2,543.0,22.5,592.0,14.7,,25.3,632.0,10.5,,5.4,,4.3,,53.8,785.0,36.9,470.0,55.7,,-,751-760,751.0,751-760,,False,university of oregon,458.0,University of Oregon,United States of America,22659.0,13.7,0.05,"2 days, 11:41:00",47.7035,34.7,30.0,75.7,73.8,41.4,2026.0,458.0,59.0,"2 days, 11:41:00",university of oregon,exact_name_country,100.0,True,University of Oregon,University of Oregon,university of oregon,university of oregon
,,University of Trieste,Italy,Europe,L,FC,VH,Public,16.1,,7.8,,5.5,,53.8,345.0,11.6,,16.8,783.0,22.9,721.0,70.8,514.0,18.7,746.0,36.4,,-,751-760,751.0,751-760,,False,university of trieste,509.0,University of Trieste,Italy,18016.0,24.3,0.08,"2 days, 10:42:00",45.993,34.3,27.7,72.4,57.6,50.9,2026.0,509.0,58.0,"2 days, 10:42:00",university of trieste,exact_name_country,100.0,True,University of Trieste,University of Trieste,university of trieste,university of trieste
,,Al-Ahliyya Amman University,Jordan,Asia,M,FO,VH,Private not for Profit,17.1,,21.0,625.0,15.8,,6.4,,93.7,196.0,100.0,29.0,98.0,79.0,32.7,,6.0,,38.2,,-,761-770,761.0,761-770,,False,al ahliyya amman university,441.0,Al-Ahliyya Amman University,Jordan,4510.0,14.8,0.64,"2 days, 4:48:00",48.3609999999999,18.6,24.7,88.0,56.9,93.8,2026.0,441.0,52.0,"2 days, 4:48:00",al ahliyya amman university,exact_name_country,100.0,True,Al-Ahliyya Amman University,Al-Ahliyya Amman University,al ahliyya amman university,al ahliyya amman university
,,Bangladesh University of Engineering and Technology,Bangladesh,Asia,M,SP,VH,Public,21.3,582.0,42.5,316.0,15.6,,30.8,578.0,,,,,,,23.0,,29.9,551.0,30.0,,-,761-770,761.0,761-770,,False,bangladesh university of engineering and technology,1032.0,Bangladesh University of Engineering and Technology,Bangladesh,5814.0,11.3,0.0,0.9708333333333333,34.891,23.1,15.2,65.4,38.4,33.5,2026.0,1032.0,,0.9708333333333333,bangladesh university of engineering and technology,exact_name_country,100.0,True,Bangladesh University of Engineering and Technology,Bangladesh University of Engineering and Technology,bangladesh university of engineering and technology,bangladesh university of engineering and technology
,,"Government College University, Faisalabad",Pakistan,Asia,L,CO,VH,Public,4.2,,7.1,,7.6,,72.2,197.0,1.3,,1.1,,5.5,,77.6,392.0,33.5,503.0,32.2,,-,761-770,761.0,761-770,,False,government college university faisalabad,750.0,Government College University Faisalabad,Pakistan,22898.0,26.6,0.0,"2 days, 7:45:00",40.1685,20.3,17.7,81.4,22.3,49.8,2026.0,750.0,55.0,"2 days, 7:45:00",government college university faisalabad,exact_name_country,100.0,True,"Government College University, Faisalabad",Government College University Faisalabad,government college university faisalabad,government college university faisalabad
,,New Jersey Institute of Technology (NJIT),United States of America,Americas,M,FO,VH,Public,7.5,,19.8,666.0,13.2,,40.6,462.0,36.0,529.0,65.4,306.0,68.7,281.0,37.7,,10.4,,54.2,,-,761-770,761.0,761-770,,False,new jersey institute of technology,591.0,New Jersey Institute of Technology,United States of America,10459.0,14.9,0.29,29 : 71,44.062,27.5,23.3,65.2,68.5,91.9,2026.0,591.0,29.0,29 : 71,new jersey institute of technology,exact_name_country,100.0,True,New Jersey Institute of Technology (NJIT),New Jersey Institute of Technology,new jersey institute of technology,new jersey institute of technology
,,Riga Technical University,Latvia,Europe,M,CO,VH,Public,12.6,,31.9,449.0,31.7,606.0,6.0,,22.1,686.0,84.9,195.0,86.3,165.0,38.2,,40.5,432.0,47.6,,-,761-770,761.0,761-770,,False,riga technical university,1174.0,Riga Technical University,Latvia,10472.0,31.7,0.33,35 : 65,32.5725,27.1,25.3,33.6,56.4,65.4,2026.0,1174.0,35.0,35 : 65,riga technical university,exact_name_country,100.0,True,Riga Technical University,Riga Technical University,riga technical university,riga technical university
,,University of Belgrade,Serbia,Europe,XL,FC,VH,Public,23.6,536.0,14.0,,6.5,,10.1,,3.6,,7.4,,5.8,,94.5,91.0,98.4,36.0,52.1,,-,761-770,761.0,761-770,,False,university of belgrade,1069.0,University of Belgrade,Serbia,91512.0,18.1,0.05,"2 days, 13:39:00",34.25,22.6,27.3,50.9,31.9,41.6,2026.0,1069.0,61.0,"2 days, 13:39:00",university of belgrade,exact_name_country,100.0,True,University of Belgrade,University of Belgrade,university of belgrade,university of belgrade
,,University of Bucharest,Romania,Europe,XL,CO,VH,Public,21.1,590.0,35.9,400.0,9.0,,8.3,,3.5,,4.8,,10.0,,72.3,495.0,67.9,226.0,60.8,,-,761-770,761.0,761-770,,False,university of bucharest,1066.0,University of Bucharest,Romania,31127.0,32.1,0.02,"2 days, 22:30:00",34.2785,21.6,24.1,58.4,27.0,30.9,2026.0,1066.0,70.0,"2 days, 22:30:00",university of bucharest,exact_name_country,100.0,True,University of Bucharest,University of Bucharest,university of bucharest,university of bucharest
,,University of Nizwa,Oman,Asia,S,CO,VH,Private not for Profit,11.0,,12.8,,47.5,412.0,13.0,,100.0,32.0,26.2,642.0,27.0,653.0,26.1,,73.5,190.0,19.0,,-,761-770,761.0,761-770,,False,university of nizwa,500.0,University of Nizwa,Oman,3498.0,8.9,0.11,"3 days, 5:23:00",46.2744999999999,28.1,26.0,76.2,34.0,83.0,2026.0,500.0,77.0,"3 days, 5:23:00",university of nizwa,exact_name_country,100.0,True,University of Nizwa,University of Nizwa,university of nizwa,university of nizwa
,,Holy Spirit University of Kaslik,Lebanon,Asia,M,FO,HI,Private not for Profit,11.1,,20.7,637.0,70.4,226.0,3.8,,99.4,117.0,52.2,397.0,53.4,383.0,9.6,,7.3,,38.0,,-,771-780,771.0,771-780,,False,holy spirit university of kaslik,1454.0,Holy Spirit University of Kaslik,Lebanon,7374.0,13.0,0.14,"2 days, 7:45:00",28.0084999999999,23.0,9.9,38.5,19.5,80.3,2026.0,1454.0,55.0,"2 days, 7:45:00",holy spirit university of kaslik,exact_name_country,100.0,True,Holy Spirit University of Kaslik,Holy Spirit University of Kaslik,holy spirit university of kaslik,holy spirit university of kaslik
,,Rovira i Virgili University,Spain,Europe,L,FC,VH,Public,9.5,,4.5,,19.9,,48.0,388.0,9.8,,28.4,610.0,34.4,559.0,82.2,309.0,1.8,,65.0,,-,771-780,771.0,771-780,,False,rovira i virgili university,714.0,Rovira i Virgili University,Spain,14226.0,13.2,0.12,"2 days, 12:40:00",40.9679999999999,28.2,25.1,62.5,57.5,57.6,2026.0,714.0,60.0,"2 days, 12:40:00",rovira i virgili university,exact_name_country,100.0,True,Rovira i Virgili University,Rovira i Virgili University,rovira i virgili university,rovira i virgili university
,,Thapar Institute of Engineering & Technology,India,Asia,M,FO,VH,Public,4.0,,9.3,,14.3,,71.2,206.0,17.1,763.0,4.7,,8.7,,33.7,,11.6,,58.5,,-,771-780,771.0,771-780,,False,thapar institute of engineering and technology,692.0,Thapar Institute of Engineering and Technology,India,7763.0,15.0,0.04,35 : 65,41.5709999999999,33.3,17.6,72.5,38.9,44.5,2026.0,692.0,35.0,35 : 65,thapar institute of engineering and technology,exact_name_country,100.0,True,Thapar Institute of Engineering & Technology,Thapar Institute of Engineering and Technology,thapar institute of engineering and technology,thapar institute of engineering and technology
,,Alexandria University,Egypt,Africa,XL,FC,VH,Public,32.7,376.0,24.2,555.0,7.2,,3.5,,1.9,,13.6,,19.0,780.0,80.7,341.0,33.0,514.0,56.6,,-,781-790,781.0,781-790,,False,alexandria university,980.0,Alexandria University,Egypt,186461.0,17.6,0.07,"2 days, 5:47:00",35.8275,20.7,18.2,63.5,31.7,55.0,2026.0,980.0,53.0,"2 days, 5:47:00",alexandria university,exact_name_country,100.0,True,Alexandria University,Alexandria University,alexandria university,alexandria university
,,Carleton University,Canada,Americas,L,CO,VH,Public,15.6,,16.8,,7.3,,18.6,743.0,17.6,756.0,56.9,364.0,42.4,489.0,74.9,443.0,43.1,407.0,61.1,,-,781-790,781.0,781-790,,False,carleton university,580.0,Carleton University,Canada,27612.0,27.0,0.22,"2 days, 1:51:00",44.331,23.4,31.5,64.9,79.2,75.4,2026.0,580.0,49.0,"2 days, 1:51:00",carleton university,exact_name_country,100.0,True,Carleton University,Carleton University,carleton university,carleton university
,,Georgia State University,United States of America,Americas,L,FO,VH,Public,14.8,,29.1,486.0,6.0,,33.2,547.0,6.6,,18.9,747.0,14.3,,64.6,627.0,29.0,572.0,47.3,,-,781-790,781.0,781-790,,False,georgia state university,590.0,Georgia State University,United States of America,32292.0,16.6,0.09,"2 days, 12:40:00",44.076,32.9,26.7,67.1,62.5,53.3,2026.0,590.0,60.0,"2 days, 12:40:00",georgia state university,exact_name_country,100.0,True,Georgia State University,Georgia State University,georgia state university,georgia state university
,,Kuwait University,Kuwait,Asia,XL,FC,HI,Public,20.9,594.0,17.5,,9.4,,5.5,,24.1,662.0,32.0,567.0,37.8,519.0,55.1,769.0,97.1,56.0,58.3,,-,781-790,781.0,781-790,,False,kuwait university,1287.0,Kuwait University,Kuwait,29943.0,18.3,0.13,"3 days, 1:27:00",30.565,18.0,11.4,53.7,33.1,60.2,2026.0,1287.0,73.0,"3 days, 1:27:00",kuwait university,exact_name_country,100.0,True,Kuwait University,Kuwait University,kuwait university,kuwait university
,,University of Kentucky,United States of America,Americas,L,FC,VH,Public,15.0,,15.0,,19.2,,32.1,561.0,18.2,739.0,5.7,,4.5,,77.3,401.0,24.4,651.0,59.6,,-,781-790,781.0,781-790,,False,university of kentucky,443.0,University of Kentucky,United States of America,28680.0,11.4,0.03,"2 days, 12:40:00",48.318,44.0,29.6,68.8,71.1,43.6,2026.0,443.0,60.0,"2 days, 12:40:00",university of kentucky,exact_name_country,100.0,True,University of Kentucky,University of Kentucky,university of kentucky,university of kentucky
,,University of Mons,Belgium,Europe,M,CO,VH,Public,7.0,,8.1,,5.2,,53.2,349.0,40.9,491.0,47.0,432.0,50.6,409.0,43.6,,7.3,,54.4,,-,781-790,781.0,781-790,,False,university of mons,648.0,University of Mons,Belgium,8374.0,26.7,0.17,"2 days, 8:44:00",42.4409999999999,27.2,30.9,58.4,66.4,70.4,2026.0,648.0,56.0,"2 days, 8:44:00",university of mons,exact_name_country,100.0,True,University of Mons,University of Mons,university of mons,university of mons
,,V.N. Karazin Kharkiv National University,Ukraine,Europe,L,FC,HI,Public,14.3,,30.2,470.0,70.5,222.0,1.9,,4.4,,67.8,291.0,69.0,276.0,35.2,,4.6,,46.2,,-,781-790,781.0,781-790,,False,v n karazin kharkiv national university,1908.0,V.N. Karazin Kharkiv National University,Ukraine,17491.0,8.3,0.27,"2 days, 3:49:00",19.6645,26.8,11.2,12.1,35.2,46.3,2026.0,1908.0,51.0,"2 days, 3:49:00",v n karazin kharkiv national university,exact_name_country,100.0,True,V.N. Karazin Kharkiv National University,V.N. Karazin Kharkiv National University,v n karazin kharkiv national university,v n karazin kharkiv national university
,,Wayne State University,United States of America,Americas,L,FC,VH,Public,9.0,,6.8,,70.3,228.0,18.0,752.0,17.9,747.0,10.5,,8.1,,69.8,536.0,34.1,499.0,66.9,,-,781-790,781.0,781-790,,False,wayne state university,515.0,Wayne State University,United States of America,20958.0,12.7,0.05,"2 days, 11:41:00",45.876,38.9,22.1,72.1,80.1,42.1,2026.0,515.0,59.0,"2 days, 11:41:00",wayne state university,exact_name_country,100.0,True,Wayne State University,Wayne State University,wayne state university,wayne state university
,,Chiba University,Japan,Asia,L,FC,VH,Public,22.5,555.0,12.5,,65.8,261.0,17.8,755.0,11.3,,7.9,,12.1,,30.2,,6.2,,48.7,,-,791-800,791.0,791-800,,False,chiba university,1055.0,Chiba University,Japan,13630.0,8.6,0.05,38 : 62,34.54,33.7,21.1,43.7,70.3,34.1,2026.0,1055.0,38.0,38 : 62,chiba university,exact_name_country,100.0,True,Chiba University,Chiba University,chiba university,chiba university
,,Norwegian University of Life Sciences (UMB),Norway,Europe,M,FO,VH,,8.2,,8.2,,100.0,15.0,13.4,,,,,,,,77.7,390.0,25.5,630.0,50.8,,-,791-800,791.0,791-800,,False,norwegian university of life sciences,863.0,Norwegian University of Life Sciences,Norway,8193.0,8.4,0.07,"2 days, 9:43:00",37.8204999999999,32.0,15.4,58.4,40.8,63.5,2026.0,863.0,57.0,"2 days, 9:43:00",norwegian university of life sciences,exact_name_country,100.0,True,Norwegian University of Life Sciences (UMB),Norwegian University of Life Sciences,norwegian university of life sciences,norwegian university of life sciences
,,Universiti Tunku Abdul Rahman (UTAR),Malaysia,Asia,M,FC,HI,Private not for Profit,19.4,636.0,43.9,304.0,19.2,,13.4,,15.8,784.0,8.0,,11.9,,51.7,,5.1,,57.7,548.0,-,791-800,791.0,791-800,,False,universiti tunku abdul rahman,1132.0,Universiti Tunku Abdul Rahman (UTAR),Malaysia,15730.0,12.9,0.13,"2 days, 4:48:00",33.1879999999999,20.8,17.8,51.5,63.5,52.0,2026.0,1132.0,52.0,"2 days, 4:48:00",universiti tunku abdul rahman,exact_name_country,100.0,True,Universiti Tunku Abdul Rahman (UTAR),Universiti Tunku Abdul Rahman (UTAR),universiti tunku abdul rahman,universiti tunku abdul rahman
,,Wake Forest University,United States of America,Americas,M,FC,VH,Private not for Profit,7.4,,18.9,688.0,100.0,6.0,11.9,,6.2,,16.0,798.0,12.1,,38.8,,28.3,589.0,42.2,,-,791-800,791.0,791-800,,False,wake forest university,431.0,Wake Forest University,United States of America,8289.0,3.4,0.1,"2 days, 8:44:00",48.6825,38.0,23.2,80.5,92.3,38.7,2026.0,431.0,56.0,"2 days, 8:44:00",wake forest university,exact_name_country,100.0,True,Wake Forest University,Wake Forest University,wake forest university,wake forest university
,,AGH University of Krakow,Poland,Europe,L,CO,VH,Public,13.1,,30.6,465.0,54.7,344.0,12.7,,4.4,,7.3,,12.1,,75.6,430.0,4.0,,47.4,,-,801-850,801.0,801-850,,False,agh university of krakow,1125.0,AGH University of Krakow,Poland,17827.0,10.2,0.04,33 : 67,33.3244999999999,32.7,21.6,39.8,71.6,34.8,2026.0,1125.0,33.0,33 : 67,agh university of krakow,exact_name_country,100.0,True,AGH University of Krakow,AGH University of Krakow,agh university of krakow,agh university of krakow
,,Alfaisal University,Saudi Arabia,Asia,S,FO,VH,Private not for Profit,7.9,,5.9,,31.7,605.0,21.8,687.0,100.0,29.0,96.7,102.0,92.4,127.0,28.1,,5.7,,31.0,,-,801-850,801.0,801-850,,False,alfaisal university,586.0,Alfaisal University,Saudi Arabia,3443.0,11.3,0.37,"2 days, 10:42:00",44.2099999999999,24.2,19.5,73.7,50.4,97.2,2026.0,586.0,58.0,"2 days, 10:42:00",alfaisal university,exact_name_country,100.0,True,Alfaisal University,Alfaisal University,alfaisal university,alfaisal university
,,Azerbaijan State University of Economics,Azerbaijan,Asia,L,FO,HI,Public,21.2,587.0,37.2,379.0,36.7,548.0,1.5,,32.0,563.0,10.7,,13.9,,11.7,,51.5,329.0,39.2,,-,801-850,801.0,801-850,,False,azerbaijan state university of economics,905.0,Azerbaijan State University of Economics,Azerbaijan,13473.0,9.2,0.07,"1 day, 20:56:00",37.1509999999999,23.4,9.3,74.5,19.4,59.0,2026.0,905.0,44.0,"1 day, 20:56:00",azerbaijan state university of economics,exact_name_country,100.0,True,Azerbaijan State University of Economics,Azerbaijan State University of Economics,azerbaijan state university of economics,azerbaijan state university of economics
,,Bournemouth University,United Kingdom,Europe,L,CO,VH,Public,8.0,,11.0,,8.1,,29.4,594.0,84.7,261.0,47.7,422.0,52.6,391.0,76.3,418.0,7.7,,43.4,,-,801-850,801.0,801-850,,False,bournemouth university,471.0,Bournemouth University,United Kingdom,15605.0,19.9,0.24,"2 days, 6:46:00",47.175,18.8,21.7,89.3,46.4,89.2,2026.0,471.0,54.0,"2 days, 6:46:00",bournemouth university,exact_name_country,100.0,True,Bournemouth University,Bournemouth University,bournemouth university,bournemouth university
,,De Montfort University,United Kingdom,Europe,L,FO,VH,Public,6.4,,9.5,,6.8,,16.7,770.0,81.4,284.0,96.4,107.0,96.6,92.0,57.1,734.0,10.5,,64.5,,-,801-850,801.0,801-850,,False,de montfort university,751.0,De Montfort University,United Kingdom,23655.0,20.6,0.47,"2 days, 0:52:00",40.111,17.7,16.4,70.5,50.4,92.9,2026.0,751.0,48.0,"2 days, 0:52:00",de montfort university,exact_name_country,100.0,True,De Montfort University,De Montfort University,de montfort university,de montfort university
,,Donghua University,China (Mainland),Asia,L,CO,VH,Public,4.5,,4.4,,32.4,596.0,70.6,213.0,2.0,,4.2,,3.4,,32.1,,5.1,,28.5,,-,801-850,801.0,801-850,,False,donghua university,480.0,Donghua University,China (Mainland),23520.0,12.2,0.07,"2 days, 0:52:00",46.924,32.9,25.2,77.8,93.2,37.9,2026.0,480.0,48.0,"2 days, 0:52:00",donghua university,exact_name_country,100.0,True,Donghua University,Donghua University,donghua university,donghua university
,,German Jordanian University,Jordan,Asia,S,FO,VH,Public,14.6,,28.7,490.0,34.6,569.0,12.7,,85.3,256.0,23.9,676.0,26.0,668.0,18.3,,11.3,,22.1,,-,801-850,801.0,801-850,,False,german jordanian university,997.0,German Jordanian University,Jordan,2830.0,9.6,0.15,36 : 64,35.5169999999999,22.4,13.6,60.3,24.5,78.6,2026.0,997.0,36.0,36 : 64,german jordanian university,exact_name_country,100.0,True,German Jordanian University,German Jordanian University,german jordanian university,german jordanian university
,,Keele University,United Kingdom,Europe,M,FC,VH,Public,8.5,,8.0,,21.3,,28.5,600.0,60.9,385.0,50.7,408.0,42.3,490.0,66.4,601.0,10.1,,39.4,,-,801-850,801.0,801-850,,False,keele university,563.0,Keele University,United Kingdom,10370.0,15.4,0.2,"2 days, 14:38:00",44.861,23.5,22.6,75.5,63.8,82.3,2026.0,563.0,62.0,"2 days, 14:38:00",keele university,exact_name_country,100.0,True,Keele University,Keele University,keele university,keele university
,,Middlesex University,United Kingdom,Europe,L,CO,HI,Public,7.5,,9.3,,11.3,,14.3,,88.6,233.0,99.7,49.0,99.7,39.0,56.5,744.0,24.6,647.0,40.0,,-,801-850,801.0,801-850,,False,middlesex university,604.0,Middlesex University,United Kingdom,14860.0,19.8,0.49,"2 days, 11:41:00",43.6104999999999,22.4,18.7,76.1,45.3,92.5,2026.0,604.0,59.0,"2 days, 11:41:00",middlesex university,exact_name_country,100.0,True,Middlesex University,Middlesex University,middlesex university,middlesex university
,,Ocean University of China,China (Mainland),Asia,XL,FC,VH,Public,6.3,,5.8,,9.6,,72.1,198.0,4.0,,2.6,,2.2,,49.8,,3.9,,41.5,,-,801-850,801.0,801-850,,False,ocean university of china,679.0,Ocean University of China,China (Mainland),35422.0,18.2,0.01,,41.7865,31.3,29.5,63.6,69.7,28.4,2026.0,679.0,,,ocean university of china,exact_name_country,100.0,True,Ocean University of China,Ocean University of China,ocean university of china,ocean university of china
,,Qassim University,Saudi Arabia,Asia,L,FC,VH,Public,15.5,,6.5,,47.0,421.0,3.8,,100.0,64.0,25.1,661.0,31.1,600.0,72.1,497.0,3.0,,52.2,,-,801-850,801.0,801-850,,False,qassim university,808.0,Qassim University,Saudi Arabia,29826.0,9.5,0.11,"1 day, 21:55:00",38.9424999999999,30.5,19.3,56.2,29.7,84.0,2026.0,808.0,45.0,"1 day, 21:55:00",qassim university,exact_name_country,100.0,True,Qassim University,Qassim University,qassim university,qassim university
,,Tokyo University of Science (RIKADAI),Japan,Asia,L,FO,VH,Private not for Profit,11.5,,57.5,205.0,12.1,,16.3,778.0,15.1,,7.2,,10.7,,22.6,,49.0,353.0,46.5,,-,801-850,801.0,801-850,,False,tokyo university of science,1424.0,Tokyo University of Science,Japan,18002.0,24.1,0.04,25 : 75,28.375,23.8,26.8,27.7,74.8,30.4,2026.0,1424.0,25.0,25 : 75,tokyo university of science,exact_name_country,100.0,True,Tokyo University of Science (RIKADAI),Tokyo University of Science,tokyo university of science,tokyo university of science
,,Universidade Federal de Santa Catarina,Brazil,Americas,L,FC,VH,Public,26.1,485.0,8.3,,25.2,731.0,15.8,786.0,5.9,,4.0,,8.7,,64.4,631.0,23.7,659.0,65.2,,-,801-850,801.0,801-850,,False,universidade federal de santa catarina,1035.0,Universidade Federal de Santa Catarina,Brazil,36229.0,14.9,0.03,"2 days, 2:50:00",34.8394999999999,36.3,22.4,40.8,65.5,37.0,2026.0,1035.0,50.0,"2 days, 2:50:00",universidade federal de santa catarina,exact_name_country,100.0,True,Universidade Federal de Santa Catarina,Universidade Federal de Santa Catarina,universidade federal de santa catarina,universidade federal de santa catarina
,,Universidade Federal de São Paulo (UNIFESP),Brazil,Americas,L,FC,VH,Public,14.1,,8.8,,97.9,59.0,10.4,,6.1,,2.2,,6.7,,49.5,,3.6,,61.8,,-,801-850,801.0,801-850,,False,universidade federal de s o paulo,919.0,Universidade Federal de São Paulo (UNIFESP),Brazil,20218.0,11.8,0.01,"2 days, 12:40:00",36.9075,36.0,25.3,46.2,59.2,36.3,2026.0,919.0,60.0,"2 days, 12:40:00",universidade federal de s o paulo,exact_name_country,100.0,True,Universidade Federal de São Paulo (UNIFESP),Universidade Federal de São Paulo (UNIFESP),universidade federal de sao paulo,universidade federal de sao paulo
,,Universiti Malaysia Terengganu (UMT),Malaysia,Asia,M,CO,VH,Public,16.7,,8.2,,18.6,,28.9,596.0,23.6,668.0,30.3,588.0,31.7,592.0,58.9,709.0,5.0,,58.2,,-,801-850,801.0,801-850,,False,universiti malaysia terengganu,1017.0,Universiti Malaysia Terengganu (UMT),Malaysia,9037.0,13.7,0.11,"2 days, 21:31:00",35.1089999999999,22.6,20.2,55.1,36.6,61.2,2026.0,1017.0,69.0,"2 days, 21:31:00",universiti malaysia terengganu,exact_name_country,100.0,True,Universiti Malaysia Terengganu (UMT),Universiti Malaysia Terengganu (UMT),universiti malaysia terengganu,universiti malaysia terengganu
,,University of Brighton,United Kingdom,Europe,L,FO,VH,Public,9.6,,9.7,,12.4,,24.9,642.0,64.9,359.0,68.1,289.0,71.2,260.0,73.1,486.0,11.5,,39.1,,-,801-850,801.0,801-850,,False,university of brighton,786.0,University of Brighton,United Kingdom,14840.0,16.8,0.23,"2 days, 13:39:00",39.4359999999999,19.9,19.3,63.4,64.9,84.7,2026.0,786.0,61.0,"2 days, 13:39:00",university of brighton,exact_name_country,100.0,True,University of Brighton,University of Brighton,university of brighton,university of brighton
,,University of Engineering & Technology (UET) Lahore,Pakistan,Asia,L,SP,VH,Public,11.1,,49.1,260.0,20.4,,15.1,,,,2.3,,6.5,,56.5,746.0,54.1,310.0,40.7,,-,801-850,801.0,801-850,,False,university of engineering and technology lahore,1299.0,University of Engineering & Technology (UET) Lahore,Pakistan,13860.0,13.5,0.02,33 : 67,30.4149999999999,20.2,10.5,54.3,32.4,51.0,2026.0,1299.0,33.0,33 : 67,university of engineering and technology lahore,exact_name_country,100.0,True,University of Engineering & Technology (UET) Lahore,University of Engineering & Technology (UET) Lahore,university of engineering and technology lahore,university of engineering and technology lahore
,,University of Greenwich,United Kingdom,Europe,L,CO,HI,Public,6.2,,7.0,,5.2,,15.2,,94.0,193.0,99.6,54.0,99.6,43.0,75.8,421.0,19.7,731.0,44.9,,-,801-850,801.0,801-850,,False,university of greenwich,616.0,University of Greenwich,United Kingdom,22915.0,22.4,0.54,"2 days, 9:43:00",43.3034999999999,17.6,16.5,81.6,39.1,97.1,2026.0,616.0,57.0,"2 days, 9:43:00",university of greenwich,exact_name_country,100.0,True,University of Greenwich,University of Greenwich,university of greenwich,university of greenwich
,,University of Hyderabad,India,Asia,M,FC,VH,Public,17.7,692.0,4.6,,20.7,,54.5,335.0,,,2.6,,6.9,,34.0,,3.4,,42.1,,-,801-850,801.0,801-850,,False,university of hyderabad,1023.0,University of Hyderabad,India,5071.0,12.7,0.01,"1 day, 22:54:00",35.048,42.4,21.6,41.6,48.4,24.8,2026.0,1023.0,46.0,"1 day, 22:54:00",university of hyderabad,exact_name_country,100.0,True,University of Hyderabad,University of Hyderabad,university of hyderabad,university of hyderabad
,,University of Latvia,Latvia,Europe,M,FC,VH,Public,14.5,,22.8,581.0,10.0,,10.4,,16.1,775.0,10.0,,15.8,,66.6,595.0,92.0,89.0,56.0,,-,801-850,801.0,801-850,,False,university of latvia,1100.0,University of Latvia,Latvia,11634.0,30.9,0.09,"2 days, 19:33:00",33.7089999999999,20.5,31.3,42.3,52.3,50.7,2026.0,1100.0,67.0,"2 days, 19:33:00",university of latvia,exact_name_country,100.0,True,University of Latvia,University of Latvia,university of latvia,university of latvia
