qs_2026 Rank,qs_Previous Rank,qs_Institution Name,qs_Country/Territory,qs_Region,qs_Size,qs_Focus,qs_Research,qs_Status,qs_AR SCORE,qs_AR RANK,qs_ER SCORE,qs_ER RANK,qs_FSR SCORE,qs_FSR RANK,qs_CPF SCORE,qs_CPF RANK,qs_IFR SCORE,qs_IFR RANK,qs_ISR SCORE,qs_ISR RANK,qs_ISD SCORE,qs_ISD RANK,qs_IRN SCORE,qs_IRN RANK,qs_EO SCORE,qs_EO RANK,qs_SUS SCORE,qs_SUS RANK,qs_Overall SCORE,qs_2026_rank_original,qs_2026_rank,qs_2026_rank_display,qs_overall_score,qs_overall_score_available,qs_university_key,the_Rank,the_Name,the_Country,the_Student Population,the_Students to Staff Ratio,the_International Students,the_Female to Male Ratio,the_Overall Score,the_Teaching,the_Research Environment,the_Research Quality,the_Industry Impact,the_International Outlook,the_Year,the_rank,the_female_to_male_ratio_clean,the_female_to_male_ratio_original,the_university_key,match_type,match_similarity,country_match,qs_Institution Name_original,the_Name_original,qs_university_key_clean,the_university_key_clean
42.0,40.0,The University of Queensland,Australia,Oceania,XL,FC,VH,Public,94.3,46.0,79.5,105.0,26.5,705.0,94.2,79.0,100.0,60.0,100.0,28.0,100.0,18.0,97.0,36.0,66.6,233.0,92.5,41.0,85.1,42,42.0,42,85.1,True,the university of queensland,81.0,The University of Queensland,Australia,41295.0,23.6,0.43,"2 days, 6:46:00",69.7004999999999,50.9,60.9,87.6,97.6,91.2,2026.0,81.0,54.0,"2 days, 6:46:00",the university of queensland,exact_name_country,100.0,True,The University of Queensland,The University of Queensland,the university of queensland,the university of queensland
45.0,44.0,University of Michigan-Ann Arbor,United States of America,Americas,XL,FC,VH,Public,99.3,26.0,98.5,30.0,85.7,127.0,54.5,334.0,73.9,320.0,56.1,372.0,60.3,339.0,96.0,59.0,99.1,26.0,77.2,,84.7,45,45.0,45,84.7,True,university of michigan ann arbor,23.0,University of Michigan-Ann Arbor,United States of America,48449.0,8.4,0.19,"2 days, 4:48:00",86.9295,85.7,87.3,93.8,81.4,65.8,2026.0,23.0,52.0,"2 days, 4:48:00",university of michigan ann arbor,exact_name_country,100.0,True,University of Michigan-Ann Arbor,University of Michigan-Ann Arbor,university of michigan ann arbor,university of michigan ann arbor
46.0,42.0,"University of California, Los Angeles (UCLA)",United States of America,Americas,XL,FC,VH,Public,100.0,8.0,100.0,8.0,43.6,456.0,84.3,127.0,50.8,437.0,31.8,571.0,37.7,521.0,93.5,117.0,98.0,46.0,78.0,,84.4,46,46.0,46,84.4,True,university of california los angeles,18.0,"University of California, Los Angeles",United States of America,44700.0,9.8,0.15,"2 days, 9:43:00",89.4859999999999,86.0,91.4,95.6,93.5,69.2,2026.0,18.0,57.0,"2 days, 9:43:00",university of california los angeles,exact_name_country,100.0,True,"University of California, Los Angeles (UCLA)","University of California, Los Angeles",university of california los angeles,university of california los angeles
47.0,49.0,Delft University of Technology,Netherlands,Europe,L,CO,VH,Public,86.2,76.0,90.4,71.0,49.1,392.0,84.6,126.0,100.0,68.0,94.8,128.0,95.1,109.0,93.8,102.0,66.0,235.0,96.3,,84.3,47,47.0,47,84.3,True,delft university of technology,57.0,Delft University of Technology,Netherlands,21410.0,14.8,0.35,32 : 68,74.246,64.1,75.1,75.5,100.0,92.1,2026.0,57.0,32.0,32 : 68,delft university of technology,exact_name_country,100.0,True,Delft University of Technology,Delft University of Technology,delft university of technology,delft university of technology
47.0,45.0,Shanghai Jiao Tong University,China (Mainland),Asia,XL,FC,VH,Public,92.7,56.0,93.8,56.0,64.5,275.0,100.0,13.0,40.9,490.0,19.1,741.0,14.4,,77.7,389.0,88.2,119.0,82.5,,84.3,47,47.0,47,84.3,True,shanghai jiao tong university,40.0,Shanghai Jiao Tong University,China (Mainland),41507.0,12.5,0.11,36 : 64,77.5695,75.4,79.1,80.2,100.0,57.7,2026.0,40.0,36.0,36 : 64,shanghai jiao tong university,exact_name_country,100.0,True,Shanghai Jiao Tong University,Shanghai Jiao Tong University,shanghai jiao tong university,shanghai jiao tong university
49.0,47.0,Zhejiang University,China (Mainland),Asia,XL,FC,VH,Public,87.0,75.0,97.2,36.0,53.0,355.0,100.0,11.0,94.1,189.0,23.5,683.0,17.7,,94.0,100.0,74.4,185.0,63.0,,84,49,49.0,49,84.0,True,zhejiang university,39.0,Zhejiang University,China (Mainland),54313.0,13.0,0.14,,78.3135,75.0,78.4,84.3,100.0,55.5,2026.0,39.0,,,zhejiang university,exact_name_country,100.0,True,Zhejiang University,Zhejiang University,zhejiang university,zhejiang university
50.0,56.0,Yonsei University,Republic of Korea,Asia,L,FC,VH,Private not for Profit,91.6,64.0,97.8,34.0,84.3,142.0,67.9,231.0,30.5,582.0,74.3,258.0,76.7,227.0,78.0,382.0,94.4,78.0,87.7,86.0,82.9,50,50.0,50,82.9,True,yonsei university,86.0,Yonsei University (Seoul campus),Republic of Korea,19066.0,15.3,0.17,"2 days, 3:49:00",68.4799999999999,58.7,57.4,87.8,100.0,55.7,2026.0,86.0,51.0,"2 days, 3:49:00",yonsei university,exact_name_country,100.0,True,Yonsei University,Yonsei University (Seoul campus),yonsei university,yonsei university
51.0,54.0,University of Bristol,United Kingdom,Europe,XL,FC,VH,Public,87.3,73.0,89.4,75.0,36.7,546.0,83.2,135.0,90.7,219.0,95.7,118.0,96.0,100.0,95.3,74.0,63.1,248.0,97.0,,82.5,51,51.0,51,82.5,True,university of bristol,80.0,University of Bristol,United Kingdom,29680.0,14.2,0.35,"2 days, 8:44:00",69.737,51.4,56.5,94.4,74.6,91.8,2026.0,80.0,56.0,"2 days, 8:44:00",university of bristol,exact_name_country,100.0,True,University of Bristol,University of Bristol,university of bristol,university of bristol
52.0,58.0,Carnegie Mellon University,United States of America,Americas,L,FC,VH,Private not for Profit,80.1,98.0,94.4,52.0,51.1,370.0,98.6,43.0,52.4,426.0,98.7,77.0,73.4,245.0,79.2,364.0,79.9,161.0,66.2,375.0,82.3,52,52.0,52,82.3,True,carnegie mellon university,24.0,Carnegie Mellon University,United States of America,16257.0,13.0,0.5,"1 day, 20:56:00",84.959,72.7,83.0,99.0,85.5,84.3,2026.0,24.0,44.0,"1 day, 20:56:00",carnegie mellon university,exact_name_country,100.0,True,Carnegie Mellon University,Carnegie Mellon University,carnegie mellon university,carnegie mellon university
55.0,43.0,New York University (NYU),United States of America,Americas,XL,FC,VH,Private not for Profit,98.6,32.0,99.9,12.0,89.0,109.0,31.7,568.0,33.1,553.0,99.7,52.0,99.7,42.0,93.5,115.0,99.5,19.0,91.3,52.0,81.1,55,55.0,55,81.1,True,new york university,32.0,New York University,United States of America,48973.0,9.0,0.46,"2 days, 11:41:00",81.6114999999999,74.6,78.5,94.3,74.8,74.1,2026.0,32.0,59.0,"2 days, 11:41:00",new york university,exact_name_country,100.0,True,New York University (NYU),New York University,new york university,new york university
56.0,50.0,London School of Economics and Political Science (LSE),United Kingdom,Europe,L,FO,VH,Public,80.6,96.0,99.4,20.0,47.2,417.0,64.0,256.0,100.0,41.0,100.0,14.0,100.0,9.0,76.4,417.0,99.9,14.0,92.7,,80.5,56,56.0,56,80.5,True,london school of economics and political science,52.0,London School of Economics and Political Science,United Kingdom,12625.0,12.3,0.72,"2 days, 9:43:00",75.4525,60.5,71.2,93.4,46.8,94.2,2026.0,52.0,57.0,"2 days, 9:43:00",london school of economics and political science,exact_name_country,100.0,True,London School of Economics and Political Science (LSE),London School of Economics and Political Science,london school of economics and political science,london school of economics and political science
57.0,50.0,Kyoto University,Japan,Asia,L,FC,VH,Public,99.7,19.0,99.3,22.0,94.3,80.0,50.9,369.0,22.9,675.0,29.2,601.0,35.1,551.0,85.5,247.0,85.9,132.0,84.0,,80.2,57,57.0,57,80.2,True,kyoto university,61.0,Kyoto University,Japan,21617.0,9.0,0.11,25 : 75,73.961,86.4,82.7,56.9,100.0,45.6,2026.0,61.0,25.0,25 : 75,kyoto university,exact_name_country,100.0,True,Kyoto University,Kyoto University,kyoto university,kyoto university
60.0,63.0,KU Leuven,Belgium,Europe,XL,FC,VH,Public,93.0,53.0,63.5,169.0,9.6,,94.7,75.0,95.8,166.0,65.1,307.0,48.5,428.0,99.5,4.0,83.5,143.0,94.7,25.0,79.7,60,60.0,60,79.7,True,ku leuven,46.0,KU Leuven,Belgium,50336.0,37.1,0.21,"2 days, 4:48:00",76.8154999999999,61.3,73.8,91.3,100.0,79.2,2026.0,46.0,52.0,"2 days, 4:48:00",ku leuven,exact_name_country,100.0,True,KU Leuven,KU Leuven,ku leuven,ku leuven
61.0,67.0,Korea University,Republic of Korea,Asia,L,FC,VH,Private not for Profit,89.2,70.0,95.4,48.0,77.0,183.0,68.2,229.0,24.5,656.0,64.0,311.0,67.5,287.0,67.7,573.0,93.6,83.0,85.9,101.0,79.6,61,61.0,61,79.6,True,korea university,159.0,Korea University,Republic of Korea,21728.0,17.5,0.38,,61.406,52.4,51.3,73.3,99.9,67.8,2026.0,159.0,,,korea university,exact_name_country,100.0,True,Korea University,Korea University,korea university,korea university
62.0,61.0,Duke University,United States of America,Americas,L,FC,VH,Private not for Profit,92.9,54.0,91.0,68.0,100.0,7.0,47.1,402.0,28.3,602.0,62.0,326.0,46.2,450.0,90.8,163.0,95.6,73.0,77.6,205.0,79,62,62.0,62,79.0,True,duke university,28.0,Duke University,United States of America,17871.0,4.4,0.25,"2 days, 7:45:00",82.9195,78.7,74.2,95.4,100.0,74.2,2026.0,28.0,55.0,"2 days, 7:45:00",duke university,exact_name_country,100.0,True,Duke University,Duke University,duke university,duke university
63.0,68.0,National Taiwan University (NTU),Taiwan,Asia,L,FC,VH,Public,97.7,38.0,94.2,54.0,38.8,522.0,70.9,209.0,25.3,647.0,59.2,346.0,63.1,313.0,67.1,587.0,100.0,11.0,88.4,,78.9,63,63.0,63,78.9,True,national taiwan university,141.0,National Taiwan University (NTU),Taiwan,18743.0,9.7,0.24,"1 day, 20:56:00",62.464,59.4,54.9,68.6,100.0,59.2,2026.0,141.0,44.0,"1 day, 20:56:00",national taiwan university,exact_name_country,100.0,True,National Taiwan University (NTU),National Taiwan University (NTU),national taiwan university,national taiwan university
66.0,72.0,"University of California, San Diego (UCSD)",United States of America,Americas,XL,FC,VH,Public,94.0,49.0,80.2,103.0,54.4,347.0,80.3,155.0,43.8,473.0,47.0,431.0,52.0,400.0,94.0,99.0,40.8,430.0,72.3,,76.9,66,66.0,66,76.9,True,university of california san diego,47.0,"University of California, San Diego",United States of America,40586.0,9.8,0.23,"2 days, 3:49:00",76.5385,66.4,63.7,97.1,100.0,71.3,2026.0,47.0,51.0,"2 days, 3:49:00",university of california san diego,exact_name_country,100.0,True,"University of California, San Diego (UCSD)","University of California, San Diego",university of california san diego,university of california san diego
67.0,101.0,King Fahd University of Petroleum & Minerals,Saudi Arabia,Asia,M,FO,VH,Public,53.5,206.0,75.6,124.0,92.4,93.0,93.2,85.0,100.0,27.0,76.2,250.0,76.6,228.0,81.0,330.0,97.8,48.0,62.7,,76.5,67,67.0,67,76.5,True,king fahd university of petroleum and minerals,186.0,King Fahd University of Petroleum and Minerals,Saudi Arabia,5960.0,8.3,0.28,26 : 74,59.69,36.3,43.2,85.7,94.4,92.9,2026.0,186.0,26.0,26 : 74,king fahd university of petroleum and minerals,exact_name_country,100.0,True,King Fahd University of Petroleum & Minerals,King Fahd University of Petroleum and Minerals,king fahd university of petroleum and minerals,king fahd university of petroleum and minerals
68.0,66.0,University of Texas at Austin,United States of America,Americas,XL,FC,VH,Public,97.6,39.0,96.8,38.0,10.7,,85.4,122.0,9.1,,19.1,742.0,14.4,,90.5,169.0,93.9,82.0,70.6,,76.4,68,68.0,68,76.4,True,university of texas at austin,50.0,University of Texas at Austin,United States of America,51158.0,17.0,0.1,"2 days, 8:44:00",75.828,67.8,76.0,90.1,82.3,46.2,2026.0,50.0,56.0,"2 days, 8:44:00",university of texas at austin,exact_name_country,100.0,True,University of Texas at Austin,University of Texas at Austin,university of texas at austin,university of texas at austin
69.0,79.0,Brown University,United States of America,Americas,M,FC,VH,Private not for Profit,72.4,126.0,64.3,166.0,84.5,139.0,82.2,143.0,91.0,218.0,67.0,297.0,70.2,269.0,80.1,352.0,81.9,151.0,72.6,280.0,76.2,69,69.0,69,76.2,True,brown university,65.0,Brown University,United States of America,10887.0,10.3,0.22,,72.5865,70.0,61.0,87.4,69.6,69.9,2026.0,65.0,,,brown university,exact_name_country,100.0,True,Brown University,Brown University,brown university,brown university
70.0,73.0,Université Paris-Saclay,France,Europe,XL,CO,VH,Public,75.3,112.0,99.4,19.0,99.9,24.0,42.4,450.0,45.9,463.0,72.7,263.0,75.4,233.0,98.5,16.0,82.9,146.0,92.7,,75.9,70,70.0,70,75.9,True,universit paris saclay,68.0,Université Paris-Saclay,France,32807.0,14.0,0.25,"2 days, 2:50:00",71.6445,67.9,62.2,80.6,92.4,76.0,2026.0,68.0,50.0,"2 days, 2:50:00",universit paris saclay,exact_name_country,100.0,True,Université Paris-Saclay,Université Paris-Saclay,universite paris saclay,universite paris saclay
70.0,69.0,University of Illinois at Urbana-Champaign,United States of America,Americas,XL,FC,VH,Public,91.7,62.0,91.5,66.0,8.6,,81.6,147.0,14.2,,70.1,277.0,52.2,395.0,91.3,152.0,92.5,86.0,75.9,,75.9,70,70.0,70,75.9,True,university of illinois at urbana champaign,43.0,University of Illinois at Urbana-Champaign,United States of America,50640.0,18.9,0.23,"1 day, 23:53:00",77.072,67.9,80.7,85.3,84.4,62.3,2026.0,43.0,47.0,"1 day, 23:53:00",university of illinois at urbana champaign,exact_name_country,100.0,True,University of Illinois at Urbana-Champaign,University of Illinois at Urbana-Champaign,university of illinois at urbana champaign,university of illinois at urbana champaign
72.0,75.0,Lund University,Sweden,Europe,L,FC,VH,Public,80.1,99.0,64.1,167.0,68.1,246.0,56.6,312.0,98.8,134.0,82.0,213.0,83.7,181.0,97.1,35.0,96.1,65.0,98.8,,75.7,72,72.0,72,75.7,True,lund university,96.0,Lund University,Sweden,23748.0,10.2,0.22,"2 days, 8:44:00",66.5655,49.1,56.7,85.7,99.7,79.2,2026.0,96.0,56.0,"2 days, 8:44:00",lund university,exact_name_country,100.0,True,Lund University,Lund University,lund university,lund university
72.0,63.0,Sorbonne University (merged from Paris IV & UPMC),France,Europe,XL,FC,VH,Public,93.2,52.0,62.1,182.0,56.4,329.0,68.8,225.0,35.5,533.0,66.8,300.0,70.0,270.0,99.4,9.0,84.2,140.0,89.2,,75.7,72,72.0,72,75.7,True,sorbonne university,76.0,Sorbonne University,France,38923.0,13.6,0.23,"2 days, 13:39:00",70.394,67.6,59.2,81.6,73.1,78.4,2026.0,76.0,61.0,"2 days, 13:39:00",sorbonne university,exact_name_country,100.0,True,Sorbonne University (merged from Paris IV & UPMC),Sorbonne University,sorbonne university,sorbonne university
76.0,80.0,University of Birmingham,United Kingdom,Europe,XL,FC,VH,Public,81.1,95.0,75.7,122.0,49.9,385.0,56.1,316.0,96.7,154.0,93.4,139.0,93.9,115.0,96.3,54.0,54.7,305.0,92.8,38.0,73.8,76,76.0,76,73.8,True,university of birmingham,100.0,University of Birmingham,United Kingdom,34145.0,14.6,0.35,"2 days, 8:44:00",66.258,47.7,48.4,93.7,74.2,94.3,2026.0,100.0,56.0,"2 days, 8:44:00",university of birmingham,exact_name_country,100.0,True,University of Birmingham,University of Birmingham,university of birmingham,university of birmingham
77.0,77.0,The University of Western Australia,Australia,Oceania,L,FC,VH,Public,69.0,137.0,56.5,209.0,15.1,,99.2,34.0,100.0,77.0,100.0,36.0,100.0,23.0,93.2,122.0,82.6,147.0,83.7,,73.7,77,77.0,77,73.7,True,the university of western australia,154.0,The University of Western Australia,Australia,19880.0,23.6,0.3,"2 days, 3:49:00",61.7164999999999,38.7,45.1,87.6,98.4,93.4,2026.0,154.0,51.0,"2 days, 3:49:00",the university of western australia,exact_name_country,100.0,True,The University of Western Australia,The University of Western Australia,the university of western australia,the university of western australia
78.0,74.0,KTH Royal Institute of Technology,Sweden,Europe,L,FO,VH,Public,60.2,174.0,62.1,183.0,68.3,242.0,88.2,109.0,95.6,171.0,81.8,215.0,60.9,331.0,91.7,147.0,72.7,197.0,89.8,66.0,73.6,78,78.0,78,73.6,True,kth royal institute of technology,99.0,KTH Royal Institute of Technology,Sweden,15263.0,18.2,0.28,31 : 69,66.277,51.1,57.3,79.7,97.2,90.5,2026.0,99.0,31.0,31 : 69,kth royal institute of technology,exact_name_country,100.0,True,KTH Royal Institute of Technology,KTH Royal Institute of Technology,kth royal institute of technology,kth royal institute of technology
79.0,78.0,University of Glasgow,United Kingdom,Europe,XL,FC,VH,Public,88.3,72.0,73.5,132.0,50.3,377.0,44.8,416.0,98.0,140.0,99.1,67.0,99.1,57.0,97.0,38.0,44.5,395.0,95.4,,73.4,79,79.0,79,73.4,True,university of glasgow,84.0,University of Glasgow,United Kingdom,34075.0,13.4,0.45,"2 days, 12:40:00",68.9254999999999,50.6,52.2,95.9,73.2,95.5,2026.0,84.0,60.0,"2 days, 12:40:00",university of glasgow,exact_name_country,100.0,True,University of Glasgow,University of Glasgow,university of glasgow,university of glasgow
81.0,76.0,University of Washington,United States of America,Americas,XL,FC,VH,Public,90.1,68.0,74.8,128.0,49.2,391.0,69.2,221.0,14.7,,45.8,441.0,34.2,561.0,95.0,83.0,79.9,160.0,74.9,,72.7,81,81.0,81,72.7,True,university of washington,25.0,University of Washington,United States of America,49524.0,9.5,0.18,"2 days, 9:43:00",83.7164999999999,77.0,80.0,97.6,81.6,70.1,2026.0,25.0,57.0,"2 days, 9:43:00",university of washington,exact_name_country,100.0,True,University of Washington,University of Washington,university of washington,university of washington
82.0,,Adelaide University,Australia,Oceania,XL,CO,VH,,78.3,102.0,62.7,176.0,30.5,621.0,69.8,218.0,100.0,90.0,97.5,96.0,72.5,251.0,96.7,46.0,70.4,207.0,86.1,,72.6,82,82.0,82,72.6,True,adelaide university,134.0,Adelaide University,Australia,43623.0,30.4,0.27,"2 days, 7:45:00",63.0524999999999,38.3,48.9,89.5,99.7,89.8,2026.0,134.0,55.0,"2 days, 7:45:00",adelaide university,exact_name_country,100.0,True,Adelaide University,Adelaide University,adelaide university,adelaide university
86.0,82.0,University of Leeds,United Kingdom,Europe,XL,FC,VH,Public,81.8,90.0,82.1,98.0,39.7,512.0,48.8,380.0,89.7,224.0,96.3,108.0,96.5,93.0,99.2,13.0,62.9,250.0,76.4,,72,86,86.0,86,72.0,True,university of leeds,118.0,University of Leeds,United Kingdom,35600.0,14.4,0.39,"2 days, 12:40:00",64.8795,48.3,50.3,87.2,71.6,93.6,2026.0,118.0,60.0,"2 days, 12:40:00",university of leeds,exact_name_country,100.0,True,University of Leeds,University of Leeds,university of leeds,university of leeds
87.0,80.0,University of Southampton,United Kingdom,Europe,L,FC,VH,Public,62.6,163.0,55.9,214.0,40.1,504.0,87.8,111.0,96.8,153.0,98.6,82.0,98.6,69.0,97.4,32.0,58.6,279.0,95.1,23.0,71.2,87,87.0,87,71.2,True,university of southampton,129.0,University of Southampton,United Kingdom,24355.0,14.3,0.46,"2 days, 6:46:00",63.3345,44.6,45.4,89.6,73.1,96.1,2026.0,129.0,54.0,"2 days, 6:46:00",university of southampton,exact_name_country,100.0,True,University of Southampton,University of Southampton,university of southampton,university of southampton
88.0,108.0,Boston University,United States of America,Americas,L,FC,VH,Private not for Profit,75.3,111.0,86.7,83.0,40.6,497.0,61.9,273.0,40.0,500.0,92.8,150.0,93.3,124.0,84.9,256.0,86.9,127.0,73.7,264.0,71.1,88,88.0,88,71.1,True,boston university,77.0,Boston University,United States of America,29239.0,11.4,0.33,"2 days, 10:42:00",70.365,61.2,56.5,91.8,72.4,73.2,2026.0,77.0,58.0,"2 days, 10:42:00",boston university,exact_name_country,100.0,True,Boston University,Boston University,boston university,boston university
91.0,86.0,The University of Osaka,Japan,Asia,L,FC,VH,Public,90.5,67.0,90.0,73.0,45.6,430.0,65.8,242.0,25.2,649.0,21.1,709.0,27.2,651.0,72.0,500.0,51.4,330.0,79.5,,71,91,91.0,91,71.0,True,the university of osaka,152.0,The University of Osaka,Japan,22367.0,10.4,0.12,33 : 67,61.8439999999999,65.9,64.9,53.3,100.0,47.9,2026.0,152.0,33.0,33 : 67,the university of osaka,exact_name_country,100.0,True,The University of Osaka,The University of Osaka,the university of osaka,the university of osaka
93.0,103.0,Uppsala University,Sweden,Europe,L,FC,VH,Public,74.7,113.0,48.1,268.0,66.3,260.0,55.9,318.0,99.7,106.0,82.9,207.0,84.5,174.0,95.9,60.0,82.9,145.0,94.4,26.0,70.3,93,93.0,93,70.3,True,uppsala university,128.0,Uppsala University,Sweden,20953.0,10.9,0.18,"2 days, 11:41:00",63.4564999999999,47.4,54.9,81.3,95.0,71.5,2026.0,128.0,59.0,"2 days, 11:41:00",uppsala university,exact_name_country,100.0,True,Uppsala University,Uppsala University,uppsala university,uppsala university
94.0,89.0,Durham University,United Kingdom,Europe,L,FC,VH,Public,74.1,117.0,91.9,64.0,37.3,539.0,42.9,441.0,99.2,123.0,94.5,134.0,94.9,111.0,90.9,161.0,53.6,316.0,95.2,22.0,70.1,94,94.0,94,70.1,True,durham university,177.0,Durham University,United Kingdom,21470.0,13.2,0.34,"2 days, 6:46:00",60.262,45.2,44.9,81.0,62.8,94.6,2026.0,177.0,54.0,"2 days, 6:46:00",durham university,exact_name_country,100.0,True,Durham University,Durham University,durham university,durham university
94.0,96.0,University of Alberta,Canada,Americas,XL,FC,VH,Public,70.9,133.0,53.0,230.0,44.6,443.0,71.5,204.0,99.4,119.0,78.6,229.0,80.6,199.0,94.5,90.0,77.1,169.0,90.7,58.0,70.1,94,94.0,94,70.1,True,university of alberta,119.0,University of Alberta,Canada,33938.0,21.6,0.28,,64.6105,49.1,55.4,78.1,100.0,88.4,2026.0,119.0,,,university of alberta,exact_name_country,100.0,True,University of Alberta,University of Alberta,university of alberta,university of alberta
96.0,88.0,University of Technology Sydney,Australia,Oceania,L,CO,VH,Public,58.7,180.0,66.7,159.0,11.8,,99.3,33.0,97.6,146.0,91.7,151.0,92.3,128.0,89.7,177.0,52.3,323.0,92.0,47.0,69.9,96,96.0,96,69.9,True,university of technology sydney,149.0,University of Technology Sydney,Australia,29729.0,37.7,0.26,"2 days, 3:49:00",61.9555,36.8,42.6,94.1,88.7,92.9,2026.0,149.0,51.0,"2 days, 3:49:00",university of technology sydney,exact_name_country,100.0,True,University of Technology Sydney,University of Technology Sydney,university of technology sydney,university of technology sydney
98.0,102.0,Karlsruhe Institute of Technology (KIT),Germany,Europe,L,FO,VH,Public,57.1,194.0,87.4,82.0,48.9,397.0,77.1,168.0,83.8,265.0,56.9,363.0,61.1,330.0,86.9,219.0,61.5,254.0,79.5,,69.1,98,98.0,98,69.1,True,karlsruhe institute of technology,167.0,Karlsruhe Institute of Technology,Germany,19911.0,23.1,0.25,30 : 70,60.7369999999999,49.3,54.9,69.3,100.0,73.1,2026.0,167.0,30.0,30 : 70,karlsruhe institute of technology,exact_name_country,100.0,True,Karlsruhe Institute of Technology (KIT),Karlsruhe Institute of Technology,karlsruhe institute of technology,karlsruhe institute of technology
98.0,111.0,Politecnico di Milano,Italy,Europe,XL,CO,VH,Public,83.4,84.0,90.1,72.0,9.3,,53.9,343.0,74.4,317.0,69.3,281.0,72.3,252.0,87.0,215.0,72.0,199.0,72.9,,69.1,98,98.0,98,69.1,True,politecnico di milano,216.0,Politecnico di Milano,Italy,39793.0,21.8,0.23,36 : 64,57.8525,46.2,51.9,67.8,98.0,65.5,2026.0,216.0,36.0,36 : 64,politecnico di milano,exact_name_country,100.0,True,Politecnico di Milano,Politecnico di Milano,politecnico di milano,politecnico di milano
101.0,100.0,University of Copenhagen,Denmark,Europe,XL,FC,VH,Public,85.5,79.0,41.7,324.0,99.6,34.0,36.6,512.0,87.3,241.0,26.5,640.0,19.9,765.0,98.0,22.0,94.4,77.0,76.3,221.0,68.4,101,101.0,101,68.4,True,university of copenhagen,90.0,University of Copenhagen,Denmark,31425.0,4.2,0.14,"2 days, 15:37:00",67.1184999999999,51.3,52.2,91.3,92.8,76.6,2026.0,90.0,63.0,"2 days, 15:37:00",university of copenhagen,exact_name_country,100.0,True,University of Copenhagen,University of Copenhagen,university of copenhagen,university of copenhagen
102.0,98.0,Pohang University of Science And Technology (POSTECH),Republic of Korea,Asia,S,FO,VH,Private not for Profit,61.3,166.0,83.3,94.0,99.9,27.0,98.3,45.0,31.6,568.0,4.2,,8.3,,29.6,,16.0,,64.3,,67.9,102,102.0,102,67.9,True,pohang university of science and technology,142.0,Pohang University of Science and Technology (POSTECH),Republic of Korea,3234.0,9.2,0.07,,62.306,58.3,49.5,79.2,100.0,39.9,2026.0,142.0,,,pohang university of science and technology,exact_name_country,100.0,True,Pohang University of Science And Technology (POSTECH),Pohang University of Science and Technology (POSTECH),pohang university of science and technology,pohang university of science and technology
103.0,145.0,Nanjing University,China (Mainland),Asia,XL,FC,VH,Public,72.1,128.0,61.2,188.0,37.2,541.0,99.0,39.0,82.9,273.0,15.9,799.0,12.0,,69.5,541.0,39.7,440.0,59.5,513.0,67.7,103,103.0,103,67.7,True,nanjing university,63.0,Nanjing University,China (Mainland),34217.0,14.1,0.1,"2 days, 11:41:00",73.7139999999999,69.6,66.2,85.1,99.6,59.6,2026.0,63.0,59.0,"2 days, 11:41:00",nanjing university,exact_name_country,100.0,True,Nanjing University,Nanjing University,nanjing university,nanjing university
105.0,94.0,Lomonosov Moscow State University,Russian Federation,Europe,L,FC,VH,Public,83.7,83.0,87.9,80.0,99.9,26.0,7.3,,25.5,641.0,96.0,112.0,96.1,97.0,87.0,214.0,98.3,37.0,48.8,,67.6,105,105.0,105,67.6,True,lomonosov moscow state university,133.0,Lomonosov Moscow State University,Russian Federation,31603.0,9.7,0.38,"2 days, 3:49:00",63.0545,80.9,69.7,32.9,93.4,71.6,2026.0,133.0,51.0,"2 days, 3:49:00",lomonosov moscow state university,exact_name_country,100.0,True,Lomonosov Moscow State University,Lomonosov Moscow State University,lomonosov moscow state university,lomonosov moscow state university
107.0,109.0,Technical University of Denmark,Denmark,Europe,M,FO,VH,Public,44.8,264.0,36.2,396.0,98.4,49.0,90.9,99.0,100.0,52.0,95.9,113.0,96.1,96.0,87.1,213.0,60.5,269.0,68.0,,67.5,107,107.0,107,67.5,True,technical university of denmark,121.0,Technical University of Denmark,Denmark,11254.0,8.8,0.37,34 : 66,64.34,51.2,46.5,82.6,99.9,93.0,2026.0,121.0,34.0,34 : 66,technical university of denmark,exact_name_country,100.0,True,Technical University of Denmark,Technical University of Denmark,technical university of denmark,technical university of denmark
109.0,107.0,Tohoku University,Japan,Asia,L,FC,VH,Public,84.5,82.0,86.5,84.0,98.2,52.0,35.5,519.0,20.5,705.0,19.4,739.0,25.5,678.0,70.1,529.0,36.5,474.0,82.0,,66.7,109,109.0,109,66.7,True,tohoku university,105.0,Tohoku University,Japan,17349.0,12.6,0.13,28 : 72,65.7274999999999,70.9,70.8,52.8,100.0,59.2,2026.0,105.0,28.0,28 : 72,tohoku university,exact_name_country,100.0,True,Tohoku University,Tohoku University,tohoku university,tohoku university
110.0,120.0,Queen Mary University of London (QMUL),United Kingdom,Europe,L,FC,VH,Public,63.6,160.0,47.1,277.0,31.0,618.0,83.4,134.0,99.9,100.0,99.9,45.0,99.9,34.0,91.9,146.0,40.1,438.0,82.4,,66.6,110,110.0,110,66.6,True,queen mary university of london,137.0,Queen Mary University of London,United Kingdom,25135.0,14.3,0.46,"2 days, 5:47:00",62.853,38.7,42.6,95.7,76.5,97.5,2026.0,137.0,53.0,"2 days, 5:47:00",queen mary university of london,exact_name_country,100.0,True,Queen Mary University of London (QMUL),Queen Mary University of London,queen mary university of london,queen mary university of london
