QS_Rank,QS_Previous_Rank,University,Country,QS_Region,QS_Size,QS_Focus,QS_Research,QS_Status,QS_Academic_Reputation_Score,QS_Academic_Reputation_Rank,QS_Employer_Reputation_Score,QS_Employer_Reputation_Rank,QS_Faculty_Student_Ratio_Score,QS_Faculty_Student_Ratio_Rank,QS_Citations_per_Faculty_Score,QS_Citations_per_Faculty_Rank,QS_International_Faculty_Score,QS_International_Faculty_Rank,QS_International_Student_Score,QS_International_Student_Rank,QS_International_Students_Diversity_Score,QS_International_Students_Diversity_Rank,QS_International_Research_Network_Score,QS_International_Research_Network_Rank,QS_Employment_Outcomes_Score,QS_Employment_Outcomes_Rank,QS_Sustainability_Score,QS_Sustainability_Rank,QS_Overall_Score,Ranking_Source,THE_Student_Population,THE_Students_to_Staff_Ratio,THE_International_Students_Percentage,THE_Female_to_Male_Ratio,THE_Overall_Score,THE_Teaching,THE_Research_Environment,THE_Research_Quality,THE_Industry_Impact,THE_International_Outlook,Year,Ranking_Status
298.0,,Università Cattolica del Sacro Cuore,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,23548.0,32.3,6.0,66:34:00,54.315,37.4,32.9,89.6,81.9,47.8,2026.0,Ranked
299.0,,Heinrich Heine University Düsseldorf,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,25296.0,26.8,14.0,58:42:00,54.312,36.2,34.3,84.3,83.9,67.2,2026.0,Ranked
300.0,,University of Hawai’i at Mānoa,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,15780.0,12.5,10.0,59:41:00,54.3095,38.9,43.0,73.7,67.6,74.0,2026.0,Ranked
301.0,,LUT University,Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,6341.0,33.6,25.0,35 : 65,54.27,31.6,35.3,87.9,75.4,71.0,2026.0,Ranked
302.0,,King Khalid University,Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,29832.0,7.1,15.0,55:45:00,54.269,41.2,31.6,80.0,58.4,88.2,2026.0,Ranked
303.0,,North Carolina State University,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,32549.0,16.5,13.0,49:51:00,54.188,45.1,43.9,67.6,81.5,61.5,2026.0,Ranked
304.0,,Queen’s University,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,28400.0,26.3,16.0,58:42:00,54.164,37.9,37.6,77.4,84.8,72.9,2026.0,Ranked
305.0,,"City St George's, University of London",United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,20905.0,17.1,41.0,59:41:00,54.122,27.4,30.1,91.8,65.0,95.6,2026.0,Ranked
306.0,,Western Sydney University,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,32737.0,36.4,26.0,59:41:00,54.0185,30.6,31.8,88.0,68.3,88.5,2026.0,Ranked
307.0,,Sunway University,Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,5046.0,8.4,27.0,53:47:00,54.0055,27.2,34.2,90.1,58.4,89.3,2026.0,Ranked
308.0,,TU Wien,Austria,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,11068.0,19.8,35.0,31 : 69,53.7705,44.2,47.2,55.5,99.9,85.3,2026.0,Ranked
309.0,,University of Iowa,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,28383.0,11.0,5.0,55:45:00,53.7415,46.8,34.3,74.9,89.9,52.3,2026.0,Ranked
310.0,,Dublin City University,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,14712.0,27.3,13.0,58:42:00,53.694,28.5,36.6,88.6,69.0,71.1,2026.0,Ranked
311.0,,Lingnan University Hong Kong,Hong Kong,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,3210.0,19.4,45.0,62:38:00,53.664,29.5,38.4,83.7,40.7,94.5,2026.0,Ranked
312.0,,University of Duisburg-Essen,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,37867.0,33.1,20.0,50:50:00,53.6055,35.4,34.6,82.7,87.4,64.3,2026.0,Ranked
313.0,,Stony Brook University,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,24947.0,9.8,17.0,54:46:00,53.5595,43.4,30.8,78.9,68.3,72.3,2026.0,Ranked
314.0,,University of Liège,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,22785.0,29.7,21.0,59:41:00,53.5355,34.8,41.8,72.7,97.5,72.5,2026.0,Ranked
315.0,,École Normale Supérieure de Lyon,France,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,1934.0,7.1,11.0,45:55:00,53.524,56.8,44.0,51.9,90.2,64.4,2026.0,Ranked
316.0,,University of Victoria,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,17663.0,26.3,17.0,58:42:00,53.48,30.2,37.1,82.9,66.8,83.6,2026.0,Ranked
317.0,,University at Buffalo,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,27152.0,16.4,16.0,47:53:00,53.417,42.3,34.5,75.4,73.4,71.7,2026.0,Ranked
318.0,,University of the Witwatersrand,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,26928.0,22.4,6.0,60:40:00,53.271,34.9,43.1,70.8,91.6,74.3,2026.0,Ranked
319.0,,Kyushu University,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,18679.0,7.7,14.0,29 : 71,53.1885,54.2,46.5,53.5,98.8,49.5,2026.0,Ranked
320.0,,Flinders University,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,16021.0,29.9,40.0,63:37:00,53.172,27.9,36.9,82.9,68.7,88.3,2026.0,Ranked
321.0,,Swansea University,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,18650.0,15.9,25.0,49:51:00,53.157,30.8,30.6,87.4,58.3,88.6,2026.0,Ranked
322.0,,Rutgers University–New Brunswick,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,46825.0,11.3,16.0,53:47:00,53.1485,45.3,31.4,78.4,69.1,58.6,2026.0,Ranked
323.0,,University of Milan,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,44429.0,17.4,7.0,60:40:00,53.1185,38.9,32.5,86.1,71.2,47.2,2026.0,Ranked
324.0,,"China Medical University, Taiwan",Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,7217.0,15.5,7.0,57:43:00,52.9175,28.2,32.5,91.7,95.4,51.3,2026.0,Ranked
325.0,,University of Dundee,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,15420.0,19.4,36.0,65:35:00,52.849,28.5,32.6,82.1,87.0,91.7,2026.0,Ranked
326.0,,Stellenbosch University,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,25956.0,26.8,7.0,58:42:00,52.815,34.8,40.8,75.5,91.8,58.6,2026.0,Ranked
327.0,,University of Bayreuth,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,7476.0,19.5,17.0,47:53:00,52.778,39.8,41.3,68.6,84.5,68.0,2026.0,Ranked
328.0,,University of Bremen,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,11398.0,20.5,15.0,56:44:00,52.7665,39.7,39.6,72.3,78.9,63.0,2026.0,Ranked
329.0,,"University of California, Riverside",United States,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,25233.0,19.6,16.0,51:49:00,52.7615,37.4,32.6,79.5,69.8,75.1,2026.0,Ranked
330.0,,Tilburg University,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,12796.0,19.9,24.0,53:47:00,52.7115,29.1,42.9,73.8,78.9,85.2,2026.0,Ranked
331.0,,Norwegian University of Science and Technology,Norway,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,38384.0,15.0,9.0,51:49:00,52.6365,36.7,39.1,75.9,71.4,64.6,2026.0,Ranked
332.0,,University of Innsbruck,Austria,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,13992.0,21.5,52.0,54:46:00,52.623,35.7,36.8,69.6,87.8,93.7,2026.0,Ranked
333.0,,University of Electronic Science and Technology of China,China,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,39817.0,16.7,2.0,28 : 72,52.511,37.6,37.5,80.2,99.1,33.6,2026.0,Ranked
334.0,,University of Hohenheim,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,8480.0,39.1,15.0,57:43:00,52.3615,36.0,36.4,78.4,76.7,61.3,2026.0,Ranked
335.0,,Simon Fraser University,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,26776.0,24.9,31.0,54:46:00,52.312,26.9,35.6,79.7,83.5,90.7,2026.0,Ranked
336.0,,Illinois Institute of Technology,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,6734.0,13.6,45.0,38 : 62,52.2945,41.0,26.9,77.3,92.4,73.5,2026.0,Ranked
337.0,,University of Rome II – Tor Vergata,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,17464.0,23.7,21.0,62:38:00,52.2645,40.4,36.1,71.7,86.0,65.7,2026.0,Ranked
338.0,,University of Sharjah,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,12327.0,17.7,51.0,67:33:00,52.243,23.5,27.0,94.3,44.7,98.7,2026.0,Ranked
339.0,,Loughborough University,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,18345.0,15.4,25.0,40 : 60,52.15,34.8,32.9,76.1,70.2,89.4,2026.0,Ranked
340.0,,Bauman Moscow State Technical University,Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,15623.0,6.9,20.0,45:55:00,52.136,68.4,42.8,43.0,54.4,59.6,2026.0,Ranked
341.0,,Florida State University,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,40660.0,24.6,7.0,58:42:00,52.082,39.0,39.5,73.8,67.3,57.2,2026.0,Ranked
342.0,,Johannes Gutenberg University of Mainz,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,29586.0,11.4,11.0,59:41:00,52.0765,38.9,27.1,83.0,72.3,66.0,2026.0,Ranked
343.0,,Technion Israel Institute of Technology,Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,15310.0,21.6,14.0,41:59:00,52.0575,43.9,41.7,62.9,73.1,69.6,2026.0,Ranked
344.0,,University of Turku,Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,13966.0,15.4,7.0,64:36:00,52.018,34.2,35.6,83.4,66.0,52.6,2026.0,Ranked
345.0,,Hasselt University,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,6128.0,28.4,16.0,50:50:00,51.979,35.0,37.8,72.8,87.8,71.2,2026.0,Ranked
346.0,,Tampere University,Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,17284.0,19.2,10.0,53:47:00,51.93,31.2,38.7,80.2,85.2,53.8,2026.0,Ranked
347.0,,Universiti Kebangsaan Malaysia,Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,20341.0,11.4,31.0,56:44:00,51.7855,47.5,32.4,65.7,61.8,82.6,2026.0,Ranked
348.0,,University of Naples Federico II,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,53650.0,17.5,3.0,57:43:00,51.732,40.0,31.8,83.9,72.5,35.2,2026.0,Ranked
349.0,,"Birkbeck, University of London",United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,7420.0,17.3,43.0,57:43:00,51.717,34.2,32.2,76.0,65.5,91.6,2026.0,Ranked
350.0,,University of Essex,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,16005.0,14.8,48.0,55:45:00,51.683,30.1,30.2,81.0,61.2,97.3,2026.0,Ranked
351.0,,Koç University,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,7111.0,21.0,12.0,49:51:00,51.626,34.6,41.9,70.6,91.2,59.2,2026.0,Ranked
352.0,,Prince Mohammad Bin Fahd University,Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,2470.0,10.8,17.0,47:53:00,51.6155,32.0,33.3,78.5,56.4,89.5,2026.0,Ranked
353.0,,University of Tartu,Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,9766.0,8.9,13.0,68:32:00,51.565,34.5,31.4,84.0,65.1,59.7,2026.0,Ranked
354.0,,Dalhousie University,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,17682.0,13.4,27.0,53:47:00,51.4795,33.1,33.2,75.4,74.3,86.6,2026.0,Ranked
355.0,,University of Florence,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,42558.0,22.9,9.0,60:40:00,51.4235,37.6,37.9,75.9,76.7,46.7,2026.0,Ranked
356.0,,University of Galway,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,15340.0,24.1,20.0,60:40:00,51.33,30.2,34.7,76.9,86.7,77.6,2026.0,Ranked
357.0,,James Cook University,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,9165.0,15.3,14.0,66:34:00,51.2615,28.8,31.9,82.3,67.8,81.5,2026.0,Ranked
358.0,,Sharif University of Technology,Iran,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,10163.0,21.9,1.0,25 : 75,51.162,35.2,38.0,78.0,96.7,33.2,2026.0,Ranked
359.0,,Oregon Health and Science University,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,2877.0,0.8,3.0,69:31:00,51.068,38.8,20.9,91.6,87.9,34.2,2026.0,Ranked
360.0,,University of Trento,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,14183.0,16.6,9.0,53:47:00,51.0595,34.6,35.2,77.4,70.3,61.5,2026.0,Ranked
361.0,,University of Kiel,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,28860.0,23.5,9.0,54:46:00,51.0545,32.5,33.4,81.8,64.4,62.2,2026.0,Ranked
362.0,,University of Strathclyde,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,19085.0,14.3,28.0,52:48:00,51.0185,37.0,35.2,66.4,79.7,90.5,2026.0,Ranked
363.0,,Daegu Gyeongbuk Institute of Science and Technology (DGIST),South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,942.0,6.7,4.0,35 : 65,51.01,49.4,38.7,64.0,89.6,32.4,2026.0,Ranked
364.0,,Justus Liebig University Giessen,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,25359.0,37.8,12.0,63:37:00,50.9975,35.0,39.2,72.5,71.3,62.7,2026.0,Ranked
365.0,,University of Tsukuba,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,15491.0,12.4,17.0,38 : 62,50.942,52.0,46.7,50.8,77.1,49.8,2026.0,Ranked
366.0,,Swedish University of Agricultural Sciences,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,4207.0,4.3,8.0,71:29:00,50.9115,35.5,34.8,76.0,87.8,53.8,2026.0,Ranked
367.0,,University College Cork,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,19075.0,20.2,23.0,59:41:00,50.9105,29.3,33.2,78.7,77.6,79.0,2026.0,Ranked
368.0,,University of Pavia,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,17543.0,30.2,12.0,59:41:00,50.8975,38.9,31.9,77.0,78.9,52.2,2026.0,Ranked
369.0,,University of Colorado Denver/Anschutz Medical Campus,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,20208.0,4.0,7.0,58:42:00,50.8655,33.7,25.1,93.3,73.5,36.2,2026.0,Ranked
370.0,,Moscow Institute of Physics and Technology (MIPT),Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,6567.0,11.5,20.0,,50.845,57.8,44.3,42.5,80.8,66.2,2026.0,Ranked
371.0,,University of Siena,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,10480.0,16.8,9.0,63:37:00,50.795,39.3,35.1,75.0,75.5,46.7,2026.0,Ranked
372.0,,Saveetha Institute of Medical and Technical Sciences,India,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,15494.0,9.7,6.0,52:48:00,50.7375,37.9,18.4,93.4,20.4,71.8,2026.0,Ranked
373.0,,University of Southern Queensland,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,10582.0,21.5,19.0,63:37:00,50.71,29.3,26.8,87.1,51.3,81.5,2026.0,Ranked
374.0,,Universiti Brunei Darussalam,Brunei Darussalam,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,3464.0,11.8,11.0,64:36:00,50.641,33.1,34.7,80.5,31.4,72.1,2026.0,Ranked
375.0,,University of Kansas,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,23777.0,9.0,7.0,54:46:00,50.632,45.4,29.8,70.7,79.3,56.2,2026.0,Ranked
376.0,,Hokkaido University,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,17693.0,8.3,11.0,30 : 70,50.6285,53.5,45.1,47.9,96.8,47.0,2026.0,Ranked
377.0,,University of Otago,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,18703.0,19.9,18.0,60:40:00,50.581,34.1,34.3,72.4,69.3,81.1,2026.0,Ranked
378.0,,Leibniz University Hannover,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,17855.0,33.3,16.0,45:55:00,50.4685,38.8,41.7,64.3,84.3,56.9,2026.0,Ranked
379.0,,University of Campinas,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,32551.0,19.0,3.0,47:53:00,50.468,51.7,48.0,50.2,78.1,41.5,2026.0,Ranked
380.0,,University of St Gallen,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,8835.0,12.7,37.0,36 : 64,50.4175,33.3,23.0,80.8,66.6,93.6,2026.0,Ranked
381.0,,Edith Cowan University,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,18928.0,27.9,35.0,62:38:00,50.3385,22.5,25.8,89.2,69.6,89.0,2026.0,Ranked
382.0,,Shenzhen University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,35012.0,13.8,1.0,49:51:00,50.3255,26.5,35.9,86.4,82.8,38.2,2026.0,Ranked
383.0,,University of South Florida,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,40449.0,18.0,16.0,,50.3245,33.6,35.5,71.0,99.5,64.5,2026.0,Ranked
384.0,,Autonomous University of Madrid,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,29772.0,13.0,14.0,62:38:00,50.303,41.8,31.3,73.4,66.5,56.2,2026.0,Ranked
385.0,,Middle East Technical University,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,15224.0,21.6,13.0,49:51:00,50.2755,46.4,44.8,52.2,90.2,57.7,2026.0,Ranked
385.0,,Amirkabir University of Technology,Iran,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,8344.0,17.8,4.0,34 : 66,50.2755,37.1,33.0,75.3,91.9,46.6,2026.0,Ranked
387.0,,Kermanshah University of Medical Sciences,Iran,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,7118.0,7.0,24.0,50:50:00,50.206,48.8,23.5,73.1,57.0,63.8,2026.0,Ranked
388.0,,University of Johannesburg,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,32659.0,26.5,14.0,56:44:00,50.2025,29.5,38.4,69.9,81.1,82.0,2026.0,Ranked
389.0,,Chongqing University,China,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,45609.0,17.7,3.0,,50.198,30.2,36.0,78.1,98.1,46.6,2026.0,Ranked
390.0,,Prince Sultan University (PSU),Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,5837.0,18.0,8.0,54:46:00,50.1375,19.2,29.6,92.2,51.8,82.1,2026.0,Ranked
391.0,,University of Georgia (USA),United States,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,38946.0,15.4,7.0,59:41:00,50.126,41.5,38.3,67.4,66.6,51.9,2026.0,Ranked
391.0,,University of Brescia,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,10190.0,24.3,5.0,52:48:00,50.126,35.4,24.7,88.0,72.0,43.2,2026.0,Ranked
393.0,,Sabancı University,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,3752.0,19.5,12.0,36 : 64,50.117,33.0,38.8,67.5,99.0,65.6,2026.0,Ranked
394.0,,University of Pisa,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,29834.0,17.2,7.0,52:48:00,50.0295,36.3,34.7,77.7,67.7,43.2,2026.0,Ranked
395.0,,University of Connecticut,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,29850.0,11.6,14.0,53:47:00,50.0275,40.6,28.6,73.4,69.1,66.3,2026.0,Ranked
396.0,,Université Grenoble Alpes,France,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,48893.0,17.9,19.0,52:48:00,50.025,42.6,36.7,62.7,70.0,69.4,2026.0,Ranked
397.0,,University of Saskatchewan,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,18283.0,19.2,22.0,55:45:00,49.9565,39.5,34.0,63.0,96.1,76.0,2026.0,Ranked
398.0,,Verona University,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,21809.0,25.6,5.0,64:36:00,49.925,34.6,31.1,81.6,71.1,45.0,2026.0,Ranked
399.0,,King Abdulaziz University,Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,56251.0,12.5,5.0,57:43:00,49.876,29.8,22.9,87.1,67.6,74.8,2026.0,Ranked
400.0,,Mohammed VI Polytechnic University,Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,2092.0,6.8,3.0,54:46:00,49.8755,34.7,34.9,72.7,56.2,72.8,2026.0,Ranked
401.0,,Institut Agro,France,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,2565.0,8.8,17.0,61:39:00,49.822,48.4,34.9,58.2,78.7,64.2,2026.0,Ranked
402.0,,Gwangju Institute of Science and Technology (GIST),South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,1773.0,9.3,9.0,30 : 70,49.788,49.3,39.8,53.4,94.0,52.3,2026.0,Ranked
403.0,,Montpellier University,France,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,39869.0,19.9,15.0,56:44:00,49.7355,39.5,33.5,68.7,68.7,66.8,2026.0,Ranked
404.0,,Dalian University of Technology,China,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,42273.0,16.6,5.0,32 : 68,49.714,34.6,39.3,71.6,99.0,35.6,2026.0,Ranked
405.0,,Umeå University,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,13447.0,9.4,8.0,62:38:00,49.6945,30.0,33.1,80.2,63.2,62.1,2026.0,Ranked
406.0,,Murdoch University,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,15815.0,29.1,53.0,,49.657,25.9,27.4,80.2,72.7,94.7,2026.0,Ranked
407.0,,"University of California, Merced",United States,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,9070.0,21.2,7.0,46:54:00,49.6395,31.6,29.0,86.7,58.0,47.7,2026.0,Ranked
408.0,,National Tsing Hua University,Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,14807.0,22.9,14.0,42:58:00,49.562,37.5,43.5,61.4,99.8,46.3,2026.0,Ranked
409.0,,University of Marburg,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,22883.0,29.8,17.0,58:42:00,49.5345,37.8,32.1,72.0,70.8,61.9,2026.0,Ranked
410.0,,University of Genoa,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,20218.0,16.4,9.0,58:42:00,49.5295,39.4,30.9,74.6,76.2,46.9,2026.0,Ranked
411.0,,Ajman University,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,4626.0,15.2,81.0,57:43:00,49.5085,25.8,28.7,84.0,22.8,99.5,2026.0,Ranked
412.0,,Universiti Sains Malaysia,Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,26522.0,12.7,39.0,63:37:00,49.5,42.9,30.3,65.8,64.5,76.5,2026.0,Ranked
413.0,,Université Laval,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,30127.0,13.4,18.0,59:41:00,49.3255,31.8,34.6,69.4,91.7,72.3,2026.0,Ranked
414.0,,Brunel University of London,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,15410.0,18.0,53.0,44:56:00,49.2875,24.0,26.6,81.8,64.9,98.1,2026.0,Ranked
415.0,,University of Porto,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,38127.0,17.5,19.0,55:45:00,49.2525,33.7,39.1,70.2,67.8,56.0,2026.0,Ranked
416.0,,Iran University of Science and Technology,Iran,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,12556.0,29.0,7.0,36 : 64,49.215,32.0,33.9,79.5,88.6,34.0,2026.0,Ranked
417.0,,Temple University,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,30684.0,11.3,6.0,57:43:00,49.19,43.2,22.6,79.9,70.8,41.2,2026.0,Ranked
418.0,,Taipei Medical University,Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,6154.0,8.8,11.0,59:41:00,49.1855,46.3,32.2,63.6,86.6,48.6,2026.0,Ranked
419.0,,Johannes Kepler University of Linz,Austria,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,6857.0,20.5,23.0,49:51:00,49.1225,36.7,35.4,61.4,98.5,75.6,2026.0,Ranked
420.0,,"Royal Holloway, University of London",United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,12155.0,15.9,33.0,57:43:00,49.111,32.3,28.9,72.2,65.1,92.5,2026.0,Ranked
421.0,,Drexel University,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,18893.0,12.2,15.0,52:48:00,49.066,42.4,25.5,72.1,74.7,60.6,2026.0,Ranked
422.0,,York University,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,41456.0,27.4,28.0,54:46:00,49.0635,29.3,33.2,71.5,72.3,86.0,2026.0,Ranked
423.0,,University of Fribourg,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,6817.0,14.8,17.0,65:35:00,49.03,39.1,33.8,62.4,71.9,81.3,2026.0,Ranked
424.0,,Iowa State University,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,27116.0,17.2,8.0,46:54:00,48.96,41.6,36.2,64.7,87.0,44.0,2026.0,Ranked
425.0,,Australian Catholic University,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,22604.0,31.7,20.0,76:24:00,48.927,17.7,24.7,97.1,28.0,83.9,2026.0,Ranked
426.0,,University of Lisbon,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,50344.0,18.1,23.0,54:46:00,48.871,31.1,41.8,66.8,75.3,60.3,2026.0,Ranked
427.0,,Aston University,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,15710.0,20.9,35.0,47:53:00,48.841,21.7,26.2,83.6,64.6,95.7,2026.0,Ranked
428.0,,Al Ain University,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,2588.0,11.0,61.0,51:49:00,48.8045,28.0,30.2,78.7,18.6,99.1,2026.0,Ranked
429.0,,University of Vaasa,Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,THE,4302.0,18.3,6.0,50:50:00,48.7695,23.7,28.1,90.5,35.6,67.4,2026.0,Ranked
