QS_Rank,QS_Previous_Rank,University,Country,QS_Region,QS_Size,QS_Focus,QS_Research,QS_Status,QS_Academic_Reputation_Score,QS_Academic_Reputation_Rank,QS_Employer_Reputation_Score,QS_Employer_Reputation_Rank,QS_Faculty_Student_Ratio_Score,QS_Faculty_Student_Ratio_Rank,QS_Citations_per_Faculty_Score,QS_Citations_per_Faculty_Rank,QS_International_Faculty_Score,QS_International_Faculty_Rank,QS_International_Student_Score,QS_International_Student_Rank,QS_International_Students_Diversity_Score,QS_International_Students_Diversity_Rank,QS_International_Research_Network_Score,QS_International_Research_Network_Rank,QS_Employment_Outcomes_Score,QS_Employment_Outcomes_Rank,QS_Sustainability_Score,QS_Sustainability_Rank,QS_Overall_Score,Ranking_Source,THE_Student_Population,THE_Students_to_Staff_Ratio,THE_International_Students_Percentage,THE_Female_to_Male_Ratio,THE_Overall_Score,THE_Teaching,THE_Research_Environment,THE_Research_Quality,THE_Industry_Impact,THE_International_Outlook,Year,Ranking_Status
94.0,89.0,Durham University,United Kingdom,Europe,L,FC,VH,Public,74.1,117.0,91.9,64.0,37.3,539.0,42.9,441.0,99.2,123.0,94.5,134.0,94.9,111.0,90.9,,53.6,316.0,95.2,22.0,70.1,QS,,,,,,,,,,,,Ranked
94.0,96.0,University of Alberta,Canada,Americas,XL,FC,VH,Public,70.9,133.0,53.0,230.0,44.6,443.0,71.5,204.0,99.4,119.0,78.6,229.0,80.6,199.0,94.5,,77.1,169.0,90.7,58.0,70.1,QS,,,,,,,,,,,,Ranked
96.0,88.0,University of Technology Sydney,Australia,Oceania,L,CO,VH,Public,58.7,180.0,66.7,159.0,11.8,801.0,99.3,33.0,97.6,146.0,91.7,151.0,92.3,128.0,89.7,,52.3,323.0,92.0,47.0,69.9,QS,,,,,,,,,,,,Ranked
97.0,108.0,The University of Nottingham,United Kingdom,Europe,XL,FC,VH,Public,75.4,110.0,78.4,110.0,44.5,444.0,48.6,382.0,92.7,202.0,78.5,231.0,80.6,201.0,97.4,,53.7,313.0,92.9,,69.4,QS,,,,,,,,,,,,Ranked
98.0,102.0,Karlsruhe Institute of Technology (KIT),Germany,Europe,L,FO,VH,Public,57.1,194.0,87.4,82.0,48.9,397.0,77.1,168.0,83.8,265.0,56.9,363.0,61.1,330.0,86.9,,61.5,254.0,79.5,,69.1,QS,,,,,,,,,,,,Ranked
98.0,111.0,Politecnico di Milano,Italy,Europe,XL,CO,VH,Public,83.4,84.0,90.1,72.0,9.3,801.0,53.9,343.0,74.4,317.0,69.3,281.0,72.3,252.0,87.0,,72.0,199.0,72.9,,69.1,QS,,,,,,,,,,,,Ranked
100.0,109.0,University of Zurich (UZH),Switzerland,Europe,L,FO,VH,Public,71.0,132.0,43.5,308.0,95.2,72.0,52.3,361.0,100.0,82.0,57.8,357.0,43.1,482.0,93.5,,90.8,97.0,69.8,318.0,68.5,QS,,,,,,,,,,,,Ranked
101.0,100.0,University of Copenhagen,Denmark,Europe,XL,FC,VH,Public,85.5,79.0,41.7,324.0,99.6,34.0,36.6,512.0,87.3,241.0,26.5,640.0,19.9,765.0,98.0,,94.4,77.0,76.3,221.0,68.4,QS,,,,,,,,,,,,Ranked
102.0,98.0,Pohang University of Science And Technology (POSTECH),South Korea,Asia,S,FO,VH,Private not for Profit,61.3,166.0,83.3,94.0,99.9,27.0,98.3,45.0,31.6,568.0,4.2,801.0,8.3,801.0,29.6,,16.0,801.0,64.3,,67.9,QS,,,,,,,,,,,,Ranked
103.0,145.0,Nanjing University,China,Asia,XL,FC,VH,Public,72.1,128.0,61.2,188.0,37.2,541.0,99.0,39.0,82.9,273.0,15.9,799.0,12.0,801.0,69.5,,39.7,440.0,59.5,513.0,67.7,QS,,,,,,,,,,,,Ranked
103.0,105.0,Utrecht University,Netherlands,Europe,XL,FC,VH,Public,79.3,100.0,49.2,258.0,39.5,514.0,77.9,165.0,63.4,367.0,30.5,586.0,22.8,723.0,97.8,,73.2,194.0,75.1,235.0,67.7,QS,,,,,,,,,,,,Ranked
105.0,94.0,Lomonosov Moscow State University,Russia,Europe,L,FC,VH,Public,83.7,83.0,87.9,80.0,99.9,26.0,7.3,801.0,25.5,641.0,96.0,112.0,96.1,97.0,87.0,,98.3,37.0,48.8,,67.6,QS,,,,,,,,,,,,Ranked
105.0,99.0,Rheinisch-Westfälische Technische Hochschule Aachen,Germany,Europe,L,FC,VH,Public,57.7,187.0,95.7,46.0,10.7,801.0,79.7,157.0,59.6,393.0,93.0,146.0,93.5,122.0,86.0,,55.9,298.0,82.9,,67.6,QS,,,,,,,,,,,,Ranked
107.0,109.0,Technical University of Denmark,Denmark,Europe,M,FO,VH,Public,44.8,264.0,36.2,396.0,98.4,49.0,90.9,99.0,100.0,52.0,95.9,113.0,96.1,96.0,87.1,,60.5,269.0,68.0,,67.5,QS,,,,,,,,,,,,Ranked
108.0,92.0,Universidade de São Paulo (USP),Brazil,Americas,XL,FC,VH,Public,97.3,40.0,81.0,102.0,30.5,623.0,40.3,467.0,9.2,801.0,3.5,801.0,8.5,801.0,95.3,,98.8,31.0,89.0,70.0,67.3,QS,,,,,,,,,,,,Ranked
109.0,107.0,Tohoku University,Japan,Asia,L,FC,VH,Public,84.5,82.0,86.5,84.0,98.2,52.0,35.5,519.0,20.5,705.0,19.4,739.0,25.5,678.0,70.1,,36.5,474.0,82.0,,66.7,QS,,,,,,,,,,,,Ranked
110.0,120.0,Queen Mary University of London (QMUL),United Kingdom,Europe,L,FC,VH,Public,63.6,160.0,47.1,277.0,31.0,618.0,83.4,134.0,99.9,100.0,99.9,45.0,99.9,34.0,91.9,,40.1,438.0,82.4,,66.6,QS,,,,,,,,,,,,Ranked
110.0,116.0,University of Wisconsin-Madison,United States,Americas,XL,FC,VH,Public,85.7,78.0,63.1,172.0,84.3,141.0,28.1,606.0,57.7,400.0,37.0,527.0,42.6,488.0,88.9,,91.0,96.0,72.5,,66.6,QS,,,,,,,,,,,,Ranked
112.0,122.0,Qatar University,Qatar,Asia,M,FC,VH,Public,43.3,273.0,56.5,208.0,73.8,206.0,73.3,188.0,100.0,26.0,98.6,83.0,98.6,70.0,89.6,,98.9,29.0,72.2,,66.5,QS,,,,,,,,,,,,Ranked
113.0,104.0,University of St Andrews,United Kingdom,Europe,M,FO,VH,Public,61.5,165.0,74.9,127.0,63.8,278.0,51.3,368.0,98.8,131.0,99.7,47.0,99.7,36.0,87.7,,28.9,575.0,86.2,97.0,66.4,QS,,,,,,,,,,,,Ranked
114.0,113.0,Aalto University,Finland,Europe,L,FO,VH,Public,57.5,189.0,56.1,212.0,35.1,564.0,79.6,160.0,97.2,147.0,60.0,343.0,63.9,312.0,80.9,,97.1,55.0,88.3,77.0,66.3,QS,,,,,,,,,,,,Ranked
114.0,130.0,"University of California, Davis",United States,Americas,XL,FC,VH,Public,72.7,125.0,70.1,146.0,28.3,675.0,66.5,237.0,86.5,250.0,61.9,327.0,65.6,298.0,90.8,,38.0,457.0,79.8,174.0,66.3,QS,,,,,,,,,,,,Ranked
116.0,93.0,Pontificia Universidad Católica de Chile,Chile,Americas,L,FC,VH,Private not for Profit,98.0,36.0,98.6,29.0,35.1,562.0,14.2,801.0,42.0,482.0,7.8,801.0,11.9,801.0,81.2,,99.9,13.0,80.0,,66.1,QS,,,,,,,,,,,,Ranked
116.0,117.0,University of Helsinki,Finland,Europe,L,CO,VH,Public,74.5,114.0,37.7,370.0,66.9,256.0,62.7,262.0,78.5,305.0,13.1,801.0,19.1,779.0,96.1,,94.2,80.0,95.6,18.0,66.1,QS,,,,,,,,,,,,Ranked
118.0,126.0,University College Dublin,Ireland,Europe,L,FC,VH,Public,66.5,149.0,57.6,204.0,19.7,801.0,62.0,272.0,99.5,112.0,89.6,170.0,90.5,144.0,89.0,,92.2,88.0,91.7,,66.0,QS,,,,,,,,,,,,Ranked
119.0,141.0,Leiden University,Netherlands,Europe,XL,FC,VH,Public,80.4,97.0,46.3,288.0,30.3,629.0,64.9,249.0,89.7,225.0,68.4,288.0,50.9,408.0,94.3,,61.2,263.0,58.6,,65.7,QS,,,,,,,,,,,,Ranked
119.0,141.0,Rice University,United States,Americas,M,CO,VH,Private not for Profit,50.6,221.0,51.0,245.0,74.9,196.0,81.6,148.0,91.3,215.0,96.6,104.0,96.8,91.0,66.3,,45.7,381.0,81.5,156.0,65.7,QS,,,,,,,,,,,,Ranked
119.0,119.0,University of Oslo,Norway,Europe,L,FC,VH,Public,67.8,143.0,27.7,498.0,78.4,176.0,67.7,232.0,95.8,167.0,46.0,439.0,34.3,560.0,96.8,,86.6,129.0,72.3,,65.7,QS,,,,,,,,,,,,Ranked
119.0,115.0,University of Waterloo,Canada,Americas,XL,CO,VH,Public,53.0,209.0,74.2,130.0,8.8,801.0,88.3,108.0,81.5,283.0,76.6,247.0,78.9,219.0,83.5,,72.0,201.0,90.5,60.0,65.7,QS,,,,,,,,,,,,Ranked
123.0,114.0,Georgia Institute of Technology,United States,Americas,XL,CO,VH,Public,76.0,107.0,92.8,61.0,32.4,595.0,54.2,340.0,21.5,692.0,60.4,339.0,64.2,308.0,79.0,,67.5,228.0,66.1,,65.5,QS,,,,,,,,,,,,Ranked
123.0,150.0,Indian Institute of Technology Delhi (IITD),India,Asia,M,FO,VH,Public,67.9,142.0,95.0,50.0,21.9,792.0,93.1,86.0,3.2,801.0,1.9,801.0,6.3,801.0,66.9,,50.5,340.0,79.9,,65.5,QS,,,,,,,,,,,,Ranked
125.0,123.0,RMIT University,Australia,Oceania,XL,CO,VH,Public,55.1,202.0,60.3,191.0,7.2,801.0,91.3,96.0,100.0,45.0,95.2,125.0,95.5,106.0,83.1,,49.9,345.0,87.9,,65.3,QS,,,,,,,,,,,,Ranked
126.0,123.0,Sungkyunkwan University,South Korea,Asia,L,FC,VH,Private not for Profit,68.4,139.0,75.6,125.0,83.8,149.0,62.3,269.0,24.2,659.0,57.6,359.0,61.6,326.0,49.5,,44.2,400.0,74.7,,65.2,QS,,,,,,,,,,,,Ranked
126.0,138.0,Universiti Kebangsaan Malaysia (UKM),Malaysia,Asia,L,FC,VH,Public,76.2,106.0,76.4,119.0,78.7,174.0,30.1,587.0,50.1,439.0,94.7,129.0,94.0,114.0,86.1,,35.5,485.0,74.7,,65.2,QS,,,,,,,,,,,,Ranked
128.0,132.0,Sapienza University of Rome,Italy,Europe,XL,FC,VH,Public,90.7,65.0,66.4,161.0,7.8,801.0,62.9,261.0,4.0,801.0,14.8,801.0,20.9,749.0,95.9,,91.5,92.0,81.9,,64.9,QS,,,,,,,,,,,,Ranked
129.0,118.0,Indian Institute of Technology Bombay (IITB),India,Asia,L,FO,VH,Public,73.3,120.0,96.7,39.0,16.1,801.0,82.9,136.0,6.5,801.0,1.6,801.0,1.5,801.0,46.6,,72.6,198.0,75.2,,64.8,QS,,,,,,,,,,,,Ranked
130.0,126.0,Humboldt-Universität zu Berlin,Germany,Europe,XL,FC,VH,Public,94.3,47.0,75.3,126.0,10.5,801.0,43.4,435.0,75.7,314.0,47.6,424.0,35.5,541.0,95.0,,27.5,603.0,58.4,,64.5,QS,,,,,,,,,,,,Ranked
131.0,144.0,Aarhus University,Denmark,Europe,L,FC,VH,Public,68.3,140.0,41.7,325.0,42.4,472.0,74.1,183.0,96.7,157.0,25.5,654.0,19.1,777.0,96.3,,79.4,164.0,73.2,,64.3,QS,,,,,,,,,,,,Ranked
132.0,150.0,University of Bath,United Kingdom,Europe,L,CO,VH,Public,48.9,233.0,81.6,100.0,20.5,801.0,75.9,173.0,95.6,170.0,86.8,187.0,88.0,156.0,85.3,,50.7,337.0,83.8,,64.2,QS,,,,,,,,,,,,Ranked
132.0,133.0,University of Science and Technology of China,China,Asia,L,CO,VH,Public,57.6,188.0,50.6,248.0,98.1,56.0,99.4,30.0,14.9,801.0,7.8,801.0,13.5,801.0,74.4,,42.8,410.0,55.3,,64.2,QS,,,,,,,,,,,,Ranked
134.0,148.0,Universiti Putra Malaysia (UPM),Malaysia,Asia,L,FC,VH,Public,75.7,108.0,73.4,133.0,66.8,258.0,38.3,487.0,45.2,467.0,98.4,84.0,98.5,71.0,86.8,,23.2,666.0,68.9,,64.1,QS,,,,,,,,,,,,Ranked
134.0,146.0,Universiti Sains Malaysia (USM),Malaysia,Asia,L,FC,VH,Public,77.6,104.0,79.8,104.0,47.6,410.0,38.4,486.0,34.7,539.0,99.3,57.0,99.3,48.0,92.5,,29.1,568.0,74.5,249.0,64.1,QS,,,,,,,,,,,,Ranked
136.0,94.0,Universidad Nacional Autónoma de México (UNAM),Mexico,Americas,XL,FC,VH,Public,99.2,28.0,95.9,43.0,47.1,419.0,4.1,801.0,10.0,801.0,5.4,801.0,10.7,801.0,93.6,,97.9,47.0,82.2,,64.0,QS,,,,,,,,,,,,Ranked
137.0,129.0,Newcastle University,United Kingdom,Europe,L,FC,VH,Public,62.9,162.0,68.7,152.0,49.5,388.0,49.1,379.0,92.5,205.0,81.0,220.0,82.8,185.0,95.8,,40.5,433.0,90.9,56.0,63.9,QS,,,,,,,,,,,,Ranked
138.0,133.0,Alma Mater Studiorum - University of Bologna,Italy,Europe,XL,FC,VH,Public,90.6,66.0,67.5,156.0,6.0,801.0,51.9,363.0,29.9,585.0,26.5,639.0,32.5,583.0,95.6,,67.4,229.0,83.2,133.0,63.3,QS,,,,,,,,,,,,Ranked
138.0,133.0,Macquarie University,Australia,Oceania,L,FC,VH,Public,47.7,242.0,56.7,206.0,13.6,801.0,85.8,119.0,100.0,86.0,97.3,98.0,97.5,86.0,91.0,,62.2,252.0,90.6,59.0,63.3,QS,,,,,,,,,,,,Ranked
140.0,136.0,Eindhoven University of Technology,Netherlands,Europe,M,FO,VH,Public,40.5,296.0,77.3,115.0,43.6,455.0,81.9,146.0,100.0,87.0,95.7,119.0,95.9,101.0,74.3,,33.1,512.0,74.1,,63.2,QS,,,,,,,,,,,,Ranked
140.0,158.0,Erasmus University Rotterdam,Netherlands,Europe,L,FO,VH,Public,49.4,230.0,74.8,129.0,20.7,801.0,75.7,174.0,81.8,280.0,81.6,216.0,60.8,333.0,81.8,,94.0,81.0,62.2,,63.2,QS,,,,,,,,,,,,Ranked
140.0,155.0,"University of North Carolina, Chapel Hill",United States,Americas,L,FC,VH,Public,72.2,127.0,55.5,216.0,85.6,129.0,47.9,389.0,31.1,577.0,25.0,663.0,31.1,602.0,89.5,,74.0,188.0,83.9,126.0,63.2,QS,,,,,,,,,,,,Ranked
143.0,200.0,King Saud University,Saudi Arabia,Asia,XL,FC,VH,Public,54.8,204.0,57.7,201.0,55.7,336.0,65.6,244.0,100.0,89.0,29.2,600.0,35.2,549.0,96.8,,99.4,23.0,63.1,,63.1,QS,,,,,,,,,,,,Ranked
144.0,154.0,Texas A&M University,United States,Americas,XL,FC,VH,Public,72.9,124.0,81.5,101.0,6.2,801.0,75.5,175.0,28.0,608.0,20.7,717.0,15.6,801.0,93.0,,63.8,244.0,61.0,,63.0,QS,,,,,,,,,,,,Ranked
145.0,147.0,Technische Universität Berlin,Germany,Europe,L,CO,VH,Public,64.6,156.0,79.4,107.0,70.6,221.0,34.3,533.0,64.2,361.0,84.5,197.0,85.9,168.0,89.0,,47.6,367.0,68.3,,62.8,QS,,,,,,,,,,,,Ranked
146.0,125.0,University of Southern California,United States,Americas,XL,FC,VH,Private not for Profit,61.2,167.0,69.6,150.0,19.6,801.0,66.2,240.0,15.8,786.0,81.2,219.0,82.9,184.0,87.8,,98.0,45.0,92.1,,62.6,QS,,,,,,,,,,,,Ranked
147.0,128.0,Stockholm University,Sweden,Europe,L,CO,VH,Public,65.1,155.0,29.5,484.0,28.3,678.0,73.6,186.0,83.0,271.0,79.4,224.0,59.1,346.0,96.7,,90.5,102.0,72.1,,62.5,QS,,,,,,,,,,,,Ranked
147.0,159.0,University of Groningen,Netherlands,Europe,XL,FC,VH,Public,67.2,147.0,41.6,326.0,56.2,331.0,53.0,353.0,95.4,174.0,89.4,173.0,66.6,293.0,93.4,,53.5,317.0,67.6,,62.5,QS,,,,,,,,,,,,Ranked
147.0,165.0,University of Liverpool,United Kingdom,Europe,L,FC,VH,Public,60.7,171.0,48.8,264.0,37.3,538.0,61.7,276.0,92.4,206.0,91.1,157.0,91.8,133.0,97.0,,47.8,364.0,92.4,,62.5,QS,,,,,,,,,,,,Ranked
150.0,171.0,University of Cape Town,South Africa,Africa,L,FC,VH,Public,58.2,183.0,62.3,179.0,14.6,801.0,75.4,176.0,66.1,353.0,27.9,615.0,33.9,562.0,97.7,,97.7,49.0,92.1,,62.3,QS,,,,,,,,,,,,Ranked
151.0,120.0,Western University,Canada,Americas,L,FC,VH,Public,42.3,282.0,53.5,227.0,5.2,801.0,93.5,84.0,100.0,85.0,68.7,283.0,71.7,254.0,83.6,,98.0,42.0,94.0,,62.0,QS,,,,,,,,,,,,Ranked
152.0,137.0,University of Vienna,Austria,Europe,XL,FC,VH,Public,82.3,88.0,46.4,285.0,31.0,617.0,22.2,682.0,100.0,71.0,96.6,103.0,96.8,90.0,96.3,,92.8,85.0,71.8,,61.9,QS,,,,,,,,,,,,Ranked
153.0,181.0,Universiti Teknologi Malaysia (UTM),Malaysia,Asia,L,CO,VH,Public,64.0,158.0,72.1,139.0,58.8,309.0,57.8,302.0,15.5,797.0,91.4,155.0,92.1,132.0,90.6,,19.9,730.0,69.2,,61.6,QS,,,,,,,,,,,,Ranked
153.0,155.0,Wageningen University & Research,Netherlands,Europe,L,CO,VH,Public,55.0,203.0,34.4,420.0,99.5,37.0,54.8,329.0,72.0,329.0,90.7,159.0,91.5,134.0,97.2,,32.9,516.0,91.2,53.0,61.6,QS,,,,,,,,,,,,Ranked
155.0,169.0,University of Exeter,United Kingdom,Europe,L,FC,VH,Public,57.9,186.0,58.5,198.0,42.0,480.0,55.8,320.0,94.8,181.0,77.8,235.0,79.9,206.0,95.8,,40.9,428.0,93.9,32.0,61.5,QS,,,,,,,,,,,,Ranked
155.0,155.0,University of Geneva,Switzerland,Europe,L,FC,VH,Public,55.3,201.0,34.8,414.0,47.4,414.0,70.3,214.0,100.0,54.0,98.6,81.0,98.6,68.0,92.1,,63.1,249.0,66.5,370.0,61.5,QS,,,,,,,,,,,,Ranked
157.0,141.0,Lancaster University,United Kingdom,Europe,L,FC,VH,Public,51.2,217.0,45.8,296.0,36.1,555.0,77.5,166.0,96.4,161.0,93.3,141.0,93.8,117.0,87.0,,38.2,452.0,89.2,,61.4,QS,,,,,,,,,,,,Ranked
158.0,131.0,University of Basel,Switzerland,Europe,M,FC,VH,Public,34.0,357.0,20.7,639.0,70.2,229.0,94.2,80.0,100.0,47.0,91.4,156.0,68.0,284.0,90.4,,74.9,183.0,88.4,,61.3,QS,,,,,,,,,,,,Ranked
159.0,162.0,Hanyang University,South Korea,Asia,L,FC,VH,Private not for Profit,58.2,184.0,81.9,99.0,81.7,159.0,42.9,440.0,23.7,664.0,70.1,279.0,73.0,249.0,65.5,,54.5,307.0,82.8,137.0,61.2,QS,,,,,,,,,,,,Ranked
160.0,165.0,University of Barcelona,Spain,Europe,XL,FC,VH,Public,84.9,81.0,48.9,262.0,19.0,801.0,47.8,391.0,39.9,501.0,40.8,484.0,46.2,451.0,96.4,,77.0,170.0,84.7,,61.0,QS,,,,,,,,,,,,Ranked
161.0,152.0,Michigan State University,United States,Americas,XL,FC,VH,Public,67.3,146.0,62.9,174.0,13.9,801.0,61.2,280.0,67.2,348.0,21.1,708.0,27.3,649.0,97.6,,75.6,180.0,94.2,28.0,60.9,QS,,,,,,,,,,,,Ranked
162.0,169.0,Ghent University,Belgium,Europe,XL,FC,VH,Public,68.2,141.0,39.1,350.0,84.5,140.0,32.4,557.0,83.4,267.0,33.8,549.0,39.5,504.0,99.2,,84.9,136.0,94.0,,60.8,QS,,,,,,,,,,,,Ranked
163.0,149.0,King Abdul Aziz University (KAU),Saudi Arabia,Asia,XL,FC,VH,Public,67.5,145.0,76.6,118.0,41.4,490.0,47.8,390.0,83.1,270.0,9.2,801.0,14.9,801.0,95.0,,44.9,392.0,77.5,,60.7,QS,,,,,,,,,,,,Ranked
164.0,152.0,Nagoya University,Japan,Asia,L,FC,VH,Public,74.2,116.0,71.5,141.0,84.2,144.0,38.2,491.0,22.6,681.0,27.6,619.0,33.6,568.0,66.0,,39.2,443.0,74.1,,60.3,QS,,,,,,,,,,,,Ranked
165.0,139.0,Chalmers University of Technology,Sweden,Europe,M,FO,VH,Private not for Profit,34.6,350.0,56.6,207.0,59.5,303.0,80.9,152.0,100.0,56.0,74.3,257.0,76.8,226.0,77.0,,53.3,319.0,82.7,,60.2,QS,,,,,,,,,,,,Ranked
166.0,163.0,Al-Farabi Kazakh National University,Kazakhstan,Asia,L,FC,HI,Public,60.7,172.0,86.3,85.0,99.6,36.0,2.1,801.0,80.9,288.0,83.2,204.0,79.3,213.0,75.7,,66.2,234.0,62.8,443.0,59.8,QS,,,,,,,,,,,,Ranked
167.0,171.0,Washington University in St. Louis,United States,Americas,L,FC,VH,Private not for Profit,46.5,251.0,25.7,529.0,99.8,31.0,62.6,263.0,93.1,199.0,81.8,214.0,83.5,182.0,74.8,,55.1,301.0,85.8,,59.6,QS,,,,,,,,,,,,Ranked
168.0,159.0,University of Montreal,Canada,Americas,XL,FC,VH,Public,66.1,151.0,44.0,303.0,79.5,171.0,26.3,621.0,91.5,214.0,66.4,301.0,69.6,271.0,88.7,,65.4,239.0,89.9,65.0,59.5,QS,,,,,,,,,,,,Ranked
169.0,184.0,University of York,United Kingdom,Europe,L,FC,VH,Public,56.8,197.0,42.3,317.0,55.8,335.0,53.8,344.0,92.4,208.0,75.4,253.0,77.8,223.0,96.0,,41.0,427.0,93.2,34.0,59.4,QS,,,,,,,,,,,,Ranked
170.0,173.0,Hokkaido University,Japan,Asia,L,FC,VH,Public,71.5,129.0,68.8,151.0,76.8,185.0,42.7,445.0,28.2,604.0,20.5,724.0,26.6,664.0,77.5,,26.4,617.0,78.5,,59.3,QS,,,,,,,,,,,,Ranked
170.0,167.0,Kyushu University,Japan,Asia,L,FC,VH,Public,71.3,130.0,72.1,140.0,87.1,121.0,34.2,534.0,24.5,657.0,39.0,502.0,44.5,468.0,76.4,,20.9,710.0,74.8,,59.3,QS,,,,,,,,,,,,Ranked
172.0,175.0,Universitat Autónoma de Barcelona,Spain,Europe,XL,FC,VH,Public,76.4,105.0,42.1,318.0,15.2,801.0,76.2,170.0,26.5,632.0,27.2,625.0,33.3,572.0,93.7,,30.4,546.0,90.3,,59.2,QS,,,,,,,,,,,,Ranked
173.0,200.0,Arizona State University,United States,Americas,XL,CO,VH,Public,63.9,159.0,63.3,171.0,9.5,801.0,61.5,277.0,72.5,326.0,53.2,385.0,57.7,353.0,95.2,,42.2,415.0,85.8,,59.1,QS,,,,,,,,,,,,Ranked
173.0,176.0,McMaster University,Canada,Americas,L,FC,VH,Public,52.5,211.0,43.6,307.0,61.8,289.0,56.6,311.0,94.6,184.0,66.3,302.0,69.6,273.0,84.3,,60.0,271.0,86.6,,59.1,QS,,,,,,,,,,,,Ranked
173.0,139.0,Universidad de Chile,Chile,Americas,XL,FC,VH,Public,91.9,61.0,92.0,63.0,10.9,801.0,18.2,747.0,12.2,801.0,8.1,801.0,13.1,801.0,77.9,,97.6,50.0,69.5,,59.1,QS,,,,,,,,,,,,Ranked
176.0,210.0,National Tsing Hua University,Taiwan,Asia,M,CO,VH,Public,67.0,148.0,77.1,116.0,34.2,574.0,73.5,187.0,26.7,630.0,37.3,522.0,40.4,501.0,42.1,,25.4,633.0,57.8,,59.0,QS,,,,,,,,,,,,Ranked
177.0,202.0,Khalifa University of Science and Technology,United Arab Emirates,Asia,S,SP,VH,Public,34.3,356.0,42.8,314.0,83.2,152.0,83.9,131.0,100.0,11.0,83.0,206.0,82.5,186.0,81.1,,12.6,801.0,68.1,,58.8,QS,,,,,,,,,,,,Ranked
177.0,192.0,Tongji University,China,Asia,XL,FC,VH,Public,45.2,261.0,41.2,331.0,31.2,613.0,99.6,27.0,92.6,204.0,47.4,425.0,52.4,393.0,74.6,,33.4,507.0,77.2,,58.8,QS,,,,,,,,,,,,Ranked
179.0,178.0,"University of California, Santa Barbara (UCSB)",United States,Americas,L,CO,VH,Public,65.3,154.0,32.4,442.0,9.3,801.0,99.0,38.0,81.3,286.0,27.5,620.0,20.6,753.0,75.4,,25.6,628.0,65.2,,58.7,QS,,,,,,,,,,,,Ranked
180.0,227.0,Indian Institute of Technology Madras (IITM),India,Asia,M,CO,VH,Public,56.8,196.0,85.8,87.0,21.3,801.0,90.2,102.0,3.1,801.0,3.2,801.0,7.4,801.0,45.6,,45.8,380.0,73.0,274.0,58.4,QS,,,,,,,,,,,,Ranked
181.0,186.0,Cardiff University,United Kingdom,Europe,L,FC,VH,Public,60.1,175.0,54.4,223.0,48.2,403.0,42.2,451.0,87.2,243.0,70.1,278.0,73.0,248.0,93.4,,33.5,502.0,88.9,,57.8,QS,,,,,,,,,,,,Ranked
182.0,196.0,Emory University,United States,Americas,L,FC,VH,Private not for Profit,34.5,353.0,37.7,369.0,92.8,88.0,85.7,120.0,70.0,335.0,49.6,411.0,54.3,378.0,85.0,,42.4,413.0,63.5,432.0,57.7,QS,,,,,,,,,,,,Ranked
183.0,174.0,Curtin University,Australia,Oceania,L,CO,VH,Public,46.3,254.0,39.3,348.0,17.7,801.0,89.6,104.0,100.0,57.0,54.3,382.0,58.7,348.0,94.2,,37.9,459.0,82.0,,57.6,QS,,,,,,,,,,,,Ranked
184.0,161.0,University of Bern,Switzerland,Europe,M,FC,VH,Public,38.0,313.0,26.0,520.0,49.0,394.0,99.3,32.0,100.0,58.0,52.9,389.0,57.4,356.0,95.5,,37.2,466.0,68.9,,57.5,QS,,,,,,,,,,,,Ranked
184.0,167.0,University of Wollongong,Australia,Oceania,L,FC,VH,Public,41.6,287.0,33.1,434.0,21.1,801.0,95.6,66.0,99.5,113.0,82.2,211.0,83.8,179.0,88.6,,25.8,626.0,86.1,,57.5,QS,,,,,,,,,,,,Ranked
186.0,194.0,Wuhan University,China,Asia,XL,FC,VH,Public,53.6,205.0,46.7,283.0,21.3,801.0,98.0,46.0,47.1,452.0,10.7,801.0,8.2,801.0,77.8,,58.9,276.0,60.8,,57.3,QS,,,,,,,,,,,,Ranked
187.0,185.0,Tecnológico de Monterrey (ITESM),Mexico,Americas,XL,FC,HI,Private not for Profit,69.9,136.0,93.9,55.0,69.4,236.0,4.8,801.0,24.5,658.0,18.3,758.0,24.4,696.0,74.6,,97.4,52.0,73.8,,57.1,QS,,,,,,,,,,,,Ranked
187.0,164.0,University Complutense Madrid,Spain,Europe,XL,FC,VH,Public,78.5,101.0,73.9,131.0,41.6,486.0,12.8,801.0,18.2,736.0,32.9,561.0,38.7,511.0,92.7,,97.3,53.0,80.4,,57.1,QS,,,,,,,,,,,,Ranked
189.0,206.0,UNIVERSITAS INDONESIA,Indonesia,Asia,XL,FC,VH,Public,69.9,135.0,89.3,76.0,68.8,240.0,3.9,801.0,86.6,249.0,10.9,801.0,16.3,801.0,59.6,,87.2,124.0,60.9,,57.0,QS,,,,,,,,,,,,Ranked
190.0,208.0,Ohio State University,United States,Americas,XL,FC,VH,Public,71.1,131.0,63.0,173.0,53.1,353.0,33.8,539.0,37.4,519.0,20.6,721.0,26.7,661.0,93.7,,66.0,236.0,69.2,,56.9,QS,,,,,,,,,,,,Ranked
191.0,193.0,"Queen's University, Ontario",Canada,Americas,L,FC,VH,Public,50.9,219.0,75.7,123.0,7.9,801.0,56.3,315.0,75.6,315.0,35.5,536.0,41.2,496.0,79.0,,92.3,87.0,86.6,,56.8,QS,,,,,,,,,,,,Ranked
