University_Name,Country,Year,QS_Rank,QS_Previous_Rank,QS_Academic_Reputation_Score,QS_Region,QS_Size,QS_Focus,QS_Research_Level,QS_Status,THE_Rank,THE_Student_Population,THE_Students_to_Staff_Ratio,THE_International_Students_Pct,THE_Female_Ratio,THE_Male_Ratio,THE_Overall_Score,THE_Teaching,THE_Research_Environment,THE_Research_Quality,THE_Industry_Impact,THE_International_Outlook,Data_Source,QS_THE_Match_Status,QS_Data_Available,THE_Data_Available
Universidad de San Andrés,Argentina,2026,1100.5,975.5,11.7,Americas,S,SP,HI,Private not for Profit,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidad de San Francisco de Quito,Ecuador,2026,825.5,825.5,25,Americas,M,FC,HI,Private not for Profit,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidad de Santiago de Chile - USACH,Chile,2026,490,461,50.4,Americas,L,FC,HI,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidad de Sevilla,Spain,2026,469,462,52.7,Europe,XL,FC,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidad de Talca,Chile,2026,1100.5,1100.5,14.4,Americas,M,FO,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidad de Tarapaca,Chile,2026,1401,1300.5,4.1,Americas,M,CO,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidad de Valladolid,Spain,2026,925.5,875.5,16.1,Europe,L,CO,VH,Not Available,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidad de Valparaíso,Chile,2026,1300.5,1300.5,15.5,Americas,L,FC,HI,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidad de Zaragoza,Spain,2026,638,544,29.7,Europe,L,FC,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidad del Bio-Bio,Chile,2026,1401,1300.5,11.6,Americas,M,CO,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidad del Desarrollo,Chile,2026,1300.5,1300.5,11.8,Americas,L,CO,HI,Private not for Profit,1485,17491,17.7,4,57,43,27.452,16.4,12.1,47.2,28,51,QS + THE,Matched,TRUE,TRUE
Universidad del Norte,Colombia,2026,1300.5,1100.5,13.2,Americas,M,FC,HI,Private not for Profit,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidad del Pais Vasco,Spain,2026,624,645.5,28.6,Europe,XL,CO,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidad del Rosario,Colombia,2026,785.5,775.5,23.8,Americas,M,FC,HI,Private not for Profit,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidad del Valle,Colombia,2026,1100.5,1100.5,24.1,Americas,XL,FC,MD,Public,1992,33529,8.1,1,50,50,17.973,24.9,9.4,13.5,21.1,40.1,QS + THE,Matched,TRUE,TRUE
Universidad del Valle de Guatemala (UVG),Guatemala,2026,1300.5,-1,6.5,Americas,M,CO,MD,Private not for Profit,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidad del Zulia,Venezuela (Bolivarian Republic of),2026,1401,1300.5,14.7,Americas,L,FC,MD,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidad Diego Portales,Chile,2026,1100.5,1100.5,19,Americas,L,FO,VH,Private not for Profit,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidad Distrital Francisco José de Caldas,Colombia,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,2135,28761,14.5,0,36,64,14.4835,17.5,9.1,12,19.3,30.8,THE only,THE record not matched in QS,FALSE,TRUE
Universidad EAFIT,Colombia,2026,975.5,925.5,19.4,Americas,L,CO,HI,Private not for Profit,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidad Espíritu Santo (UEES),Ecuador,2026,975.5,-1,6.1,Americas,S,FO,VH,Private not for Profit,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidad Europea de Madrid,Spain,2026,925.5,-1,7.7,Europe,L,FC,MD,Not Available,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidad Externado de Colombia,Colombia,2026,975.5,925.5,15.8,Americas,L,FO,MD,Private not for Profit,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidad Francisco de Vitoria,Spain,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1570,14642,21.2,8,45,55,25.975,15.5,12.7,46.3,18.3,41.3,THE only,THE record not matched in QS,FALSE,TRUE
Universidad Iberoamericana (UIA),Mexico,2026,925.5,825.5,24.2,Americas,M,FC,MD,Private not for Profit,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidad ICESI,Colombia,2026,1100.5,1100.5,7.8,Americas,M,FO,HI,Private not for Profit,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidad Industrial de Santander,Colombia,2026,1300.5,1300.5,12.7,Americas,L,FC,MD,Public,2068,21778,25.4,1,46,54,16.3055,16.2,11.4,14.4,24.2,39.1,QS + THE,Matched,TRUE,TRUE
Universidad Jesuita de Guadalajara - ITESO,Mexico,2026,1300.5,1100.5,9.3,Americas,M,FO,MD,Private not for Profit,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidad La Salle (ULSA),Mexico,2026,1401,1300.5,6.2,Americas,M,FO,MD,Private for Profit,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidad Latinoamericana de Ciencia y Tecnología Costa Rica (ULACIT),Costa Rica,2026,1401,1300.5,7.8,Americas,S,CO,LO,Private not for Profit,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidad Loyola,Spain,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1540,5635,17.8,5,57,43,26.5945,16.2,16.5,41.9,20.2,48.7,THE only,THE record not matched in QS,FALSE,TRUE
Universidad Mayor,Chile,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1779,23839,11.5,1,55,45,22.6715,19.7,8.9,33.2,17.6,48.2,THE only,THE record not matched in QS,FALSE,TRUE
Universidad Metropolitana,Venezuela (Bolivarian Republic of),2026,1401,1300.5,9.8,Americas,M,CO,LO,Private not for Profit,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidad Michoacana de San Nicolás de Hidalgo,Mexico,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,2151,42472,26.4,2,56,44,14.192,15.5,8.9,13.5,19.4,29.5,THE only,THE record not matched in QS,FALSE,TRUE
Universidad Nacional Agraria la Molina,Peru,2026,1401,1300.5,9.3,Americas,M,FO,VH,Public,2047,7819,9.2,1,49,51,16.7325,23.9,8,11.1,16.8,44.8,QS + THE,Matched,TRUE,TRUE
Universidad Nacional Autónoma de México (UNAM),Mexico,2026,136,94,99.2,Americas,XL,FC,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidad Nacional Costa Rica,Costa Rica,2026,1300.5,1300.5,13.5,Americas,L,CO,MD,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidad Nacional de Asunción,Paraguay,2026,1300.5,1100.5,7.6,Americas,XL,FC,MD,Public,1847,52870,8.9,1,56,44,21.218,22.4,9.6,24.9,20.4,47.2,QS + THE,Matched,TRUE,TRUE
Universidad Nacional de Colombia,Colombia,2026,259,219,81.1,Americas,XL,FC,HI,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidad Nacional de Córdoba,Argentina,2026,875.5,925.5,39,Americas,XL,FC,HI,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidad Nacional de Cuyo,Argentina,2026,1300.5,1100.5,17.8,Americas,XL,FC,HI,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidad Nacional de Ingeniería Peru,Peru,2026,1300.5,1300.5,11.2,Americas,L,FO,HI,Not Available,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidad Nacional de La Plata,Argentina,2026,458,534,55.7,Americas,XL,FC,HI,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidad Nacional de Rosario,Argentina,2026,1100.5,975.5,27.4,Americas,XL,FC,MD,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidad Nacional de San Luis,Argentina,2026,1300.5,1100.5,3.9,Americas,L,FO,HI,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidad Nacional de San Martín (UNSAM),Argentina,2026,1401,1300.5,15.7,Americas,L,CO,HI,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidad Nacional del Centro de la Provincia de Buenos Aires,Argentina,2026,1300.5,1100.5,6.3,Americas,L,FC,MD,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidad Nacional del Litoral,Argentina,2026,1300.5,1300.5,18.1,Americas,XL,CO,HI,Public,2106,50839,34.9,1,63,37,15.342,13.5,9.6,16.9,25.2,33.3,QS + THE,Matched,TRUE,TRUE
Universidad Nacional del Sur,Argentina,2026,1401,1300.5,8.1,Americas,L,FC,HI,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidad Nacional Mayor de San Marcos,Peru,2026,975.5,925.5,28.9,Americas,XL,FC,HI,Public,2058,42959,13.3,1,44,56,16.505,20.6,10.6,13.8,16.6,34,QS + THE,Matched,TRUE,TRUE
Universidad ORT Uruguay,Uruguay,2026,1100.5,875.5,13.2,Americas,M,FO,MD,Private not for Profit,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidad Panamericana (UP),Mexico,2026,705.5,695.5,15.9,Americas,L,FO,HI,Private not for Profit,1995,17141,7.6,2,51,49,17.935,24.5,9.2,12.5,19.3,46.9,QS + THE,Matched,TRUE,TRUE
Universidad Pedagogica y Tecnologica de Colombia - UPTC,Colombia,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,2188,36136,18.7,0,55,45,11.434,13.9,8,6,16.4,34.1,THE only,THE record not matched in QS,FALSE,TRUE
Universidad Peruana Cayetano Heredia,Peru,2026,1100.5,1100.5,15.2,Americas,M,FO,VH,Private not for Profit,1079,8598,15.1,1,67,33,34.0635,20.2,16.1,61.2,33.7,49.7,QS + THE,Matched,TRUE,TRUE
Universidad Peruana de Ciencias Aplicadas (UPC),Peru,2026,1300.5,1300.5,17.8,Americas,XL,FO,HI,Private not for Profit,2171,81453,29.7,2,49,51,13.3725,12,8.8,13.6,17.2,33.5,QS + THE,Matched,TRUE,TRUE
Universidad Politécnica de Madrid,Spain,2026,334,321,43,Europe,XL,CO,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidad Politécnica Salesiana,Ecuador,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,2143,21393,20.3,1,41,59,14.3305,13.1,9.6,14.6,20.3,33.2,THE only,THE record not matched in QS,FALSE,TRUE
Universidad Pontificia Bolivariana,Colombia,2026,1100.5,925.5,10.7,Americas,M,FO,VH,Private not for Profit,1953,9763,11,3,57,43,18.7465,25.5,12,12.3,36.1,34.8,QS + THE,Matched,TRUE,TRUE
Universidad Pontificia Comillas,Spain,2026,581,544,12.3,Europe,M,FO,VH,Private not for Profit,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidad Rey Juan Carlos,Spain,2026,1100.5,1100.5,12.5,Europe,XL,CO,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidad San Francisco de Quito,Ecuador,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1356,8153,9,4,50,50,29.3985,24,12.1,44.2,19.3,63.7,THE only,THE record not matched in QS,FALSE,TRUE
Universidad San Ignacio de Loyola,Peru,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1935,24365,29.6,1,48,52,19.0245,12,10.1,29.4,16.7,40.9,THE only,THE record not matched in QS,FALSE,TRUE
Universidad Santo Tomás,Chile,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,2090,26783,21.2,0,68,32,15.76,13.4,10.7,15.4,16.6,45.6,THE only,THE record not matched in QS,FALSE,TRUE
Universidad Simón Bolívar Venezuela,Venezuela (Bolivarian Republic of),2026,1100.5,1100.5,19.5,Americas,S,FO,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidad Técnica de Manabí,Ecuador,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,2173,40183,41.4,1,61,39,13.343,9.6,9.3,8.9,16.1,60,THE only,THE record not matched in QS,FALSE,TRUE
Universidad Técnica Federico Santa María,Chile,2026,1100.5,975.5,13.3,Americas,L,FO,VH,Private not for Profit,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidad Técnica Particular de Loja,Ecuador,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,2149,38641,19.3,2,56,44,14.2195,13.4,8.5,12.1,20.1,44.9,THE only,THE record not matched in QS,FALSE,TRUE
Universidad Tecnológica Centroamericana (UNITEC) - Honduras,Honduras,2026,1401,-1,7.9,Americas,M,FO,HI,Private not for Profit,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidad Tecnológica de Panamá (UTP),Panama,2026,1300.5,1100.5,9.5,Americas,L,CO,MD,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidad Tecnológica Nacional (UTN),Argentina,2026,1300.5,1100.5,5.2,Americas,XL,SP,HI,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidad Torcuato Di Tella,Argentina,2026,975.5,975.5,18.4,Americas,S,SP,HI,Private not for Profit,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
"Universidade Católica Portuguesa, UCP",Portugal,2026,785.5,925.5,16.5,Europe,M,FO,VH,Private not for Profit,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidade da Coruña,Spain,2026,1100.5,1100.5,8.5,Europe,L,CO,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidade de Brasilia (UnB),Brazil,2026,825.5,755.5,34.8,Americas,XL,FC,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidade de Santiago de Compostela,Spain,2026,628,655.5,33.9,Europe,L,CO,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidade de São Paulo (USP),Brazil,2026,108,92,97.3,Americas,XL,FC,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidade de Vigo,Spain,2026,875.5,925.5,14,Europe,L,CO,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidade do Estado de Santa Catarina,Brazil,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1883,11738,11.5,1,55,45,20.463,31.5,11.8,16.2,27.4,23.9,THE only,THE record not matched in QS,FALSE,TRUE
Universidade do Estado do Rio de Janeiro (UERJ),Brazil,2026,1300.5,1300.5,13.2,Americas,XL,FC,HI,Public,1732,34661,11.8,0,55,45,23.5715,32.2,12.3,24.5,23.2,29.7,QS + THE,Matched,TRUE,TRUE
Universidade Eduardo Mondlane,Mozambique,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1393,41967,24.9,1,44,56,28.713,11.3,8.7,60.3,21.1,52.3,THE only,THE record not matched in QS,FALSE,TRUE
Universidade Estadual de Campinas (Unicamp),Brazil,2026,233,232,81.7,Americas,XL,FC,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidade Estadual de Feira de Santana (UEFS),Brazil,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,2008,10209,11.2,0,54,46,17.6035,21.4,9.8,18.7,17.9,28.3,THE only,THE record not matched in QS,FALSE,TRUE
Universidade Estadual de Maringá,Brazil,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1805,17887,11.4,0,56,44,22.1085,31.8,14.2,19.2,26.8,23.7,THE only,THE record not matched in QS,FALSE,TRUE
Universidade Estadual do Maranhão,Brazil,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,2184,20516,15.3,0,62,38,12.357,15.8,9.2,8.6,16.2,24,THE only,THE record not matched in QS,FALSE,TRUE
Universidade Estadual do Norte Fluminense Darcy Ribeiro,Brazil,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1801,6353,19.4,0,62,38,22.223,29.8,11.9,21.6,21.9,35,THE only,THE record not matched in QS,FALSE,TRUE
Universidade Estadual do Oeste do Paraná (Unioeste),Brazil,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,2108,13600,10.7,0,62,38,15.137,25.3,10,8.1,17.9,21.7,THE only,THE record not matched in QS,FALSE,TRUE
Universidade Estadual Paulista (Unesp),Brazil,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,745,37420,12.5,3,52,48,40.249,45.6,35.6,36.8,62.7,39,THE only,THE record not matched in QS,FALSE,TRUE
"Universidade Estadual Paulista ""Júlio de Mesquita Filho"" (UNESP)",Brazil,2026,450,489,53.3,Americas,XL,FC,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidade Federal da Bahia,Brazil,2026,1300.5,1300.5,13.5,Americas,XL,FC,HI,Public,1654,50721,19,1,54,46,24.7075,27.1,14.6,30,25.1,33,QS + THE,Matched,TRUE,TRUE
Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA),Brazil,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1793,4652,13,2,70,30,22.3815,23.2,13.1,27.5,30.4,30.3,THE only,THE record not matched in QS,FALSE,TRUE
Universidade Federal de Juiz de Fora,Brazil,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1667,24376,15.1,1,55,45,24.567,23.7,13.1,34.7,25.1,31.5,THE only,THE record not matched in QS,FALSE,TRUE
Universidade Federal de Minas Gerais,Brazil,2026,595,675.5,45.4,Americas,XL,FC,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidade Federal de Ouro Preto (UFOP),Brazil,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1743,13409,14.4,1,50,50,23.4245,22.3,22.2,23.5,35.2,26,THE only,THE record not matched in QS,FALSE,TRUE
Universidade Federal de Pernambuco (UFPE),Brazil,2026,1300.5,1100.5,16,Americas,XL,FC,HI,Public,1473,36048,13.2,0,52,48,27.676,33.8,18.5,25.6,62.5,28.8,QS + THE,Matched,TRUE,TRUE
Universidade Federal de Santa Catarina,Brazil,2026,825.5,785.5,26.1,Americas,L,FC,VH,Public,1035,36229,14.9,3,50,50,34.8395,36.3,22.4,40.8,65.5,37,QS + THE,Matched,TRUE,TRUE
Universidade Federal de Santa Maria,Brazil,2026,1300.5,1300.5,7,Americas,L,FC,HI,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidade Federal de São Paulo (UNIFESP),Brazil,2026,825.5,695.5,14.1,Americas,L,FC,VH,Public,919,20218,11.8,1,60,40,36.9075,36,25.3,46.2,59.2,36.3,QS + THE,Matched,TRUE,TRUE
Universidade Federal de Sergipe,Brazil,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1887,24819,14.7,0,54,46,20.408,20.1,10.6,27.5,22.8,29.9,THE only,THE record not matched in QS,FALSE,TRUE
Universidade Federal de Uberlândia,Brazil,2026,1401,1401,5.4,Americas,L,FC,HI,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidade Federal de Viçosa,Brazil,2026,1300.5,1300.5,6.8,Americas,L,FC,HI,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidade Federal do ABC (UFABC),Brazil,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1576,19284,25.4,1,38,62,25.9015,18.8,17.3,36,28.9,45.1,THE only,THE record not matched in QS,FALSE,TRUE
Universidade Federal do Ceará (UFC),Brazil,2026,1300.5,1300.5,11.3,Americas,XL,FC,HI,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidade Federal do Maranhão (UFMA),Brazil,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,2099,47330,23.5,0,53,47,15.444,15,12,15.8,24.6,24.2,THE only,THE record not matched in QS,FALSE,TRUE
Universidade Federal do Paraná (UFPR),Brazil,2026,1100.5,1100.5,19.4,Americas,XL,FC,VH,Public,1324,33204,12.2,8,50,50,29.98,37.2,18.5,29.7,51.9,35.4,QS + THE,Matched,TRUE,TRUE
Universidade Federal do Rio de Janeiro,Brazil,2026,317,304,73,Americas,XL,FC,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidade Federal do Rio Grande Do Norte,Brazil,2026,1401,1300.5,6.7,Americas,XL,FC,HI,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidade Federal do Rio Grande Do Sul,Brazil,2026,691,695.5,36.8,Americas,XL,FC,VH,Public,796,40018,14.4,1,52,48,39.2215,38.9,23.2,53.6,56.7,35.6,QS + THE,Matched,TRUE,TRUE
Universidade Federal Fluminense,Brazil,2026,1300.5,1100.5,12.5,Americas,XL,FC,HI,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidade Federal Rural do Semi-Arido,Brazil,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,2186,11086,14.8,0,41,59,12.0795,18,8.5,7.4,16.3,19.1,THE only,THE record not matched in QS,FALSE,TRUE
Universidade Lusófona,Portugal,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1579,12743,6.2,17,55,45,25.8485,23.6,9.9,36.9,20.7,54.9,THE only,THE record not matched in QS,FALSE,TRUE
Universidade Nova de Lisboa,Portugal,2026,327,388,40.1,Europe,L,FC,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Universidade Nove de Julho (Uninove),Brazil,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,2067,92549,20,1,58,42,16.3205,23.6,9.1,12,17.8,32.1,THE only,THE record not matched in QS,FALSE,TRUE
