university_name,country,year,ranking_source,rank,score,university_name_std,country_std,rank_original,score_original,rank_normalized,score_normalized
University of Tsukuba,Japan,2026,QS,350.0,41.5,university of tsukuba,japan,350,41.5,75.07142857142857,21.895861148197593
Quaid-i-azam University,Pakistan,2026,QS,354.0,41.3,quaid-i-azam university,pakistan,354,41.3,74.78571428571429,21.62883845126835
Nankai University,China (Mainland),2026,QS,355.0,41.2,nankai university,china (mainland),355,41.2,74.71428571428571,21.49532710280374
National Technical University of Athens,Greece,2026,QS,355.0,41.2,national technical university of athens,greece,355,41.2,74.71428571428571,21.49532710280374
Università degli Studi di Roma - Tor Vergata,Italy,2026,QS,355.0,41.2,università degli studi di roma - tor vergata,italy,355,41.2,74.71428571428571,21.49532710280374
George Washington University,United States of America,2026,QS,358.0,41.1,george washington university,united states of america,358,41.1,74.5,21.361815754339116
Mahidol University,Thailand,2026,QS,358.0,41.1,mahidol university,thailand,358,41.1,74.5,21.361815754339116
University of Victoria,Canada,2026,QS,358.0,41.1,university of victoria,canada,358,41.1,74.5,21.361815754339116
Virginia Polytechnic Institute (Virginia Tech),United States of America,2026,QS,358.0,41.1,virginia polytechnic institute (virginia tech),united states of america,358,41.1,74.5,21.361815754339116
University of Chinese Academy of Sciences (UCAS),China (Mainland),2026,QS,362.0,40.9,university of chinese academy of sciences (ucas),china (mainland),362,40.9,74.21428571428571,21.094793057409873
University of Pretoria,South Africa,2026,QS,362.0,40.9,university of pretoria,south africa,362,40.9,74.21428571428571,21.094793057409873
University of Tartu,Estonia,2026,QS,362.0,40.9,university of tartu,estonia,362,40.9,74.21428571428571,21.094793057409873
University of the Philippines,Philippines,2026,QS,362.0,40.9,university of the philippines,philippines,362,40.9,74.21428571428571,21.094793057409873
University of Turku,Finland,2026,QS,366.0,40.6,university of turku,finland,366,40.6,73.92857142857143,20.69425901201602
RUDN University,Russian Federation,2026,QS,367.0,40.5,rudn university,russian federation,367,40.5,73.85714285714286,20.5607476635514
Sciences Po Paris,France,2026,QS,367.0,40.5,sciences po paris,france,367,40.5,73.85714285714286,20.5607476635514
Universiti Brunei Darussalam (UBD),Brunei Darussalam,2026,QS,367.0,40.5,universiti brunei darussalam (ubd),brunei darussalam,367,40.5,73.85714285714286,20.5607476635514
Daegu Gyeongbuk Institute of Science and Technology (DGIST),Republic of Korea,2026,QS,370.0,40.4,daegu gyeongbuk institute of science and technology (dgist),republic of korea,370,40.4,73.64285714285714,20.427236315086777
Bogazici University,Türkiye,2026,QS,371.0,40.3,bogazici university,türkiye,371,40.3,73.57142857142858,20.293724966622158
National University of Sciences And Technology (NUST) Islamabad,Pakistan,2026,QS,371.0,40.3,national university of sciences and technology (nust) islamabad,pakistan,371,40.3,73.57142857142858,20.293724966622158
Pontificia Universidad Javeriana,Colombia,2026,QS,371.0,40.3,pontificia universidad javeriana,colombia,371,40.3,73.57142857142858,20.293724966622158
Oxford Brookes University,United Kingdom,2026,QS,374.0,40.0,oxford brookes university,united kingdom,374,40,73.35714285714286,19.893190921228303
Saint Petersburg State University,Russian Federation,2026,QS,375.0,39.9,saint petersburg state university,russian federation,375,39.9,73.28571428571429,19.75967957276368
Sharif University of Technology,Iran (Islamic Republic of),2026,QS,375.0,39.9,sharif university of technology,iran (islamic republic of),375,39.9,73.28571428571429,19.75967957276368
South China University of Technology,China (Mainland),2026,QS,377.0,39.8,south china university of technology,china (mainland),377,39.8,73.14285714285714,19.62616822429906
University of Saskatchewan,Canada,2026,QS,378.0,39.6,university of saskatchewan,canada,378,39.6,73.07142857142857,19.359145527369826
University of Liege,Belgium,2026,QS,379.0,39.5,university of liege,belgium,379,39.5,73.0,19.225634178905203
University of Naples - Federico II,Italy,2026,QS,379.0,39.5,university of naples - federico ii,italy,379,39.5,73.0,19.225634178905203
The American University in Cairo,Egypt,2026,QS,381.0,39.4,the american university in cairo,egypt,381,39.4,72.85714285714285,19.092122830440584
University of East Anglia (UEA),United Kingdom,2026,QS,381.0,39.4,university of east anglia (uea),united kingdom,381,39.4,72.85714285714285,19.092122830440584
University of Luxembourg,Luxembourg,2026,QS,381.0,39.4,university of luxembourg,luxembourg,381,39.4,72.85714285714285,19.092122830440584
Northeastern University,United States of America,2026,QS,384.0,39.3,northeastern university,united states of america,384,39.3,72.64285714285714,18.95861148197596
Brunel University of London,United Kingdom,2026,QS,385.0,39.1,brunel university of london,united kingdom,385,39.1,72.57142857142857,18.69158878504673
Gwangju Institute of Science and Technology (GIST),Republic of Korea,2026,QS,385.0,39.1,gwangju institute of science and technology (gist),republic of korea,385,39.1,72.57142857142857,18.69158878504673
Flinders University,Australia,2026,QS,387.0,39.0,flinders university,australia,387,39,72.42857142857143,18.558077436582106
Beihang University (former BUAA),China (Mainland),2026,QS,388.0,38.5,beihang university (former buaa),china (mainland),388,38.5,72.35714285714285,17.89052069425901
"Birkbeck College, University of London",United Kingdom,2026,QS,388.0,38.5,"birkbeck college, university of london",united kingdom,388,38.5,72.35714285714285,17.89052069425901
National and Kapodistrian University of Athens,Greece,2026,QS,390.0,38.4,national and kapodistrian university of athens,greece,390,38.4,72.21428571428572,17.757009345794387
Abu Dhabi University,United Arab Emirates,2026,QS,391.0,38.3,abu dhabi university,united arab emirates,391,38.3,72.14285714285714,17.623497997329764
Sejong University,Republic of Korea,2026,QS,392.0,38.2,sejong university,republic of korea,392,38.2,72.07142857142857,17.489986648865155
"Southeast University, China",China (Mainland),2026,QS,392.0,38.2,"southeast university, china",china (mainland),392,38.2,72.07142857142857,17.489986648865155
Universitat Politècnica de Catalunya,Spain,2026,QS,392.0,38.2,universitat politècnica de catalunya,spain,392,38.2,72.07142857142857,17.489986648865155
Aston University,United Kingdom,2026,QS,395.0,38.1,aston university,united kingdom,395,38.1,71.85714285714285,17.356475300400533
Ruhr-Universität Bochum,Germany,2026,QS,395.0,38.1,ruhr-universität bochum,germany,395,38.1,71.85714285714285,17.356475300400533
Lappeenranta-Lahti University of Technology LUT,Finland,2026,QS,397.0,37.7,lappeenranta-lahti university of technology lut,finland,397,37.7,71.71428571428572,16.82242990654206
University of Kent,United Kingdom,2026,QS,397.0,37.7,university of kent,united kingdom,397,37.7,71.71428571428572,16.82242990654206
IPB University (aka Bogor Agricultural University),Indonesia,2026,QS,399.0,37.6,ipb university (aka bogor agricultural university),indonesia,399,37.6,71.57142857142857,16.688918558077432
Western Sydney University,Australia,2026,QS,400.0,37.5,western sydney university,australia,400,37.5,71.5,16.555407209612813
Umeå University,Sweden,2026,QS,401.0,37.4,umeå university,sweden,401,37.4,71.42857142857143,16.42189586114819
University of Granada,Spain,2026,QS,401.0,37.4,university of granada,spain,401,37.4,71.42857142857143,16.42189586114819
University of Limerick,Ireland,2026,QS,401.0,37.4,university of limerick,ireland,401,37.4,71.42857142857143,16.42189586114819
Sabanci University,Türkiye,2026,QS,404.0,37.2,sabanci university,türkiye,404,37.2,71.21428571428572,16.15487316421896
University of Florence,Italy,2026,QS,404.0,37.2,university of florence,italy,404,37.2,71.21428571428572,16.15487316421896
Institut National des Sciences Appliquées de Lyon (INSA),France,2026,QS,406.0,37.1,institut national des sciences appliquées de lyon (insa),france,406,37.1,71.07142857142857,16.021361815754336
Lincoln University,New Zealand,2026,QS,407.0,37.0,lincoln university,new zealand,407,37,71.0,15.887850467289717
University of Turin,Italy,2026,QS,408.0,36.9,university of turin,italy,408,36.9,70.92857142857143,15.754339118825095
Università  Cattolica del Sacro Cuore,Italy,2026,QS,409.0,36.8,università cattolica del sacro cuore,italy,409,36.8,70.85714285714285,15.620827770360474
Auckland University of Technology,New Zealand,2026,QS,410.0,36.7,auckland university of technology,new zealand,410,36.7,70.78571428571429,15.48731642189586
Dublin City University,Ireland,2026,QS,410.0,36.7,dublin city university,ireland,410,36.7,70.78571428571429,15.48731642189586
Sunway University,Malaysia,2026,QS,410.0,36.7,sunway university,malaysia,410,36.7,70.78571428571429,15.48731642189586
University at Buffalo SUNY,United States of America,2026,QS,410.0,36.7,university at buffalo suny,united states of america,410,36.7,70.78571428571429,15.48731642189586
University of Southern Queensland,Australia,2026,QS,410.0,36.7,university of southern queensland,australia,410,36.7,70.78571428571429,15.48731642189586
Bilkent University,Türkiye,2026,QS,415.0,36.6,bilkent university,türkiye,415,36.6,70.42857142857143,15.35380507343124
Czech Technical University In Prague,Czechia,2026,QS,416.0,36.5,czech technical university in prague,czechia,416,36.5,70.35714285714286,15.220293724966618
Julius-Maximilians-Universität Würzburg,Germany,2026,QS,416.0,36.5,julius-maximilians-universität würzburg,germany,416,36.5,70.35714285714286,15.220293724966618
Universität Mannheim,Germany,2026,QS,416.0,36.5,universität mannheim,germany,416,36.5,70.35714285714286,15.220293724966618
University of Aveiro,Portugal,2026,QS,419.0,36.4,university of aveiro,portugal,419,36.4,70.14285714285714,15.086782376501997
National Taipei University of Technology,Taiwan,2026,QS,420.0,36.3,national taipei university of technology,taiwan,420,36.3,70.07142857142857,14.953271028037376
Université de Strasbourg,France,2026,QS,420.0,36.3,université de strasbourg,france,420,36.3,70.07142857142857,14.953271028037376
Universitat Politecnica de Valencia,Spain,2026,QS,422.0,36.2,universitat politecnica de valencia,spain,422,36.2,69.92857142857143,14.819759679572764
Murdoch University,Australia,2026,QS,423.0,36.1,murdoch university,australia,423,36.1,69.85714285714286,14.686248331108143
Tampere University,Finland,2026,QS,423.0,36.1,tampere university,finland,423,36.1,69.85714285714286,14.686248331108143
Università  degli Studi di Pavia,Italy,2026,QS,423.0,36.1,università degli studi di pavia,italy,423,36.1,69.85714285714286,14.686248331108143
Washington State University,United States of America,2026,QS,423.0,36.1,washington state university,united states of america,423,36.1,69.85714285714286,14.686248331108143
Graz University of Technology,Austria,2026,QS,427.0,36.0,graz university of technology,austria,427,36,69.57142857142857,14.552736982643522
Aix-Marseille University,France,2026,QS,428.0,35.9,aix-marseille university,france,428,35.9,69.5,14.4192256341789
University of Dundee,United Kingdom,2026,QS,428.0,35.9,university of dundee,united kingdom,428,35.9,69.5,14.4192256341789
Masaryk University,Czechia,2026,QS,430.0,35.7,masaryk university,czechia,430,35.7,69.35714285714286,14.152202937249667
Universitat de Valencia,Spain,2026,QS,430.0,35.7,universitat de valencia,spain,430,35.7,69.35714285714286,14.152202937249667
Université de Montpellier,France,2026,QS,430.0,35.7,université de montpellier,france,430,35.7,69.35714285714286,14.152202937249667
East China Normal University,China (Mainland),2026,QS,433.0,35.6,east china normal university,china (mainland),433,35.6,69.14285714285714,14.018691588785046
Leibniz Universität Hannover,Germany,2026,QS,433.0,35.6,leibniz universität hannover,germany,433,35.6,69.14285714285714,14.018691588785046
National Taiwan Normal University,Taiwan,2026,QS,435.0,35.4,national taiwan normal university,taiwan,435,35.4,69.0,13.751668891855804
Prince Mohammad Bin Fahd University,Saudi Arabia,2026,QS,436.0,35.2,prince mohammad bin fahd university,saudi arabia,436,35.2,68.92857142857143,13.484646194926569
Universitat Ramon Llull,Spain,2026,QS,436.0,35.2,universitat ramon llull,spain,436,35.2,68.92857142857143,13.484646194926569
IE University,Spain,2026,QS,438.0,35.1,ie university,spain,438,35.1,68.78571428571428,13.351134846461948
National Sun Yat-sen University,Taiwan,2026,QS,439.0,35.0,national sun yat-sen university,taiwan,439,35,68.71428571428572,13.217623497997327
Ajman University,United Arab Emirates,2026,QS,440.0,34.9,ajman university,united arab emirates,440,34.9,68.64285714285714,13.084112149532706
James Cook University,Australia,2026,QS,440.0,34.9,james cook university,australia,440,34.9,68.64285714285714,13.084112149532706
Macau University of Science and Technology,"Macao SAR, China",2026,QS,440.0,34.9,macau university of science and technology,"macao sar, china",440,34.9,68.64285714285714,13.084112149532706
"National Research University Higher School of Economics (HSE, Moscow)",Russian Federation,2026,QS,440.0,34.9,"national research university higher school of economics (hse, moscow)",russian federation,440,34.9,68.64285714285714,13.084112149532706
Universität Konstanz,Germany,2026,QS,440.0,34.9,universität konstanz,germany,440,34.9,68.64285714285714,13.084112149532706
"University of California, Riverside",United States of America,2026,QS,440.0,34.9,"university of california, riverside",united states of america,440,34.9,68.64285714285714,13.084112149532706
Vilnius University,Lithuania,2026,QS,446.0,34.8,vilnius university,lithuania,446,34.8,68.21428571428572,12.950600801068084
Belarusian State University,Belarus,2026,QS,447.0,34.6,belarusian state university,belarus,447,34.6,68.14285714285714,12.683578104138851
Universität Bayreuth,Germany,2026,QS,448.0,34.5,universität bayreuth,germany,448,34.5,68.07142857142857,12.55006675567423
Iowa State University,United States of America,2026,QS,449.0,34.4,iowa state university,united states of america,449,34.4,68.0,12.416555407209607
Kazan Federal University,Russian Federation,2026,QS,450.0,34.3,kazan federal university,russian federation,450,34.3,67.92857142857143,12.283044058744986
"Universidade Estadual Paulista ""Júlio de Mesquita Filho"" (UNESP)",Brazil,2026,QS,450.0,34.3,"universidade estadual paulista ""júlio de mesquita filho"" (unesp)",brazil,450,34.3,67.92857142857143,12.283044058744986
Johannes Gutenberg Universität Mainz,Germany,2026,QS,452.0,34.2,johannes gutenberg universität mainz,germany,452,34.2,67.78571428571428,12.149532710280376
Shenzhen University,China (Mainland),2026,QS,452.0,34.2,shenzhen university,china (mainland),452,34.2,67.78571428571428,12.149532710280376
Stony Brook University,United States of America,2026,QS,452.0,34.2,stony brook university,united states of america,452,34.2,67.78571428571428,12.149532710280376
University of Cyprus,Cyprus,2026,QS,452.0,34.2,university of cyprus,cyprus,452,34.2,67.78571428571428,12.149532710280376
Amirkabir University of Technology,Iran (Islamic Republic of),2026,QS,456.0,34.1,amirkabir university of technology,iran (islamic republic of),456,34.1,67.5,12.016021361815755
University of Essex,United Kingdom,2026,QS,456.0,34.1,university of essex,united kingdom,456,34.1,67.5,12.016021361815755
Colorado State University,United States of America,2026,QS,458.0,34.0,colorado state university,united states of america,458,34,67.35714285714286,11.882510013351132
Universidad Nacional de La Plata,Argentina,2026,QS,458.0,34.0,universidad nacional de la plata,argentina,458,34,67.35714285714286,11.882510013351132
"University of California, Santa Cruz",United States of America,2026,QS,458.0,34.0,"university of california, santa cruz",united states of america,458,34,67.35714285714286,11.882510013351132
Jordan University of Science & Technology,Jordan,2026,QS,461.0,33.9,jordan university of science & technology,jordan,461,33.9,67.14285714285714,11.74899866488651
Novosibirsk State University,Russian Federation,2026,QS,461.0,33.9,novosibirsk state university,russian federation,461,33.9,67.14285714285714,11.74899866488651
Royal Holloway University of London,United Kingdom,2026,QS,461.0,33.9,royal holloway university of london,united kingdom,461,33.9,67.14285714285714,11.74899866488651
Università Vita-Salute San Raffaele,Italy,2026,QS,461.0,33.9,università vita-salute san raffaele,italy,461,33.9,67.14285714285714,11.74899866488651
Anna University,India,2026,QS,465.0,33.8,anna university,india,465,33.8,66.85714285714286,11.61548731642189
Concordia University,Canada,2026,QS,465.0,33.8,concordia university,canada,465,33.8,66.85714285714286,11.61548731642189
Shanghai University,China (Mainland),2026,QS,465.0,33.8,shanghai university,china (mainland),465,33.8,66.85714285714286,11.61548731642189
University of Kansas,United States of America,2026,QS,465.0,33.8,university of kansas,united states of america,465,33.8,66.85714285714286,11.61548731642189
Ben Gurion University of The Negev,Israel,2026,QS,469.0,33.7,ben gurion university of the negev,israel,469,33.7,66.57142857142857,11.481975967957277
Laval University,Canada,2026,QS,469.0,33.7,laval university,canada,469,33.7,66.57142857142857,11.481975967957277
Tashkent Institute of Irrigation and Agricultural Mechanization Engineers - National Research University (TIIAME-NRU),Uzbekistan,2026,QS,469.0,33.7,tashkent institute of irrigation and agricultural mechanization engineers - national research university (tiiame-nru),uzbekistan,469,33.7,66.57142857142857,11.481975967957277
Universidad de Sevilla,Spain,2026,QS,469.0,33.7,universidad de sevilla,spain,469,33.7,66.57142857142857,11.481975967957277
Jilin University,China (Mainland),2026,QS,473.0,33.5,jilin university,china (mainland),473,33.5,66.28571428571428,11.214953271028035
Johannes Kepler University Linz,Austria,2026,QS,473.0,33.5,johannes kepler university linz,austria,473,33.5,66.28571428571428,11.214953271028035
Pusan National University,Republic of Korea,2026,QS,473.0,33.5,pusan national university,republic of korea,473,33.5,66.28571428571428,11.214953271028035
Università della Svizzera Italiana,Switzerland,2026,QS,473.0,33.5,università della svizzera italiana,switzerland,473,33.5,66.28571428571428,11.214953271028035
Moscow Institute of Physics and Technology State University,Russian Federation,2026,QS,477.0,33.4,moscow institute of physics and technology state university,russian federation,477,33.4,66.0,11.081441922563414
Universität Potsdam,Germany,2026,QS,477.0,33.4,universität potsdam,germany,477,33.4,66.0,11.081441922563414
Chung-Ang University,Republic of Korea,2026,QS,479.0,33.3,chung-ang university,republic of korea,479,33.3,65.85714285714286,10.947930574098793
Hiroshima University,Japan,2026,QS,480.0,33.2,hiroshima university,japan,480,33.2,65.78571428571428,10.814419225634179
University of Science and Technology Beijing,China (Mainland),2026,QS,480.0,33.2,university of science and technology beijing,china (mainland),480,33.2,65.78571428571428,10.814419225634179
Dalian University of Technology,China (Mainland),2026,QS,482.0,33.0,dalian university of technology,china (mainland),482,33,65.64285714285715,10.547396528704937
Duy Tan University,Viet Nam,2026,QS,482.0,33.0,duy tan university,viet nam,482,33,65.64285714285715,10.547396528704937
Kobe University,Japan,2026,QS,482.0,33.0,kobe university,japan,482,33,65.64285714285715,10.547396528704937
Aristotle University of Thessaloniki,Greece,2026,QS,485.0,32.9,aristotle university of thessaloniki,greece,485,32.9,65.42857142857143,10.413885180240316
University of Trento,Italy,2026,QS,485.0,32.9,university of trento,italy,485,32.9,65.42857142857143,10.413885180240316
Edith Cowan University,Australia,2026,QS,487.0,32.8,edith cowan university,australia,487,32.8,65.28571428571428,10.280373831775695
Technische Universität Bergakademie Freiberg,Germany,2026,QS,487.0,32.8,technische universität bergakademie freiberg,germany,487,32.8,65.28571428571428,10.280373831775695
Warsaw University of Technology,Poland,2026,QS,487.0,32.8,warsaw university of technology,poland,487,32.8,65.28571428571428,10.280373831775695
Universidad de Santiago de Chile - USACH,Chile,2026,QS,490.0,32.7,universidad de santiago de chile - usach,chile,490,32.7,65.07142857142857,10.146862483311082
Central South University,China (Mainland),2026,QS,491.0,32.6,central south university,china (mainland),491,32.6,65.0,10.013351134846461
Imam Abdulrahman Bin Faisal University (formerly University of Dammam),Saudi Arabia,2026,QS,491.0,32.6,imam abdulrahman bin faisal university (formerly university of dammam),saudi arabia,491,32.6,65.0,10.013351134846461
Universiti Utara Malaysia (UUM),Malaysia,2026,QS,491.0,32.6,universiti utara malaysia (uum),malaysia,491,32.6,65.0,10.013351134846461
Université de Bordeaux,France,2026,QS,494.0,32.5,université de bordeaux,france,494,32.5,64.78571428571429,9.87983978638184
University of Canberra,Australia,2026,QS,494.0,32.5,university of canberra,australia,494,32.5,64.78571428571429,9.87983978638184
Iran University of Science and Technology,Iran (Islamic Republic of),2026,QS,496.0,32.4,iran university of science and technology,iran (islamic republic of),496,32.4,64.64285714285715,9.746328437917219
Justus-Liebig-Universität Gießen,Germany,2026,QS,496.0,32.4,justus-liebig-universität gießen,germany,496,32.4,64.64285714285715,9.746328437917219
University of Jyväskylä,Finland,2026,QS,498.0,32.3,university of jyväskylä,finland,498,32.3,64.5,9.612817089452596
Central Queensland University Australia (CQUniversity),Australia,2026,QS,499.0,32.2,central queensland university australia (cquniversity),australia,499,32.2,64.42857142857143,9.479305740987986
Northwestern Polytechnical University,China (Mainland),2026,QS,499.0,32.2,northwestern polytechnical university,china (mainland),499,32.2,64.42857142857143,9.479305740987986
Tomsk State University,Russian Federation,2026,QS,499.0,32.2,tomsk state university,russian federation,499,32.2,64.42857142857143,9.479305740987986
Universidad de Costa Rica,Costa Rica,2026,QS,499.0,32.2,universidad de costa rica,costa rica,499,32.2,64.42857142857143,9.479305740987986
Shoolini University of Biotechnology and Management Sciences,India,2026,QS,503.0,32.1,shoolini university of biotechnology and management sciences,india,503,32.1,64.14285714285714,9.345794392523365
China Agricultural University,China (Mainland),2026,QS,504.0,32.0,china agricultural university,china (mainland),504,32,64.07142857142857,9.212283044058744
Chongqing University,China (Mainland),2026,QS,504.0,32.0,chongqing university,china (mainland),504,32,64.07142857142857,9.212283044058744
Ewha Womans University,Republic of Korea,2026,QS,504.0,32.0,ewha womans university,republic of korea,504,32,64.07142857142857,9.212283044058744
Hunan University,China (Mainland),2026,QS,504.0,32.0,hunan university,china (mainland),504,32,64.07142857142857,9.212283044058744
University of Guelph,Canada,2026,QS,504.0,32.0,university of guelph,canada,504,32,64.07142857142857,9.212283044058744
China Medical University,Taiwan,2026,QS,509.0,31.9,china medical university,taiwan,509,31.9,63.714285714285715,9.07877169559412
Institut Teknologi Sepuluh Nopember (ITS),Indonesia,2026,QS,509.0,31.9,institut teknologi sepuluh nopember (its),indonesia,509,31.9,63.714285714285715,9.07877169559412
INTI International University,Malaysia,2026,QS,509.0,31.9,inti international university,malaysia,509,31.9,63.714285714285715,9.07877169559412
Ateneo de Manila University,Philippines,2026,QS,511.0,31.6,ateneo de manila university,philippines,511,31.6,63.57142857142857,8.678237650200266
Singapore Management University,Singapore,2026,QS,511.0,31.6,singapore management university,singapore,511,31.6,63.57142857142857,8.678237650200266
SOAS University of London,United Kingdom,2026,QS,511.0,31.6,soas university of london,united kingdom,511,31.6,63.57142857142857,8.678237650200266
University of Bradford,United Kingdom,2026,QS,511.0,31.6,university of bradford,united kingdom,511,31.6,63.57142857142857,8.678237650200266
Lebanese University,Lebanon,2026,QS,515.0,31.5,lebanese university,lebanon,515,31.5,63.28571428571429,8.544726301735645
Universitas Padjadjaran (UNPAD),Indonesia,2026,QS,515.0,31.5,universitas padjadjaran (unpad),indonesia,515,31.5,63.28571428571429,8.544726301735645
Pontificia Universidad Católica Argentina Santa María de los Buenos Aires - UCA,Argentina,2026,QS,517.0,31.4,pontificia universidad católica argentina santa maría de los buenos aires - uca,argentina,517,31.4,63.142857142857146,8.411214953271024
University of Stirling,United Kingdom,2026,QS,517.0,31.4,university of stirling,united kingdom,517,31.4,63.142857142857146,8.411214953271024
Kyungpook National University,Republic of Korea,2026,QS,519.0,31.3,kyungpook national university,republic of korea,519,31.3,63.0,8.277703604806407
Singapore University of Technology and Design,Singapore,2026,QS,519.0,31.3,singapore university of technology and design,singapore,519,31.3,63.0,8.277703604806407
Universidad Austral - Argentina,Argentina,2026,QS,519.0,31.3,universidad austral - argentina,argentina,519,31.3,63.0,8.277703604806407
University of Electronic Science and Technology of China,China (Mainland),2026,QS,519.0,31.3,university of electronic science and technology of china,china (mainland),519,31.3,63.0,8.277703604806407
Ural Federal University,Russian Federation,2026,QS,519.0,31.3,ural federal university,russian federation,519,31.3,63.0,8.277703604806407
University of Huddersfield,United Kingdom,2026,QS,524.0,31.2,university of huddersfield,united kingdom,524,31.2,62.642857142857146,8.144192256341785
The University of Georgia,United States of America,2026,QS,525.0,31.1,the university of georgia,united states of america,525,31.1,62.57142857142857,8.010680907877168
Boston College,United States of America,2026,QS,526.0,30.9,boston college,united states of america,526,30.9,62.5,7.743658210947927
Chiang Mai University,Thailand,2026,QS,526.0,30.9,chiang mai university,thailand,526,30.9,62.5,7.743658210947927
University of Hull,United Kingdom,2026,QS,526.0,30.9,university of hull,united kingdom,526,30.9,62.5,7.743658210947927
University of Salamanca,Spain,2026,QS,526.0,30.9,university of salamanca,spain,526,30.9,62.5,7.743658210947927
The Education University of Hong Kong,"Hong Kong SAR, China",2026,QS,530.0,30.8,the education university of hong kong,"hong kong sar, china",530,30.8,62.21428571428571,7.610146862483309
Universität Bremen,Germany,2026,QS,530.0,30.8,universität bremen,germany,530,30.8,62.21428571428571,7.610146862483309
University of Genoa,Italy,2026,QS,530.0,30.8,university of genoa,italy,530,30.8,62.21428571428571,7.610146862483309
University of Iowa,United States of America,2026,QS,530.0,30.8,university of iowa,united states of america,530,30.8,62.21428571428571,7.610146862483309
University of Connecticut,United States of America,2026,QS,534.0,30.7,university of connecticut,united states of america,534,30.7,61.92857142857143,7.476635514018688
King Khalid University,Saudi Arabia,2026,QS,535.0,30.6,king khalid university,saudi arabia,535,30.6,61.857142857142854,7.343124165554071
Lebanese American University,Lebanon,2026,QS,535.0,30.6,lebanese american university,lebanon,535,30.6,61.857142857142854,7.343124165554071
Prince Sultan University,Saudi Arabia,2026,QS,535.0,30.6,prince sultan university,saudi arabia,535,30.6,61.857142857142854,7.343124165554071
Universität Leipzig,Germany,2026,QS,535.0,30.6,universität leipzig,germany,535,30.6,61.857142857142854,7.343124165554071
University of Ljubljana,Slovenia,2026,QS,535.0,30.6,university of ljubljana,slovenia,535,30.6,61.857142857142854,7.343124165554071
Jinan University (China),China (Mainland),2026,QS,540.0,30.5,jinan university (china),china (mainland),540,30.5,61.5,7.20961281708945
University of Utah,United States of America,2026,QS,540.0,30.5,university of utah,united states of america,540,30.5,61.5,7.20961281708945
Ain Shams University,Egypt,2026,QS,542.0,30.3,ain shams university,egypt,542,30.3,61.357142857142854,6.9425901201602125
Universiti Teknologi MARA - UiTM,Malaysia,2026,QS,542.0,30.3,universiti teknologi mara - uitm,malaysia,542,30.3,61.357142857142854,6.9425901201602125
University of Milano-Bicocca,Italy,2026,QS,542.0,30.3,university of milano-bicocca,italy,542,30.3,61.357142857142854,6.9425901201602125
University of the Punjab,Pakistan,2026,QS,542.0,30.3,university of the punjab,pakistan,542,30.3,61.357142857142854,6.9425901201602125
Universität Ulm,Germany,2026,QS,546.0,30.2,universität ulm,germany,546,30.2,61.07142857142858,6.809078771695591
University of Hawaii at Mañoa,United States of America,2026,QS,546.0,30.2,university of hawaii at mañoa,united states of america,546,30.2,61.07142857142858,6.809078771695591
University of Windsor,Canada,2026,QS,546.0,30.2,university of windsor,canada,546,30.2,61.07142857142858,6.809078771695591
Florida State University,United States of America,2026,QS,549.0,30.1,florida state university,united states of america,549,30.1,60.857142857142854,6.675567423230974
Northumbria University at Newcastle,United Kingdom,2026,QS,550.0,30.0,northumbria university at newcastle,united kingdom,550,30,60.785714285714285,6.542056074766353
Thammasat University,Thailand,2026,QS,551.0,29.9,thammasat university,thailand,551,29.9,60.71428571428571,6.408544726301732
Universiti Tenaga Nasional (UNITEN),Malaysia,2026,QS,551.0,29.9,universiti tenaga nasional (uniten),malaysia,551,29.9,60.71428571428571,6.408544726301732
Hitotsubashi University,Japan,2026,QS,553.0,29.8,hitotsubashi university,japan,553,29.8,60.57142857142858,6.275033377837115
University of Delaware,United States of America,2026,QS,553.0,29.8,university of delaware,united states of america,553,29.8,60.57142857142858,6.275033377837115
Lahore University of Management Sciences (LUMS),Pakistan,2026,QS,555.0,29.7,lahore university of management sciences (lums),pakistan,555,29.7,60.42857142857143,6.141522029372493
Indian Institute of Technology Indore,India,2026,QS,556.0,29.6,indian institute of technology indore,india,556,29.6,60.357142857142854,6.008010680907877
University of Houston,United States of America,2026,QS,556.0,29.6,university of houston,united states of america,556,29.6,60.357142857142854,6.008010680907877
Al Ain University,United Arab Emirates,2026,QS,558.0,29.5,al ain university,united arab emirates,558,29.5,60.21428571428571,5.874499332443255
Coventry University,United Kingdom,2026,QS,558.0,29.5,coventry university,united kingdom,558,29.5,60.21428571428571,5.874499332443255
Jawaharlal Nehru University,India,2026,QS,558.0,29.5,jawaharlal nehru university,india,558,29.5,60.21428571428571,5.874499332443255
Sogang University,Republic of Korea,2026,QS,558.0,29.5,sogang university,republic of korea,558,29.5,60.21428571428571,5.874499332443255
University of Kwazulu-Natal,South Africa,2026,QS,558.0,29.5,university of kwazulu-natal,south africa,558,29.5,60.21428571428571,5.874499332443255
Ajou University,Republic of Korea,2026,QS,563.0,29.4,ajou university,republic of korea,563,29.4,59.857142857142854,5.740987983978634
American University of the Middle East,Kuwait,2026,QS,563.0,29.4,american university of the middle east,kuwait,563,29.4,59.857142857142854,5.740987983978634
University of Debrecen,Hungary,2026,QS,563.0,29.4,university of debrecen,hungary,563,29.4,59.857142857142854,5.740987983978634
