university_name,country,year,ranking_source,rank,score,university_name_std,country_std,rank_original,rank_numeric,score_original,score_numeric,rank_normalized,score_normalized
Addis Ababa University,Ethiopia,2026,QS,875.5,,addis ababa university,ethiopia,851-900,875.5,-,,60.06849315068493,
Altai State University,Russian Federation,2026,QS,875.5,,altai state university,russian federation,851-900,875.5,-,,60.06849315068493,
Auburn University,United States of America,2026,QS,875.5,,auburn university,united states of america,851-900,875.5,-,,60.06849315068493,
Australian Catholic University,Australia,2026,QS,875.5,,australian catholic university,australia,851-900,875.5,-,,60.06849315068493,
Azerbaijan State Oil and Industry University,Azerbaijan,2026,QS,875.5,,azerbaijan state oil and industry university,azerbaijan,851-900,875.5,-,,60.06849315068493,
Azerbaijan Technical University,Azerbaijan,2026,QS,875.5,,azerbaijan technical university,azerbaijan,851-900,875.5,-,,60.06849315068493,
Beijing Jiaotong University,China (Mainland),2026,QS,875.5,,beijing jiaotong university,china (mainland),851-900,875.5,-,,60.06849315068493,
Belarusian National Technical University,Belarus,2026,QS,875.5,,belarusian national technical university,belarus,851-900,875.5,-,,60.06849315068493,
BINUS UNIVERSITY (Bina Nusantara University),Indonesia,2026,QS,875.5,,binus university (bina nusantara university),indonesia,851-900,875.5,-,,60.06849315068493,
Catania University,Italy,2026,QS,875.5,,catania university,italy,851-900,875.5,-,,60.06849315068493,
China University of Geosciences,China (Mainland),2026,QS,875.5,,china university of geosciences,china (mainland),851-900,875.5,-,,60.06849315068493,
Chungnam National University,Republic of Korea,2026,QS,875.5,,chungnam national university,republic of korea,851-900,875.5,-,,60.06849315068493,
Dhofar University,Oman,2026,QS,875.5,,dhofar university,oman,851-900,875.5,-,,60.06849315068493,
Edinburgh Napier University,United Kingdom,2026,QS,875.5,,edinburgh napier university,united kingdom,851-900,875.5,-,,60.06849315068493,
Effat University,Saudi Arabia,2026,QS,875.5,,effat university,saudi arabia,851-900,875.5,-,,60.06849315068493,
European University of Lefke (EUL),Northern Cyprus,2026,QS,875.5,,european university of lefke (eul),northern cyprus,851-900,875.5,-,,60.06849315068493,
I.M. Sechenov First Moscow State Medical University,Russian Federation,2026,QS,875.5,,i.m. sechenov first moscow state medical university,russian federation,851-900,875.5,-,,60.06849315068493,
Imam Muhammad Ibn Saud Islamic University - IMSIU,Saudi Arabia,2026,QS,875.5,,imam muhammad ibn saud islamic university - imsiu,saudi arabia,851-900,875.5,-,,60.06849315068493,
Instituto Politécnico Nacional (IPN),Mexico,2026,QS,875.5,,instituto politécnico nacional (ipn),mexico,851-900,875.5,-,,60.06849315068493,
Jiangnan University,China (Mainland),2026,QS,875.5,,jiangnan university,china (mainland),851-900,875.5,-,,60.06849315068493,
Liverpool John Moores University,United Kingdom,2026,QS,875.5,,liverpool john moores university,united kingdom,851-900,875.5,-,,60.06849315068493,
Louisiana State University,United States of America,2026,QS,875.5,,louisiana state university,united states of america,851-900,875.5,-,,60.06849315068493,
Manipal Academy of Higher Education - Manipal University (MAHE),India,2026,QS,875.5,,manipal academy of higher education - manipal university (mahe),india,851-900,875.5,-,,60.06849315068493,
Mendel University in Brno,Czechia,2026,QS,875.5,,mendel university in brno,czechia,851-900,875.5,-,,60.06849315068493,
Multimedia University (MMU),Malaysia,2026,QS,875.5,,multimedia university (mmu),malaysia,851-900,875.5,-,,60.06849315068493,
Nantes University,France,2026,QS,875.5,,nantes university,france,851-900,875.5,-,,60.06849315068493,
O. P. Jindal Global University (JGU),India,2026,QS,875.5,,o. p. jindal global university (jgu),india,851-900,875.5,-,,60.06849315068493,
Oklahoma State University,United States of America,2026,QS,875.5,,oklahoma state university,united states of america,851-900,875.5,-,,60.06849315068493,
Prince of Songkla University,Thailand,2026,QS,875.5,,prince of songkla university,thailand,851-900,875.5,-,,60.06849315068493,
Tokyo University of Agriculture and Technology,Japan,2026,QS,875.5,,tokyo university of agriculture and technology,japan,851-900,875.5,-,,60.06849315068493,
Universidad Anahuac,Mexico,2026,QS,875.5,,universidad anahuac,mexico,851-900,875.5,-,,60.06849315068493,
Universidad Nacional de Córdoba,Argentina,2026,QS,875.5,,universidad nacional de córdoba,argentina,851-900,875.5,-,,60.06849315068493,
Universidade de Vigo,Spain,2026,QS,875.5,,universidade de vigo,spain,851-900,875.5,-,,60.06849315068493,
Universita' degli Studi della Tuscia,Italy,2026,QS,875.5,,universita' degli studi della tuscia,italy,851-900,875.5,-,,60.06849315068493,
Universität Düsseldorf,Germany,2026,QS,875.5,,universität düsseldorf,germany,851-900,875.5,-,,60.06849315068493,
Universität Rostock,Germany,2026,QS,875.5,,universität rostock,germany,851-900,875.5,-,,60.06849315068493,
Université de Franche-Comté,France,2026,QS,875.5,,université de franche-comté,france,851-900,875.5,-,,60.06849315068493,
Université du Québec,Canada,2026,QS,875.5,,université du québec,canada,851-900,875.5,-,,60.06849315068493,
Universiti Pendidikan Sultan Idris (UPSI),Malaysia,2026,QS,875.5,,universiti pendidikan sultan idris (upsi),malaysia,851-900,875.5,-,,60.06849315068493,
"University of Colorado, Denver",United States of America,2026,QS,875.5,,"university of colorado, denver",united states of america,851-900,875.5,-,,60.06849315068493,
University of Dubai,United Arab Emirates,2026,QS,875.5,,university of dubai,united arab emirates,851-900,875.5,-,,60.06849315068493,
University of Gdansk,Poland,2026,QS,875.5,,university of gdansk,poland,851-900,875.5,-,,60.06849315068493,
University of Ghana,Ghana,2026,QS,875.5,,university of ghana,ghana,851-900,875.5,-,,60.06849315068493,
University of Santo Tomas,Philippines,2026,QS,875.5,,university of santo tomas,philippines,851-900,875.5,-,,60.06849315068493,
University of Seoul,Republic of Korea,2026,QS,875.5,,university of seoul,republic of korea,851-900,875.5,-,,60.06849315068493,
University of Stavanger,Norway,2026,QS,875.5,,university of stavanger,norway,851-900,875.5,-,,60.06849315068493,
Verona University,Italy,2026,QS,875.5,,verona university,italy,851-900,875.5,-,,60.06849315068493,
Vilnius Gediminas Technical University,Lithuania,2026,QS,875.5,,vilnius gediminas technical university,lithuania,851-900,875.5,-,,60.06849315068493,
Worcester Polytechnic Institute,United States of America,2026,QS,875.5,,worcester polytechnic institute,united states of america,851-900,875.5,-,,60.06849315068493,
Wroclaw University of Science and Technology (WUST),Poland,2026,QS,875.5,,wroclaw university of science and technology (wust),poland,851-900,875.5,-,,60.06849315068493,
Yarmouk University,Jordan,2026,QS,875.5,,yarmouk university,jordan,851-900,875.5,-,,60.06849315068493,
Al Jouf University,Saudi Arabia,2026,QS,925.5,,al jouf university,saudi arabia,901-950,925.5,-,,57.78538812785388,
American University of Central Asia,Kyrgyzstan,2026,QS,925.5,,american university of central asia,kyrgyzstan,901-950,925.5,-,,57.78538812785388,
Baku Engineering University,Azerbaijan,2026,QS,925.5,,baku engineering university,azerbaijan,901-950,925.5,-,,57.78538812785388,
Chonnam National University,Republic of Korea,2026,QS,925.5,,chonnam national university,republic of korea,901-950,925.5,-,,57.78538812785388,
Colegio de México,Mexico,2026,QS,925.5,,colegio de méxico,mexico,901-950,925.5,-,,57.78538812785388,
Future University in Egypt,Egypt,2026,QS,925.5,,future university in egypt,egypt,901-950,925.5,-,,57.78538812785388,
Gazi Üniversitesi,Türkiye,2026,QS,925.5,,gazi üniversitesi,türkiye,901-950,925.5,-,,57.78538812785388,
Gulf University for Science and Technology (GUST),Kuwait,2026,QS,925.5,,gulf university for science and technology (gust),kuwait,901-950,925.5,-,,57.78538812785388,
Huazhong Agricultural University,China (Mainland),2026,QS,925.5,,huazhong agricultural university,china (mainland),901-950,925.5,-,,57.78538812785388,
Kanazawa University,Japan,2026,QS,925.5,,kanazawa university,japan,901-950,925.5,-,,57.78538812785388,
Kansas State University,United States of America,2026,QS,925.5,,kansas state university,united states of america,901-950,925.5,-,,57.78538812785388,
Karaganda Buketov University,Kazakhstan,2026,QS,925.5,,karaganda buketov university,kazakhstan,901-950,925.5,-,,57.78538812785388,
Khon Kaen University,Thailand,2026,QS,925.5,,khon kaen university,thailand,901-950,925.5,-,,57.78538812785388,
King Mongkut's University of Technology Thonburi,Thailand,2026,QS,925.5,,king mongkut's university of technology thonburi,thailand,901-950,925.5,-,,57.78538812785388,
London South Bank University,United Kingdom,2026,QS,925.5,,london south bank university,united kingdom,901-950,925.5,-,,57.78538812785388,
Lovely Professional University (LPU),India,2026,QS,925.5,,lovely professional university (lpu),india,901-950,925.5,-,,57.78538812785388,
Macao Polytechnic University,"Macao SAR, China",2026,QS,925.5,,macao polytechnic university,"macao sar, china",901-950,925.5,-,,57.78538812785388,
Michigan Technological University,United States of America,2026,QS,925.5,,michigan technological university,united states of america,901-950,925.5,-,,57.78538812785388,
Nagasaki University,Japan,2026,QS,925.5,,nagasaki university,japan,901-950,925.5,-,,57.78538812785388,
Osaka Metropolitan University,Japan,2026,QS,925.5,,osaka metropolitan university,japan,901-950,925.5,-,,57.78538812785388,
Panjab University,India,2026,QS,925.5,,panjab university,india,901-950,925.5,-,,57.78538812785388,
Princess Sumaya University for Technology,Jordan,2026,QS,925.5,,princess sumaya university for technology,jordan,901-950,925.5,-,,57.78538812785388,
Saveetha Institute of Medical And Technical Sciences (SIMATS),India,2026,QS,925.5,,saveetha institute of medical and technical sciences (simats),india,901-950,925.5,-,,57.78538812785388,
Taif University,Saudi Arabia,2026,QS,925.5,,taif university,saudi arabia,901-950,925.5,-,,57.78538812785388,
Tallinn University,Estonia,2026,QS,925.5,,tallinn university,estonia,901-950,925.5,-,,57.78538812785388,
Tashkent State Technical University,Uzbekistan,2026,QS,925.5,,tashkent state technical university,uzbekistan,901-950,925.5,-,,57.78538812785388,
Universidad Católica Andrés Bello - UCAB,Venezuela (Bolivarian Republic of),2026,QS,925.5,,universidad católica andrés bello - ucab,venezuela (bolivarian republic of),901-950,925.5,-,,57.78538812785388,
Universidad Católica del Uruguay (UCU),Uruguay,2026,QS,925.5,,universidad católica del uruguay (ucu),uruguay,901-950,925.5,-,,57.78538812785388,
Universidad de los Andes Chile,Chile,2026,QS,925.5,,universidad de los andes chile,chile,901-950,925.5,-,,57.78538812785388,
Universidad de Oviedo,Spain,2026,QS,925.5,,universidad de oviedo,spain,901-950,925.5,-,,57.78538812785388,
Universidad de Valladolid,Spain,2026,QS,925.5,,universidad de valladolid,spain,901-950,925.5,-,,57.78538812785388,
Universidad Europea de Madrid,Spain,2026,QS,925.5,,universidad europea de madrid,spain,901-950,925.5,-,,57.78538812785388,
Universidad Iberoamericana (UIA),Mexico,2026,QS,925.5,,universidad iberoamericana (uia),mexico,901-950,925.5,-,,57.78538812785388,
Università degli Studi Roma Tre,Italy,2026,QS,925.5,,università degli studi roma tre,italy,901-950,925.5,-,,57.78538812785388,
Université de Sherbrooke,Canada,2026,QS,925.5,,université de sherbrooke,canada,901-950,925.5,-,,57.78538812785388,
University at Albany SUNY,United States of America,2026,QS,925.5,,university at albany suny,united states of america,901-950,925.5,-,,57.78538812785388,
University of Alabama,United States of America,2026,QS,925.5,,university of alabama,united states of america,901-950,925.5,-,,57.78538812785388,
University of Alaska Fairbanks,United States of America,2026,QS,925.5,,university of alaska fairbanks,united states of america,901-950,925.5,-,,57.78538812785388,
University of Hertfordshire,United Kingdom,2026,QS,925.5,,university of hertfordshire,united kingdom,901-950,925.5,-,,57.78538812785388,
University of Maribor,Slovenia,2026,QS,925.5,,university of maribor,slovenia,901-950,925.5,-,,57.78538812785388,
University of North Texas,United States of America,2026,QS,925.5,,university of north texas,united states of america,901-950,925.5,-,,57.78538812785388,
University of Peshawar,Pakistan,2026,QS,925.5,,university of peshawar,pakistan,901-950,925.5,-,,57.78538812785388,
University of Petroleum and Energy Studies (UPES),India,2026,QS,925.5,,university of petroleum and energy studies (upes),india,901-950,925.5,-,,57.78538812785388,
University of Salford,United Kingdom,2026,QS,925.5,,university of salford,united kingdom,901-950,925.5,-,,57.78538812785388,
University of South Africa,South Africa,2026,QS,925.5,,university of south africa,south africa,901-950,925.5,-,,57.78538812785388,
Virginia Commonwealth University,United States of America,2026,QS,925.5,,virginia commonwealth university,united states of america,901-950,925.5,-,,57.78538812785388,
Yeungnam University,Republic of Korea,2026,QS,925.5,,yeungnam university,republic of korea,901-950,925.5,-,,57.78538812785388,
Abylkas Saginov Karaganda Technical University,Kazakhstan,2026,QS,975.5,,abylkas saginov karaganda technical university,kazakhstan,951-1000,975.5,-,,55.50228310502283,
Al Nahrain University,Iraq,2026,QS,975.5,,al nahrain university,iraq,951-1000,975.5,-,,55.50228310502283,
Al-Quds University,Palestine,2026,QS,975.5,,al-quds university,palestine,951-1000,975.5,-,,55.50228310502283,
Amity University,India,2026,QS,975.5,,amity university,india,951-1000,975.5,-,,55.50228310502283,
Athens University of Economics And Business,Greece,2026,QS,975.5,,athens university of economics and business,greece,951-1000,975.5,-,,55.50228310502283,
Charles Sturt University,Australia,2026,QS,975.5,,charles sturt university,australia,951-1000,975.5,-,,55.50228310502283,
Clarkson University,United States of America,2026,QS,975.5,,clarkson university,united states of america,951-1000,975.5,-,,55.50228310502283,
Clemson University,United States of America,2026,QS,975.5,,clemson university,united states of america,951-1000,975.5,-,,55.50228310502283,
CY Cergy Paris University,France,2026,QS,975.5,,cy cergy paris university,france,951-1000,975.5,-,,55.50228310502283,
Escuela Superior Politécnica del Litoral - ESPOL,Ecuador,2026,QS,975.5,,escuela superior politécnica del litoral - espol,ecuador,951-1000,975.5,-,,55.50228310502283,
Ferdowsi University of Mashhad,Iran (Islamic Republic of),2026,QS,975.5,,ferdowsi university of mashhad,iran (islamic republic of),951-1000,975.5,-,,55.50228310502283,
George Mason University,United States of America,2026,QS,975.5,,george mason university,united states of america,951-1000,975.5,-,,55.50228310502283,
Guru Gobind Singh Indraprastha University,India,2026,QS,975.5,,guru gobind singh indraprastha university,india,951-1000,975.5,-,,55.50228310502283,
Hasanuddin University,Indonesia,2026,QS,975.5,,hasanuddin university,indonesia,951-1000,975.5,-,,55.50228310502283,
Immanuel Kant Baltic Federal University,Russian Federation,2026,QS,975.5,,immanuel kant baltic federal university,russian federation,951-1000,975.5,-,,55.50228310502283,
Indian Institute of Technology Bhubaneswar (IIT BBS),India,2026,QS,975.5,,indian institute of technology bhubaneswar (iit bbs),india,951-1000,975.5,-,,55.50228310502283,
Ivane Javakhishvili Tbilisi State University,Georgia,2026,QS,975.5,,ivane javakhishvili tbilisi state university,georgia,951-1000,975.5,-,,55.50228310502283,
Khazar University,Azerbaijan,2026,QS,975.5,,khazar university,azerbaijan,951-1000,975.5,-,,55.50228310502283,
Kumamoto University,Japan,2026,QS,975.5,,kumamoto university,japan,951-1000,975.5,-,,55.50228310502283,
Kyrgyz-Turkish Manas University,Kyrgyzstan,2026,QS,975.5,,kyrgyz-turkish manas university,kyrgyzstan,951-1000,975.5,-,,55.50228310502283,
Lodz University,Poland,2026,QS,975.5,,lodz university,poland,951-1000,975.5,-,,55.50228310502283,
Nanjing Agricultural University,China (Mainland),2026,QS,975.5,,nanjing agricultural university,china (mainland),951-1000,975.5,-,,55.50228310502283,
Nanjing Normal University,China (Mainland),2026,QS,975.5,,nanjing normal university,china (mainland),951-1000,975.5,-,,55.50228310502283,
National Chung Cheng University,Taiwan,2026,QS,975.5,,national chung cheng university,taiwan,951-1000,975.5,-,,55.50228310502283,
North South University,Bangladesh,2026,QS,975.5,,north south university,bangladesh,951-1000,975.5,-,,55.50228310502283,
North-West University,South Africa,2026,QS,975.5,,north-west university,south africa,951-1000,975.5,-,,55.50228310502283,
Okayama University,Japan,2026,QS,975.5,,okayama university,japan,951-1000,975.5,-,,55.50228310502283,
Rochester Institute of Technology (RIT),United States of America,2026,QS,975.5,,rochester institute of technology (rit),united states of america,951-1000,975.5,-,,55.50228310502283,
Saint Louis University,United States of America,2026,QS,975.5,,saint louis university,united states of america,951-1000,975.5,-,,55.50228310502283,
Sohar University,Oman,2026,QS,975.5,,sohar university,oman,951-1000,975.5,-,,55.50228310502283,
Sophia University,Japan,2026,QS,975.5,,sophia university,japan,951-1000,975.5,-,,55.50228310502283,
South Ural State University,Russian Federation,2026,QS,975.5,,south ural state university,russian federation,951-1000,975.5,-,,55.50228310502283,
The Robert Gordon University,United Kingdom,2026,QS,975.5,,the robert gordon university,united kingdom,951-1000,975.5,-,,55.50228310502283,
Universidad Autónoma Metropolitana (UAM),Mexico,2026,QS,975.5,,universidad autónoma metropolitana (uam),mexico,951-1000,975.5,-,,55.50228310502283,
Universidad de Belgrano,Argentina,2026,QS,975.5,,universidad de belgrano,argentina,951-1000,975.5,-,,55.50228310502283,
Universidad de Córdoba - España,Spain,2026,QS,975.5,,universidad de córdoba - españa,spain,951-1000,975.5,-,,55.50228310502283,
Universidad de La Sabana,Colombia,2026,QS,975.5,,universidad de la sabana,colombia,951-1000,975.5,-,,55.50228310502283,
Universidad EAFIT,Colombia,2026,QS,975.5,,universidad eafit,colombia,951-1000,975.5,-,,55.50228310502283,
Universidad Espíritu Santo (UEES),Ecuador,2026,QS,975.5,,universidad espíritu santo (uees),ecuador,951-1000,975.5,-,,55.50228310502283,
Universidad Externado de Colombia,Colombia,2026,QS,975.5,,universidad externado de colombia,colombia,951-1000,975.5,-,,55.50228310502283,
Universidad Nacional Mayor de San Marcos,Peru,2026,QS,975.5,,universidad nacional mayor de san marcos,peru,951-1000,975.5,-,,55.50228310502283,
Universidad Torcuato Di Tella,Argentina,2026,QS,975.5,,universidad torcuato di tella,argentina,951-1000,975.5,-,,55.50228310502283,
Universita' degli Studi di Ferrara,Italy,2026,QS,975.5,,universita' degli studi di ferrara,italy,951-1000,975.5,-,,55.50228310502283,
Università della Calabria,Italy,2026,QS,975.5,,università della calabria,italy,951-1000,975.5,-,,55.50228310502283,
University of Bahrain,Bahrain,2026,QS,975.5,,university of bahrain,bahrain,951-1000,975.5,-,,55.50228310502283,
University of Cyberjaya,Malaysia,2026,QS,975.5,,university of cyberjaya,malaysia,951-1000,975.5,-,,55.50228310502283,
University of Ha'il,Saudi Arabia,2026,QS,975.5,,university of ha'il,saudi arabia,951-1000,975.5,-,,55.50228310502283,
University of Lahore,Pakistan,2026,QS,975.5,,university of lahore,pakistan,951-1000,975.5,-,,55.50228310502283,
University of Massachusetts - Boston,United States of America,2026,QS,975.5,,university of massachusetts - boston,united states of america,951-1000,975.5,-,,55.50228310502283,
University of the Western Cape,South Africa,2026,QS,975.5,,university of the western cape,south africa,951-1000,975.5,-,,55.50228310502283,
Wuhan University of Technology,China (Mainland),2026,QS,975.5,,wuhan university of technology,china (mainland),951-1000,975.5,-,,55.50228310502283,
Adamson University,Philippines,2026,QS,1100.5,,adamson university,philippines,1001-1200,1100.5,-,,49.794520547945204,
Aga Khan University,Pakistan,2026,QS,1100.5,,aga khan university,pakistan,1001-1200,1100.5,-,,49.794520547945204,
Al Azhar University,Egypt,2026,QS,1100.5,,al azhar university,egypt,1001-1200,1100.5,-,,49.794520547945204,
Alexandru Ioan Cuza University,Romania,2026,QS,1100.5,,alexandru ioan cuza university,romania,1001-1200,1100.5,-,,49.794520547945204,
"Aligarh Muslim University (AMU), Aligarh",India,2026,QS,1100.5,,"aligarh muslim university (amu), aligarh",india,1001-1200,1100.5,-,,49.794520547945204,
Almaty Technological University,Kazakhstan,2026,QS,1100.5,,almaty technological university,kazakhstan,1001-1200,1100.5,-,,49.794520547945204,
Amrita Vishwa Vidyapeetham,India,2026,QS,1100.5,,amrita vishwa vidyapeetham,india,1001-1200,1100.5,-,,49.794520547945204,
An-Najah National University,Palestine,2026,QS,1100.5,,an-najah national university,palestine,1001-1200,1100.5,-,,49.794520547945204,
"Arab Academy for Science, Technology and Maritime Transport",Egypt,2026,QS,1100.5,,"arab academy for science, technology and maritime transport",egypt,1001-1200,1100.5,-,,49.794520547945204,
Asfendiyarov Kazakh National Medical University,Kazakhstan,2026,QS,1100.5,,asfendiyarov kazakh national medical university,kazakhstan,1001-1200,1100.5,-,,49.794520547945204,
Assiut University,Egypt,2026,QS,1100.5,,assiut university,egypt,1001-1200,1100.5,-,,49.794520547945204,
Azerbaijan University of Architecture and Construction,Azerbaijan,2026,QS,1100.5,,azerbaijan university of architecture and construction,azerbaijan,1001-1200,1100.5,-,,49.794520547945204,
Banaras Hindu University,India,2026,QS,1100.5,,banaras hindu university,india,1001-1200,1100.5,-,,49.794520547945204,
Baylor University,United States of America,2026,QS,1100.5,,baylor university,united states of america,1001-1200,1100.5,-,,49.794520547945204,
Beijing University of Posts and Telecommunications,China (Mainland),2026,QS,1100.5,,beijing university of posts and telecommunications,china (mainland),1001-1200,1100.5,-,,49.794520547945204,
Binghamton University SUNY,United States of America,2026,QS,1100.5,,binghamton university suny,united states of america,1001-1200,1100.5,-,,49.794520547945204,
Birmingham City University,United Kingdom,2026,QS,1100.5,,birmingham city university,united kingdom,1001-1200,1100.5,-,,49.794520547945204,
Brigham Young University,United States of America,2026,QS,1100.5,,brigham young university,united states of america,1001-1200,1100.5,-,,49.794520547945204,
CEU University,Spain,2026,QS,1100.5,,ceu university,spain,1001-1200,1100.5,-,,49.794520547945204,
Chung Yuan Christian University,Taiwan,2026,QS,1100.5,,chung yuan christian university,taiwan,1001-1200,1100.5,-,,49.794520547945204,
Chungbuk National University,Republic of Korea,2026,QS,1100.5,,chungbuk national university,republic of korea,1001-1200,1100.5,-,,49.794520547945204,
Clark University,United States of America,2026,QS,1100.5,,clark university,united states of america,1001-1200,1100.5,-,,49.794520547945204,
Cracow University of Technology of Tadeusz Kościuszko,Poland,2026,QS,1100.5,,cracow university of technology of tadeusz kościuszko,poland,1001-1200,1100.5,-,,49.794520547945204,
D. Serikbayev East Kazakhstan Technical University,Kazakhstan,2026,QS,1100.5,,d. serikbayev east kazakhstan technical university,kazakhstan,1001-1200,1100.5,-,,49.794520547945204,
Daffodil International University,Bangladesh,2026,QS,1100.5,,daffodil international university,bangladesh,1001-1200,1100.5,-,,49.794520547945204,
Dankook University,Republic of Korea,2026,QS,1100.5,,dankook university,republic of korea,1001-1200,1100.5,-,,49.794520547945204,
Ege Üniversitesi,Türkiye,2026,QS,1100.5,,ege üniversitesi,türkiye,1001-1200,1100.5,-,,49.794520547945204,
Financial University under the Government of the Russian Federation,Russian Federation,2026,QS,1100.5,,financial university under the government of the russian federation,russian federation,1001-1200,1100.5,-,,49.794520547945204,
Florida Atlantic University - Boca Raton,United States of America,2026,QS,1100.5,,florida atlantic university - boca raton,united states of america,1001-1200,1100.5,-,,49.794520547945204,
Fordham University,United States of America,2026,QS,1100.5,,fordham university,united states of america,1001-1200,1100.5,-,,49.794520547945204,
Gebze Technical University,Türkiye,2026,QS,1100.5,,gebze technical university,türkiye,1001-1200,1100.5,-,,49.794520547945204,
Georgian Technical University,Georgia,2026,QS,1100.5,,georgian technical university,georgia,1001-1200,1100.5,-,,49.794520547945204,
German University of Technology in Oman  (GUTECH),Oman,2026,QS,1100.5,,german university of technology in oman (gutech),oman,1001-1200,1100.5,-,,49.794520547945204,
Gifu University,Japan,2026,QS,1100.5,,gifu university,japan,1001-1200,1100.5,-,,49.794520547945204,
Glasgow Caledonian University,United Kingdom,2026,QS,1100.5,,glasgow caledonian university,united kingdom,1001-1200,1100.5,-,,49.794520547945204,
Hallym University,Republic of Korea,2026,QS,1100.5,,hallym university,republic of korea,1001-1200,1100.5,-,,49.794520547945204,
Harbin Engineering University,China (Mainland),2026,QS,1100.5,,harbin engineering university,china (mainland),1001-1200,1100.5,-,,49.794520547945204,
Hohai University,China (Mainland),2026,QS,1100.5,,hohai university,china (mainland),1001-1200,1100.5,-,,49.794520547945204,
Howard University,United States of America,2026,QS,1100.5,,howard university,united states of america,1001-1200,1100.5,-,,49.794520547945204,
Islamic University of Lebanon,Lebanon,2026,QS,1100.5,,islamic university of lebanon,lebanon,1001-1200,1100.5,-,,49.794520547945204,
IU Indianapolis,United States of America,2026,QS,1100.5,,iu indianapolis,united states of america,1001-1200,1100.5,-,,49.794520547945204,
Kalinga Institute of Industrial Technology,India,2026,QS,1100.5,,kalinga institute of industrial technology,india,1001-1200,1100.5,-,,49.794520547945204,
Kangwon National University,Republic of Korea,2026,QS,1100.5,,kangwon national university,republic of korea,1001-1200,1100.5,-,,49.794520547945204,
Kazakh-British Technical University,Kazakhstan,2026,QS,1100.5,,kazakh-british technical university,kazakhstan,1001-1200,1100.5,-,,49.794520547945204,
Kent State University,United States of America,2026,QS,1100.5,,kent state university,united states of america,1001-1200,1100.5,-,,49.794520547945204,
Kookmin University,Republic of Korea,2026,QS,1100.5,,kookmin university,republic of korea,1001-1200,1100.5,-,,49.794520547945204,
Kyrgyz Russian Slavic University,Kyrgyzstan,2026,QS,1100.5,,kyrgyz russian slavic university,kyrgyzstan,1001-1200,1100.5,-,,49.794520547945204,
Kyushu Institute of Technology,Japan,2026,QS,1100.5,,kyushu institute of technology,japan,1001-1200,1100.5,-,,49.794520547945204,
Leeds Beckett University,United Kingdom,2026,QS,1100.5,,leeds beckett university,united kingdom,1001-1200,1100.5,-,,49.794520547945204,
Lobachevsky State University of Nizhni Novgorod,Russian Federation,2026,QS,1100.5,,lobachevsky state university of nizhni novgorod,russian federation,1001-1200,1100.5,-,,49.794520547945204,
Lodz University of Technology,Poland,2026,QS,1100.5,,lodz university of technology,poland,1001-1200,1100.5,-,,49.794520547945204,
London Metropolitan University,United Kingdom,2026,QS,1100.5,,london metropolitan university,united kingdom,1001-1200,1100.5,-,,49.794520547945204,
Loyola University Chicago,United States of America,2026,QS,1100.5,,loyola university chicago,united states of america,1001-1200,1100.5,-,,49.794520547945204,
Makerere University,Uganda,2026,QS,1100.5,,makerere university,uganda,1001-1200,1100.5,-,,49.794520547945204,
Mansoura University,Egypt,2026,QS,1100.5,,mansoura university,egypt,1001-1200,1100.5,-,,49.794520547945204,
Marmara University,Türkiye,2026,QS,1100.5,,marmara university,türkiye,1001-1200,1100.5,-,,49.794520547945204,
MATE Hungarian University of Agriculture and Life Sciences,Hungary,2026,QS,1100.5,,mate hungarian university of agriculture and life sciences,hungary,1001-1200,1100.5,-,,49.794520547945204,
Middle East University Jordan,Jordan,2026,QS,1100.5,,middle east university jordan,jordan,1001-1200,1100.5,-,,49.794520547945204,
Mississippi State University,United States of America,2026,QS,1100.5,,mississippi state university,united states of america,1001-1200,1100.5,-,,49.794520547945204,
Mustansiriyah University,Iraq,2026,QS,1100.5,,mustansiriyah university,iraq,1001-1200,1100.5,-,,49.794520547945204,
Mutah University,Jordan,2026,QS,1100.5,,mutah university,jordan,1001-1200,1100.5,-,,49.794520547945204,
Mykolas Romeris University,Lithuania,2026,QS,1100.5,,mykolas romeris university,lithuania,1001-1200,1100.5,-,,49.794520547945204,
Narxoz University,Kazakhstan,2026,QS,1100.5,,narxoz university,kazakhstan,1001-1200,1100.5,-,,49.794520547945204,
National Research Saratov State University,Russian Federation,2026,QS,1100.5,,national research saratov state university,russian federation,1001-1200,1100.5,-,,49.794520547945204,
"National Technical University ""Kharkiv Polytechnic Institute""",Ukraine,2026,QS,1100.5,,"national technical university ""kharkiv polytechnic institute""",ukraine,1001-1200,1100.5,-,,49.794520547945204,
National University Lviv Polytechnic,Ukraine,2026,QS,1100.5,,national university lviv polytechnic,ukraine,1001-1200,1100.5,-,,49.794520547945204,
Nicolaus Copernicus University,Poland,2026,QS,1100.5,,nicolaus copernicus university,poland,1001-1200,1100.5,-,,49.794520547945204,
Niigata University,Japan,2026,QS,1100.5,,niigata university,japan,1001-1200,1100.5,-,,49.794520547945204,
Northern Arizona University,United States of America,2026,QS,1100.5,,northern arizona university,united states of america,1001-1200,1100.5,-,,49.794520547945204,
Northern Borders University,Saudi Arabia,2026,QS,1100.5,,northern borders university,saudi arabia,1001-1200,1100.5,-,,49.794520547945204,
Northwest University (China),China (Mainland),2026,QS,1100.5,,northwest university (china),china (mainland),1001-1200,1100.5,-,,49.794520547945204,
